#{"t_start": 1764740603.876259, "env_id": "None"}
r,l,t,success
50.181915,264,0.706706,False
47.10806,284,0.904506,False
57.322691,351,1.095016,False
49.549947,259,1.231334,False
48.805104,249,1.361969,False
49.685944,248,1.501426,False
49.650036,260,1.646343,False
53.346965,294,3.540184,False
49.155175,248,3.655978,False
49.21105,245,3.774884,False
48.970843,269,3.924972,False
48.378567,258,4.091449,False
50.612047,255,4.266536,False
50.728515,291,4.459379,False
55.496328,339,6.498477,False
50.658584,251,6.692854,False
56.386814,305,6.903832,False
52.968952,288,7.047721,False
51.079975,264,7.183447,False
50.740344,254,7.319609,False
51.304832,259,7.455475,False
51.988571,272,7.609813,False
54.996222,307,9.618998,False
54.543525,275,9.764102,False
53.045209,250,9.893997,False
53.979775,257,10.045085,False
55.653688,272,10.212627,False
56.352841,300,10.387793,False
54.06758,253,10.525112,False
49.011948,255,10.663924,False
56.797204,267,12.667072,False
55.826687,286,12.812566,False
53.922169,281,12.968858,False
52.96939,254,13.164923,False
52.7687,249,13.337869,False
55.870898,258,13.479119,False
55.080365,254,13.609355,False
59.247887,296,15.466144,False
57.495333,257,15.589159,False
54.02669,265,15.714726,False
58.613581,286,15.859634,False
60.019321,296,16.016947,False
58.278942,262,16.139526,False
55.275161,264,16.266767,False
57.401476,287,16.409903,False
59.325327,273,18.423069,False
63.191473,283,18.583341,False
61.415297,286,18.719553,False
58.786932,268,18.846284,False
61.655111,283,19.016703,False
58.058074,303,19.238529,False
55.469878,253,19.397626,False
60.98704,279,21.377345,False
62.081964,274,21.51716,False
59.452581,272,21.646905,False
57.312617,256,21.77467,False
58.742852,259,21.90815,False
65.706448,279,22.065907,False
58.90539,282,22.220262,False
59.136157,263,22.360502,False
62.339602,274,24.387586,False
66.965036,284,24.541642,False
70.070944,285,24.694892,False
59.826896,264,24.826744,False
57.789902,256,24.956126,False
63.166124,275,25.083862,False
59.135781,269,25.213448,False
61.029222,275,27.189843,False
67.824018,278,27.373255,False
67.261119,282,27.587065,False
67.656182,278,27.769098,False
72.127725,290,27.979274,False
67.100188,272,28.145703,False
70.306358,285,28.325873,False
71.310238,286,30.505407,False
69.285584,280,30.671216,False
69.431484,279,30.819325,False
70.430959,279,30.983868,False
66.074331,272,31.154925,False
65.398469,273,31.308806,False
68.355589,274,31.48256,False
70.991694,283,31.694322,False
72.133132,282,33.749973,False
68.348959,287,33.909186,False
72.543565,284,34.09878,False
70.590462,283,34.262102,False
70.006691,281,34.422353,False
69.386583,276,34.596898,False
74.078144,284,34.737217,False
70.836347,286,36.67118,False
73.609311,287,36.830928,False
72.280511,280,37.021919,False
72.717702,282,37.170355,False
74.198419,284,37.303013,False
77.567477,287,37.456912,False
72.713081,282,37.586347,False
76.047929,284,39.600678,False
77.811564,285,39.814637,False
77.741046,285,39.995058,False
76.106535,282,40.165605,False
75.20738,283,40.331948,False
76.14639,285,40.472073,False
78.102151,286,40.606992,False
72.897786,282,42.568285,False
77.565024,287,42.725333,False
79.214858,286,42.866972,False
77.896861,285,43.006872,False
76.741952,282,43.167094,False
78.469799,287,43.336185,False
73.791804,278,43.476696,False
76.748968,283,43.612092,False
78.74976,286,45.591803,False
82.016914,289,45.738733,False
80.408273,287,45.879478,False
81.411721,289,46.044386,False
79.732746,289,46.209396,False
82.109059,289,46.372071,False
82.09118,288,46.507065,False
78.07903,287,48.565173,False
82.909295,289,48.743095,False
80.751311,289,48.925323,False
79.91996,287,49.064004,False
79.643551,285,49.212649,False
83.054412,290,49.349552,False
81.884757,289,49.498009,False
83.085538,289,51.595973,False
82.962125,289,51.780468,False
85.503748,291,51.933736,False
84.536241,291,52.106056,False
84.873798,291,52.282183,False
83.487402,290,52.468444,False
84.054014,290,52.623555,False
85.252057,291,54.677559,False
84.09403,290,54.826588,False
85.226576,291,54.977579,False
83.807487,289,55.135487,False
83.03422,289,55.278045,False
83.719571,290,55.420008,False
82.543638,290,55.584509,False
83.013434,289,57.626965,False
84.346394,290,57.788704,False
84.623105,291,57.951114,False
84.892575,291,58.090608,False
85.684007,291,58.227045,False
84.444214,290,58.367585,False
85.699209,291,58.510587,False
85.649573,291,60.540659,False
86.782598,292,60.680447,False
87.166837,292,60.816066,False
87.275222,292,60.986861,False
84.676169,289,61.161748,False
85.554875,291,61.301674,False
87.132458,292,61.443268,False
86.627148,292,63.509913,False
86.816326,292,63.665736,False
87.949128,293,63.811838,False
87.985513,293,63.948762,False
86.505942,292,64.091069,False
87.037399,292,64.263833,False
86.931364,292,64.437968,False
87.432694,292,66.461653,False
87.06173,292,66.637503,False
87.360284,292,66.842008,False
86.739528,292,67.020541,False
87.472738,292,67.174362,False
87.177514,292,67.341963,False
87.305014,292,67.491294,False
85.395999,291,69.507045,False
88.179421,293,69.65495,False
87.567413,292,69.846448,False
88.41268,293,70.033139,False
88.457464,293,70.20961,False
88.163168,293,70.35719,False
87.400163,292,70.527109,False
88.275239,293,72.568076,False
88.694594,293,72.714814,False
88.362598,293,72.865936,False
88.288355,293,73.014268,False
88.465773,293,73.181249,False
87.495124,292,73.321311,False
