#{"t_start": 1764740603.874204, "env_id": "None"}
r,l,t,success
50.296606,245,0.660491,False
48.841428,260,0.882944,False
47.969972,281,1.026174,False
53.849635,342,1.219152,False
51.597679,317,1.385619,False
48.086315,285,1.544447,False
51.348628,238,1.674525,False
49.269568,235,3.537783,False
50.155182,253,3.657456,False
53.851065,284,3.796662,False
52.366947,291,3.963487,False
53.883346,269,4.140379,False
50.451411,238,4.309484,False
51.053815,314,4.500958,False
47.431554,279,6.518395,False
50.72,259,6.712673,False
49.624942,262,6.896482,False
50.028705,248,7.02207,False
53.180822,248,7.152483,False
53.123187,283,7.299847,False
53.369474,255,7.426425,False
53.073991,245,7.575346,False
54.008652,285,9.560921,False
52.565187,245,9.70209,False
54.392629,263,9.835908,False
54.079679,291,9.998437,False
62.685782,297,10.177803,False
56.41603,307,10.365365,False
57.508764,286,10.517978,False
52.46947,250,10.654068,False
59.444722,291,12.671071,False
55.272956,263,12.804161,False
54.900443,265,12.951944,False
55.577976,258,13.142875,False
56.986515,285,13.342334,False
56.756905,269,13.488778,False
57.080305,270,13.627315,False
54.408703,257,15.463034,False
56.13196,253,15.585263,False
55.494639,255,15.707013,False
54.859374,252,15.832451,False
53.977085,253,15.964321,False
56.163163,261,16.094615,False
60.20296,277,16.225826,False
56.609554,268,16.354672,False
55.990319,255,18.325996,False
60.932495,275,18.519023,False
57.540136,259,18.645238,False
53.210928,244,18.760615,False
61.603838,286,18.904029,False
66.511369,292,19.091127,False
61.497552,282,19.300103,False
58.19217,271,19.456655,False
61.224011,266,21.428684,False
59.202717,268,21.562833,False
58.964172,271,21.693179,False
59.453773,261,21.822436,False
67.03462,288,21.969784,False
57.951925,265,22.132954,False
62.129131,273,22.273196,False
61.234815,267,24.295213,False
59.226847,262,24.444417,False
64.610564,272,24.589979,False
59.562416,263,24.725628,False
58.872483,262,24.856873,False
57.507208,255,24.982239,False
63.364702,269,25.109765,False
64.882444,275,25.24161,False
61.171816,267,27.217046,False
67.453152,279,27.41866,False
64.386669,258,27.605006,False
68.554813,275,27.78842,False
70.964749,286,27.994187,False
59.472578,258,28.150191,False
64.163545,276,28.324348,False
65.699359,281,30.500268,False
70.047149,280,30.666795,False
68.051764,277,30.814682,False
63.459962,264,30.968086,False
72.837554,281,31.146237,False
64.734668,264,31.294272,False
74.922443,285,31.473577,False
72.738753,284,31.685958,False
68.364678,277,33.741326,False
72.320845,280,33.892441,False
71.821337,279,34.081138,False
72.8118,285,34.248351,False
73.000254,281,34.403146,False
69.437708,276,34.581732,False
73.352624,283,34.722307,False
72.335462,278,36.651965,False
76.981156,285,36.807554,False
71.652352,282,36.99736,False
75.921509,285,37.154397,False
74.213938,283,37.287133,False
76.354363,287,37.441087,False
75.190574,283,37.571877,False
74.341739,284,39.577972,False
76.237919,286,39.783984,False
76.079674,283,39.978017,False
75.980273,283,40.144602,False
75.143634,282,40.316916,False
77.86522,288,40.455906,False
77.466144,288,40.594122,False
76.045398,285,40.722954,False
75.472289,282,42.704683,False
77.206151,285,42.849523,False
78.699607,286,42.991417,False
77.805676,287,43.151179,False
76.50198,283,43.314713,False
78.683263,286,43.466554,False
78.6159,286,43.603248,False
80.029413,288,45.584591,False
81.362483,288,45.728535,False
80.815176,287,45.869551,False
81.05949,288,46.034566,False
80.159203,288,46.195916,False
82.29059,289,46.360803,False
79.757275,289,46.49854,False
80.792692,287,48.554045,False
80.927347,288,48.731494,False
83.067161,290,48.914934,False
80.921774,288,49.056239,False
79.903929,287,49.205016,False
81.288293,288,49.341096,False
83.444762,290,49.490305,False
82.897734,290,51.585094,False
81.363275,289,51.770743,False
82.798709,290,51.924652,False
83.050089,289,52.092839,False
81.025709,287,52.264705,False
81.199726,287,52.453515,False
85.642094,291,52.6102,False
83.205473,289,54.66375,False
83.967182,290,54.808257,False
84.890096,291,54.963553,False
