#{"t_start": 1764645280.8512561, "env_id": "None"}
r,l,t
-138.519249,1,2081.697633
-139.708873,1,2081.698027
-149.45833,1,2081.698405
-149.736379,1,2081.698797
-4257.011012,135,2081.738946
-12004.215576,256,2081.821449
-8561.416061,328,2081.927315
-143.899336,1,2081.927786
-141.461359,1,2081.928156
-3110.086131,254,2082.006172
-12907.304913,293,2082.096301
-149.046628,1,2082.096736
-140.829783,1,2082.097103
-143.284805,1,2082.097482
-5783.647808,153,2082.145488
-133.724822,1,2082.146083
-137.058778,1,2082.146656
-3351.80009,193,2082.209183
-149.477943,1,2082.209616
-1778.145505,33,2082.220067
-142.863283,1,2082.220515
-154.850808,1,2082.220886
-138.549279,1,2082.221279
-136.203433,1,2082.221646
-6327.327868,258,2082.311326
-2278.774381,135,2083.170848
-145.947999,1,2083.171313
-3042.072703,139,2083.212047
-7722.515019,150,2083.257142
-160.214942,1,2083.257582
-161.140112,1,2083.257959
-139.303143,1,2083.258353
-145.914307,1,2083.258718
-3886.248125,190,2083.314198
-5646.614707,152,2083.360179
-14545.459109,428,2083.488953
-142.426546,1,2083.489423
-152.095346,1,2083.489795
-5211.352318,117,2083.52458
-144.765006,1,2083.52507
-156.264006,1,2083.525495
-143.90953,1,2083.525933
-160.732,1,2083.526359
-135.627285,1,2083.527019
-160.448337,1,2083.527509
-5102.745868,157,2083.581718
-159.804366,1,2083.582183
-140.976778,1,2083.582585
-6811.332459,326,2083.68979
-3343.796241,172,2083.743122
-161.529652,1,2083.743585
-140.159436,1,2083.743968
-6857.211081,329,2084.688978
-141.519714,1,2084.689475
-166.469128,1,2084.689873
-6211.481941,323,2084.790717
-11486.227043,316,2084.891026
-148.968712,1,2084.891575
-4326.793196,143,2084.940389
-140.207829,1,2084.941035
-2823.797337,176,2084.99535
-144.693284,1,2084.99587
-144.188841,1,2084.99629
-141.464353,1,2084.996669
-9136.286186,242,2085.070882
-152.617389,1,2085.07132
-146.794882,1,2085.071681
-2568.145976,84,2085.096077
-6730.213711,267,2085.17729
-161.235604,1,2085.177789
-477.71068,12,2085.182057
-152.743239,1,2085.182491
-159.315202,1,2085.182878
-153.775228,1,2085.183252
-147.098632,1,2085.18362
-4702.105415,223,2085.251196
-148.458797,1,2085.251629
-2030.78806,167,2086.081177
-11008.617959,439,2086.218039
-162.546047,1,2086.218493
-136.526711,1,2086.218864
-136.985645,1,2086.219224
-12253.658377,193,2086.278047
-8133.500133,373,2086.390646
-134.837692,1,2086.391115
-6225.202197,146,2086.43661
-4763.741655,287,2086.523425
-136.317922,1,2086.523851
-136.605076,1,2086.524214
-141.917528,1,2086.52457
-166.962503,1,2086.524922
-3376.833756,205,2086.587243
-5870.126097,254,2087.464024
-6717.887092,296,2087.566227
-163.845084,1,2087.566667
-5459.109532,101,2087.601336
-162.846269,1,2087.601785
-6468.580946,291,2087.703309
-153.885571,1,2087.703789
-7680.225112,304,2087.806168
-792.318278,17,2087.811835
-155.448697,1,2087.812422
-159.671057,1,2087.812911
-143.79401,1,2087.813364
-145.737994,1,2087.81379
-8986.090289,383,2087.940491
-161.04267,1,2087.940932
-155.225446,1,2087.941339
-9771.930547,365,2088.054752
-150.845092,1,2088.055199
-5675.409887,218,2088.121468
-144.103472,1,2088.121921
-8677.932692,221,2088.968022
-159.859076,1,2088.9685
-142.56519,1,2088.968877
-153.779323,1,2088.969268
-150.894534,1,2088.969631
-146.21385,1,2088.970006
-1412.769723,26,2088.978215
-2963.259604,208,2089.046667
-153.502827,1,2089.047126
-151.101857,1,2089.047493
-150.979642,1,2089.04787
-4231.386298,222,2089.117623
-152.033895,1,2089.118065
-1236.388201,149,2089.1628
-130.258189,1,2089.163221
-5493.8315,278,2089.249153
-140.798363,1,2089.249608
-158.903484,1,2089.249988
-151.964116,1,2089.250364
-144.327698,1,2089.250738
-8175.389114,170,2089.303671
-150.722388,1,2089.304112
-12200.701083,202,2089.363642
-723.343118,14,2089.367904
-142.274786,1,2089.368282
-139.858736,1,2089.368652
-1134.790596,172,2089.421444
-6218.006845,230,2089.491534
-3681.057334,180,2090.300598
-3869.473411,195,2090.360048
-5128.455391,284,2090.450882
-137.805323,1,2090.451377
-146.009631,1,2090.451781
-2297.57762,104,2090.483388
-12572.539242,475,2090.627563
-134.284643,1,2090.628057
-8905.333817,387,2090.744727
-9902.182662,158,2090.793806
-11382.451673,308,2090.886163
-145.018914,1,2090.886684
-149.854434,1,2090.887238
-142.727905,1,2090.887616
-3584.639297,159,2091.707107
-161.067854,1,2091.707732
-6482.056106,260,2091.786598
-147.122437,1,2091.787381
-3609.080419,125,2091.826611
-2113.122839,51,2091.842207
-8607.323182,380,2091.957252
-2557.998185,111,2091.990607
-135.921691,1,2091.991045
-135.491998,1,2091.991415
-8181.314663,331,2092.091925
-142.226864,1,2092.092365
-142.731966,1,2092.092732
-4967.274445,162,2092.142205
-4697.402198,190,2092.198393
-7760.387175,319,2092.29432
-9579.8325,319,2093.155261
-131.147914,1,2093.155709
-150.068771,1,2093.156089
-2085.043445,152,2093.203359
-10028.921293,300,2093.294472
-142.649402,1,2093.294956
-149.933569,1,2093.295339
-5104.134497,218,2093.360386
-157.702284,1,2093.360832
-6375.794357,267,2093.589358
-145.709745,1,2093.589816
-145.865892,1,2093.590219
-144.81808,1,2093.590593
-8352.803603,301,2093.68675
-142.026908,1,2093.687556
-2170.440793,241,2093.762607
-8953.489603,323,2093.86065
-161.643821,1,2094.644338
-154.073472,1,2094.644889
-11293.824849,440,2094.785808
-134.122479,1,2094.787466
-2020.414598,58,2094.806192
-6888.446478,278,2094.90443
-147.298232,1,2094.904918
-150.529196,1,2094.905322
-159.041107,1,2094.905706
-990.320739,24,2094.914165
-141.051177,1,2094.914641
-158.468319,1,2094.915041
-132.346033,1,2094.91544
-1785.811404,186,2094.983146
-6228.82233,157,2095.035681
-157.802694,1,2095.036162
-132.841793,1,2095.036553
-5135.253926,254,2095.119091
-138.370517,1,2095.119587
-136.245301,1,2095.119997
-7899.554329,248,2095.2076
-141.333795,1,2095.208101
-4881.854298,272,2095.301633
-158.908385,1,2095.302108
-2948.864884,136,2096.181542
-3135.292749,188,2096.244062
-141.739454,1,2096.244509
-142.710481,1,2096.244893
-4015.52148,293,2096.338366
-156.060387,1,2096.338827
-8341.144884,190,2096.401131
-10653.974291,251,2096.484294
-4359.991756,222,2096.553466
-138.47967,1,2096.553959
-147.19987,1,2096.55435
-133.14881,1,2096.554721
-5937.393783,305,2096.650039
-6080.869671,276,2096.736819
-3811.546186,182,2096.794793
-149.57008,1,2096.795236
-158.285243,1,2096.795673
-140.346909,1,2096.796197
-163.222566,1,2096.796687
-2252.429491,45,2096.81094
-2725.522056,130,2097.670313
-10481.984217,195,2097.739141
-9299.887424,370,2097.86699
-149.9781,1,2097.867534
-134.462812,1,2097.867992
-8620.958295,384,2097.995632
-6399.528763,226,2098.066124
-157.796831,1,2098.06671
-6448.949861,296,2098.182994
-149.945502,1,2098.183477
-13527.954661,448,2098.323241
-142.090883,1,2098.323748
-158.699468,1,2098.324143
-5487.512415,202,2099.200038
-523.107975,12,2099.204043
-145.685711,1,2099.204461
-139.748688,1,2099.205175
-138.441011,1,2099.205778
-2223.269528,79,2099.232832
-139.888925,1,2099.233305
-162.157496,1,2099.233676
-14187.218096,409,2099.37712
-162.301876,1,2099.377656
-156.693518,1,2099.378085
-164.932343,1,2099.378519
-136.929176,1,2099.378942
-149.664929,1,2099.379353
-567.439205,8,2099.381967
-4831.93644,119,2099.423572
-9013.097718,208,2099.489972
-3175.217241,215,2099.55839
-136.727302,1,2099.558847
-4950.600938,126,2099.598101
-7948.177291,306,2099.691234
-158.689954,1,2099.691683
-149.634949,1,2099.692052
-153.784281,1,2099.692424
-139.366701,1,2099.692791
-140.176638,1,2099.693148
-151.873194,1,2099.693506
-3453.927978,138,2099.736412
-149.688772,1,2099.736841
-4379.648784,269,2100.567465
-160.406955,1,2100.567992
-139.562359,1,2100.568386
-153.519242,1,2100.568781
-3739.510488,74,2100.591012
-147.05294,1,2100.591449
-1899.317056,165,2100.63979
-8235.508215,301,2100.731253
-130.75166,1,2100.731718
-141.666365,1,2100.732088
-138.691811,1,2100.732469
-137.175226,1,2100.732829
-141.712719,1,2100.733187
-5015.926459,270,2100.814601
-4741.817342,84,2100.839477
-137.683395,1,2100.839919
-6022.186158,241,2100.911373
-148.199761,1,2100.9118
-6630.961298,321,2101.012254
-4651.614257,190,2101.070303
-141.942962,1,2101.070751
-135.151277,1,2101.071333
-140.378991,1,2101.07176
-136.382061,1,2101.072141
-159.626326,1,2101.072505
-149.644196,1,2101.072878
-6336.247667,189,2101.13831
-133.217037,1,2101.138918
-6148.440412,193,2101.202368
-140.177745,1,2102.030444
-152.843736,1,2102.030973
-144.188394,1,2102.03138
-135.952322,1,2102.03177
-144.74375,1,2102.032152
-144.447172,1,2102.032522
-5936.92348,233,2102.106537
-160.227114,1,2102.107286
-129.92897,1,2102.107806
-147.569858,1,2102.108183
-3269.261822,289,2102.197301
-159.603891,1,2102.197908
-9815.074906,272,2102.280826
-134.368068,1,2102.28129
-8140.040849,289,2102.368275
-154.881352,1,2102.368755
-150.992384,1,2102.369126
-8819.930285,257,2102.445506
-2760.078712,126,2102.484155
-147.81241,1,2102.484626
-146.150523,1,2102.485017
-5376.568372,204,2102.544846
-155.238864,1,2102.545284
-8067.956167,232,2102.614436
-160.743066,1,2102.614882
-1391.144026,43,2102.62759
-147.166556,1,2102.62802
-2833.264788,129,2103.422505
-142.885966,1,2103.42297
-2606.08023,67,2103.442861
-159.195238,1,2103.443301
-152.835301,1,2103.44367
-144.006055,1,2103.444034
-9827.009479,354,2103.548904
-137.994255,1,2103.549349
-135.649917,1,2103.549714
-152.017029,1,2103.550086
-164.699503,1,2103.550441
-138.114776,1,2103.550801
-148.890702,1,2103.551147
-141.522788,1,2103.551505
-148.029011,1,2103.551856
-3805.680846,120,2103.586806
-150.05925,1,2103.587512
-140.047954,1,2103.587949
-157.463187,1,2103.588309
-3033.110365,230,2103.656432
-157.926935,1,2103.656871
-129.914545,1,2103.657239
-149.401873,1,2103.657599
-145.07401,1,2103.657953
-148.243763,1,2103.658313
-140.846281,1,2103.658672
-6191.719222,278,2103.740962
-157.616518,1,2103.741411
-842.729522,15,2103.745855
-1579.835847,34,2103.756015
-7468.08124,245,2103.828735
-152.544562,1,2103.829203
-13791.826884,426,2103.953967
-2059.073266,66,2103.973766
-9000.171924,215,2104.775887
-144.832377,1,2104.776352
-3961.305304,167,2104.827646
-8738.557716,343,2104.930045
-5688.647837,264,2105.008417
-4438.450683,168,2105.058343
-135.847552,1,2105.058777
-138.523457,1,2105.059147
-134.702645,1,2105.059495
-147.216113,1,2105.059853
-153.086539,1,2105.060201
-140.136353,1,2105.060561
-10644.925916,328,2105.157297
-158.331311,1,2105.15787
-9117.371629,241,2105.230412
-8383.956571,302,2105.31993
-144.461423,1,2105.320353
-153.339754,1,2105.320722
-5941.921721,248,2106.168477
-11024.040256,213,2106.231361
-7079.469797,279,2106.313635
-133.617394,1,2106.314085
-4676.542816,96,2106.342795
-5908.630378,165,2106.394963
-4140.250095,121,2106.430505
-139.689498,1,2106.430946
-158.632,1,2106.431307
-132.023882,1,2106.43166
-157.702225,1,2106.432015
-144.464902,1,2106.432368
-149.106639,1,2106.432716
-10995.291448,344,2106.534561
-143.186018,1,2106.535005
-134.028161,1,2106.535366
-3482.074265,204,2106.596006
-156.043632,1,2106.596435
-9794.807855,353,2106.702028
-2298.819812,44,2106.715738
-141.991999,1,2106.716167
-142.174576,1,2106.716537
-163.297566,1,2106.716897
-155.714695,1,2106.717248
-164.497348,1,2106.717597
-6400.060437,250,2107.546495
-7965.103353,341,2107.646712
-163.167475,1,2107.647212
-157.090451,1,2107.647824
-141.482162,1,2107.648199
-148.021353,1,2107.648563
-3415.62168,213,2107.873777
-136.694346,1,2107.874218
-6072.708527,261,2107.957811
-150.27604,1,2107.958269
-3113.739475,197,2108.021555
-140.096868,1,2108.022073
-160.379152,1,2108.022526
-4215.520451,133,2108.066235
-141.62082,1,2108.066702
-2071.272082,71,2108.089462
-140.218188,1,2108.089885
-2540.536803,189,2108.146311
-160.156185,1,2108.146781
-151.28123,1,2108.147194
-2640.201993,120,2108.184115
-133.398555,1,2108.184541
-6312.190146,180,2108.237034
-3185.926776,73,2108.25931
-148.653576,1,2108.259754
-12236.015697,382,2109.241651
-2656.873495,210,2109.307081
-4354.554705,259,2109.387654
-157.585564,1,2109.388122
-159.280955,1,2109.388494
-138.246469,1,2109.388869
-151.192749,1,2109.389419
-6942.760653,149,2109.434404
-147.07501,1,2109.434843
-157.717568,1,2109.435208
-9364.131877,236,2109.504135
-9298.616168,169,2109.559105
-5027.608131,128,2109.598158
-5748.569053,117,2109.633023
-5591.608313,150,2109.67961
-3793.283157,202,2109.740056
-5781.482301,165,2109.7897
-141.104142,1,2109.790141
-4262.255286,92,2110.580678
-153.233578,1,2110.581155
-153.45556,1,2110.581532
-9641.815692,259,2110.661228
-2380.392403,60,2110.679153
-5817.69731,145,2110.728256
-167.397833,1,2110.728747
-139.511567,1,2110.729138
-5804.88935,148,2110.775497
-150.349505,1,2110.775947
-150.543053,1,2110.776335
-5033.189784,282,2110.869865
-14995.92566,221,2110.946041
-155.509917,1,2110.946566
-151.805018,1,2110.947025
-3642.214852,125,2110.99225
-3645.271614,210,2111.06059
-144.581251,1,2111.061051
-6602.650701,202,2111.126689
-4966.095325,153,2111.172889
-5098.182918,231,2112.025386
-140.337131,1,2112.025842
-146.663695,1,2112.026224
-2006.680676,198,2112.085434
-138.577791,1,2112.085862
-3980.974758,108,2112.117587
-140.07156,1,2112.11801
-153.235738,1,2112.118365
-2104.170858,198,2112.176964
-143.091557,1,2112.17741
-16654.869138,473,2112.321382
-161.067087,1,2112.321857
-137.26314,1,2112.322241
-12523.765583,336,2112.425112
-146.771331,1,2112.425573
-144.721964,1,2112.425938
-141.858297,1,2112.426301
-138.81772,1,2112.42665
-143.82373,1,2112.42711
-136.495318,1,2112.427862
-2284.515566,117,2112.464212
-157.71765,1,2112.464647
-1457.462694,31,2112.474096
-133.269693,1,2112.474514
-141.38653,1,2112.47487
-3281.625432,247,2112.549978
-141.705722,1,2112.55044
-8462.20363,318,2113.397147
-1101.688383,170,2113.450029
-136.033429,1,2113.450484
-140.069451,1,2113.450862
-158.382463,1,2113.451235
-150.888596,1,2113.451593
-4526.000864,297,2113.538438
-5802.442834,310,2113.631253
-530.946138,12,2113.635434
-7233.633512,238,2113.711894
-6293.715658,292,2113.798014
-10830.136564,297,2113.886518
-159.343954,1,2113.886982
-153.252185,1,2113.887378
-144.216452,1,2113.887974
-4388.062734,224,2113.953252
-136.063573,1,2113.953688
-158.545361,1,2113.954061
-163.784856,1,2113.954418
-9431.662203,357,2114.880786
-8269.305672,300,2114.972968
-3388.093973,117,2115.009538
-2674.83366,70,2115.034995
-5959.531653,234,2115.108088
-156.49521,1,2115.108623
-158.134118,1,2115.109018
-5800.472838,123,2115.147924
-10266.346405,198,2115.20865
-155.144425,1,2115.209119
-143.578918,1,2115.209501
-148.745554,1,2115.209862
-8132.591942,201,2115.271553
-6388.69954,261,2115.353028
-5659.307,148,2115.397934
-3603.612037,237,2116.229747
-145.906713,1,2116.230221
-5845.247064,186,2116.284176
-160.719648,1,2116.284606
-138.200203,1,2116.284978
-163.194982,1,2116.285343
-8226.002244,316,2116.379038
-145.913398,1,2116.37949
-161.592235,1,2116.379852
-146.840009,1,2116.380206
-140.136292,1,2116.380562
-139.986884,1,2116.380909
-139.264435,1,2116.381258
-160.068731,1,2116.38161
-141.353858,1,2116.381963
-2886.193154,134,2116.422537
-158.136762,1,2116.42299
-151.877445,1,2116.423361
-3690.802682,164,2116.471492
-149.923459,1,2116.471921
-158.578095,1,2116.472292
-137.613882,1,2116.472649
-3082.498949,79,2116.495638
-136.732345,1,2116.496049
-148.496476,1,2116.496413
-3048.991536,62,2116.516367
-148.094561,1,2116.51681
-5325.58403,190,2116.572881
-160.238122,1,2116.573329
-147.707489,1,2116.573688
-136.064209,1,2116.574036
-2694.545376,197,2116.63316
-136.588043,1,2116.633595
-161.730584,1,2116.633964
-8076.616094,274,2116.713607
-1928.393099,151,2116.759449
-10763.795876,177,2116.810873
-6098.669286,147,2117.601763
-673.460924,10,2117.605277
-155.817023,1,2117.605678
-4318.26842,278,2117.688024
-7226.792399,188,2117.745797
-160.422642,1,2117.746276
-159.48407,1,2117.746678
-4819.297936,203,2117.812579
-139.950026,1,2117.813032
-159.022582,1,2117.813392
-136.048391,1,2117.813765
-4280.162801,161,2117.860447
-15364.587415,331,2117.959347
-157.145466,1,2117.959805
-152.480402,1,2117.960171
-4631.323693,101,2117.99044
-5819.66255,124,2118.028256
-132.683711,1,2118.02872
-158.130996,1,2118.029094
-150.320996,1,2118.029459
-7056.246139,274,2118.11095
-6320.160886,276,2118.963982
-137.728184,1,2118.96443
-147.246116,1,2118.964803
-4265.972684,202,2119.023781
-146.496172,1,2119.024222
-154.962543,1,2119.024584
-4961.131125,324,2119.121301
-151.349878,1,2119.121759
-157.246053,1,2119.122141
-6296.40426,333,2119.223286
-155.921108,1,2119.223735
-1576.234054,93,2119.251742
-149.736263,1,2119.252309
-158.900065,1,2119.252683
-140.116396,1,2119.253041
-136.17704,1,2119.253401
-8693.641262,284,2119.340935
-3947.403644,171,2119.394753
-4189.263942,143,2119.437361
-6581.168662,306,2119.529949
-5863.714769,296,2120.373661
-3010.373777,250,2120.448597
-151.033906,1,2120.449068
-140.677989,1,2120.449441
-147.43993,1,2120.449828
-2728.231497,141,2120.491674
-151.76633,1,2120.492113
-3299.753746,142,2120.535239
-160.797051,1,2120.535678
-142.513245,1,2120.536057
-3038.101695,98,2120.564759
-5323.041662,229,2120.631632
-5785.639967,193,2120.689816
-2964.531213,92,2120.716667
-257.777416,5,2120.718248
-4704.389465,99,2120.748768
-1649.089373,122,2120.784756
-157.595947,1,2120.785197
-3296.698607,183,2120.8385
-3436.102768,66,2120.859556
-10959.368341,319,2121.795803
-151.085207,1,2121.796289
-1146.432443,26,2121.804384
-161.243601,1,2121.804746
-149.311669,1,2121.80511
-151.090559,1,2121.805463
-157.259054,1,2121.805821
-2449.471083,67,2121.954258
-159.742746,1,2121.954717
-6433.88421,225,2122.029305
-150.129151,1,2122.02984
-163.917169,1,2122.030209
-3872.608633,74,2122.053609
-4332.360345,132,2122.093291
-163.652727,1,2122.093678
-148.697162,1,2122.094043
-153.441708,1,2122.094394
-148.26256,1,2122.094749
-5460.074855,92,2122.124294
-9685.47386,182,2122.1799
-139.055978,1,2122.180348
-3093.025533,116,2122.216485
-130.692027,1,2122.216919
-6786.670297,160,2122.264453
-4587.260458,161,2122.313009
-3743.57527,177,2122.365792
-144.919553,1,2122.366219
-150.623006,1,2122.366576
-11647.006397,284,2122.451599
-145.468217,1,2122.452043
-143.123595,1,2122.452406
-160.328506,1,2122.452762
-132.963292,1,2122.453119
-9908.608487,403,2123.356523
-161.945152,1,2123.357006
-614.431751,16,2123.361834
-4943.907757,268,2123.442946
-408.576545,7,2123.445163
-153.128523,1,2123.44553
-4484.295352,160,2123.495272
-4653.91804,95,2123.524718
-3047.309741,162,2123.576355
-5157.573982,275,2123.662614
-142.651348,1,2123.663071
-1785.969711,30,2123.672075
-8045.492799,330,2123.772284
-147.586,1,2123.772736
-139.452376,1,2123.773105
-4518.49482,78,2123.79623
-6814.56775,297,2123.88519
-156.996089,1,2123.88566
-4580.27159,140,2123.932804
-4145.944828,193,2124.768197
-148.024685,1,2124.768863
-150.980484,1,2124.769257
-151.888851,1,2124.769637
-140.340035,1,2124.770018
-8432.943798,324,2124.873384
-139.812812,1,2124.873827
-130.727362,1,2124.874198
-9626.827126,358,2124.994596
-2276.648616,182,2125.056399
-136.243144,1,2125.056899
-157.05083,1,2125.057315
-6427.289891,314,2125.156133
-5488.790918,149,2125.203595
-134.748139,1,2125.204165
-5654.969012,257,2125.287369
-157.790815,1,2125.287868
-148.496046,1,2125.288305
-134.793378,1,2125.288976
-4225.048273,201,2125.352373
-146.702696,1,2125.35282
-134.801432,1,2125.353179
-141.989856,1,2125.353537
-151.214191,1,2125.353892
-1083.931421,116,2126.154254
-8366.869305,274,2126.235889
-140.217109,1,2126.236336
-5264.538656,97,2126.264812
-1715.436901,105,2126.295744
-1192.715199,180,2126.349448
-6050.152004,209,2126.411971
-152.730135,1,2126.412409
-146.028796,1,2126.412772
-1486.23529,138,2126.45635
-5552.851818,205,2126.518337
-151.652955,1,2126.518786
-1171.990418,28,2126.526838
-133.043652,1,2126.527207
-146.605496,1,2126.527595
-9620.41551,364,2126.637474
-10008.46625,347,2126.740576
-225.26153,4,2126.741906
-158.307999,1,2126.742266
-2816.449758,197,2127.598869
-153.261437,1,2127.599408
-144.493423,1,2127.600094
-164.96557,1,2127.600577
-133.903844,1,2127.600979
-1366.002156,166,2127.659758
-3559.260149,233,2127.737217
-2031.864965,131,2127.781402
-148.766828,1,2127.781944
-5204.248189,178,2127.838289
-142.289942,1,2127.838726
-136.713117,1,2127.839095
-139.758863,1,2127.839454
-155.078573,1,2127.840215
-166.062547,1,2127.840691
-152.914098,1,2127.841123
-143.611835,1,2127.841598
-152.364931,1,2127.842049
-147.883143,1,2127.842455
-7038.275029,348,2127.953203
-2635.243252,249,2128.03422
-2632.214023,268,2128.115696
-6037.260153,125,2128.154319
-150.491613,1,2128.154767
-11868.530667,346,2129.024412
-2335.550539,155,2129.072081
-2194.483782,66,2129.093617
-2767.746255,267,2129.172881
-148.124061,1,2129.173343
-3544.220453,123,2129.212384
-135.161335,1,2129.212819
-140.946259,1,2129.213186
-8565.612925,167,2129.26177
-1173.912956,29,2129.270491
-6819.478635,412,2129.392564
-142.578965,1,2129.393038
-154.860296,1,2129.393422
-8603.246163,188,2129.449686
-164.393243,1,2129.450116
-143.064768,1,2129.450483
-5949.780774,313,2129.543984
-2947.286303,192,2130.359601
-6044.295841,149,2130.404213
-10164.780378,317,2130.499347
-2979.511192,88,2130.52514
-141.919923,1,2130.525556
-11484.299681,405,2130.644131
-1861.280583,58,2130.661349
-6240.5337,178,2130.71525
-1419.044423,120,2130.750092
-162.092659,1,2130.750528
-5513.151041,143,2130.793418
-2339.514827,97,2130.821533
-156.306736,1,2130.821962
-5251.701094,176,2130.87273
-1728.552905,38,2130.884954
-162.154379,1,2130.885318
-3296.574469,84,2130.9102
-3341.464337,64,2130.92895
-6977.41082,266,2131.772948
-11299.862968,163,2131.821074
-152.093528,1,2131.821518
-146.78976,1,2131.821895
-155.829151,1,2131.822268
-139.030089,1,2131.822644
-142.848459,1,2131.823032
-158.07675,1,2131.823403
-4972.978102,153,2131.875521
-154.855981,1,2131.876015
-136.964727,1,2131.876398
-6861.991666,179,2131.936175
-157.265259,1,2131.93681
-5411.611108,222,2132.009727
-148.891676,1,2132.010217
-2596.880945,219,2132.078485
-3076.562361,120,2132.121741
-144.529521,1,2132.1222
-1333.474807,39,2132.134777
-9563.665693,310,2132.231186
-2975.349196,199,2132.29499
-13213.030546,217,2132.363003
-156.578182,1,2132.363437
-148.129073,1,2132.363802
-156.651829,1,2132.364598
-136.218305,1,2132.365066
-159.59731,1,2132.365462
-5770.617276,125,2133.14655
-153.188689,1,2133.146998
-9159.383637,286,2133.233112
-4097.467714,277,2133.314806
-146.471931,1,2133.315245
-2407.520566,212,2133.376797
-7116.416915,244,2133.451871
-142.085063,1,2133.452323
-6269.802997,192,2133.508486
-139.819314,1,2133.508953
-1562.308711,147,2133.553644
-6328.253878,263,2133.631324
-160.141518,1,2133.631767
-5447.458914,234,2133.699924
-153.771132,1,2133.700355
-142.958801,1,2133.700711
-140.462869,1,2133.701063
-149.631219,1,2133.701414
-149.878099,1,2133.701763
-156.050762,1,2133.702112
-142.441988,1,2133.702475
-162.089398,1,2133.702829
-148.268094,1,2133.703177
-138.219723,1,2133.703522
-7295.833979,207,2134.532155
-5408.295046,178,2134.587189
-161.830929,1,2134.587638
-152.944828,1,2134.588044
-141.160787,1,2134.588617
-164.747105,1,2134.589004
-13176.336224,245,2134.660825
-143.819722,1,2134.661273
-147.102595,1,2134.661641
-162.072629,1,2134.661993
-10893.610253,211,2134.725165
-7869.572601,316,2134.818637
-148.78037,1,2134.819078
-166.599918,1,2134.819447
-148.226845,1,2134.819804
-3556.358273,211,2134.881106
-142.734149,1,2134.881531
-5981.237994,242,2134.954146
-1509.570998,191,2135.011141
-3697.025015,125,2135.381775
-141.537407,1,2135.382217
-153.528867,1,2135.38259
-158.863287,1,2135.382964
-150.577135,1,2135.383331
-8389.279096,165,2135.435342
-140.597855,1,2135.435858
-2658.120896,213,2136.25495
-3644.699267,110,2136.289003
-1871.430134,136,2136.328841
-152.344113,1,2136.329305
-149.623924,1,2136.329672
-144.122301,1,2136.330032
-3400.899348,204,2136.390378
-3364.710836,256,2136.466074
-146.759952,1,2136.466521
-4200.880848,83,2136.492841
-137.52008,1,2136.493291
-11363.340682,276,2136.574465
-159.209168,1,2136.574921
-149.457644,1,2136.575293
-138.696056,1,2136.575656
-5384.299826,262,2136.653625
-3838.088186,203,2136.714398
-152.783416,1,2136.714834
-143.558624,1,2136.7152
-145.52231,1,2136.715573
-149.206506,1,2136.715934
-11233.854369,216,2136.780214
-2070.461315,47,2136.797949
-6617.916837,323,2137.72502
-167.216229,1,2137.725494
-5172.528246,178,2137.78289
-154.905696,1,2137.783342
-7194.191938,292,2137.872661
-145.094101,1,2137.873305
-3802.001933,186,2137.928544
-136.789151,1,2137.929085
-2018.80391,91,2137.95776
-7939.431864,264,2138.034899
-128.645022,1,2138.035331
-4226.669696,228,2138.102862
-2506.371797,81,2138.126337
-6958.727307,228,2138.194112
-162.926247,1,2138.19456
-162.350256,1,2138.194924
-133.864458,1,2138.195285
-139.636488,1,2138.195641
-153.297512,1,2138.195994
-158.049983,1,2138.196355
-3846.267755,147,2138.23879
-4236.395235,297,2139.154708
-151.278943,1,2139.155215
-147.015917,1,2139.155621
-2748.341284,122,2139.194937
-163.11625,1,2139.195417
-12287.915313,410,2139.324833
-134.985184,1,2139.325292
-153.723653,1,2139.325673
-13540.479229,415,2139.454076
-137.273091,1,2139.454516
-145.71158,1,2139.454887
-161.432131,1,2139.455254
-141.287715,1,2139.455613
-159.550301,1,2139.455972
-2975.088962,204,2139.516599
-142.203796,1,2139.517068
-141.535025,1,2139.51745
-9035.21366,333,2139.635788
-139.748771,1,2139.636242
-150.284916,1,2139.636606
-1759.269611,34,2139.647093
-132.345483,1,2139.647544
-143.751784,1,2139.647944
-159.642847,1,2139.64845
-11904.744082,350,2140.520683
-1439.49535,39,2140.533291
-137.998697,1,2140.53374
-4207.347391,233,2140.603983
-2124.940533,155,2140.649113
-145.63784,1,2140.649558
-764.720734,22,2140.655932
-161.457857,1,2140.656296
-2581.987985,75,2140.67806
-162.552788,1,2140.678469
-3674.052791,136,2140.719781
-156.782851,1,2140.720217
-5057.510527,139,2140.760295
-2303.211063,54,2140.776081
-157.931611,1,2140.776485
-10945.445523,413,2140.904508
-5375.830475,275,2140.989274
-158.518052,1,2140.989743
-140.276184,1,2140.990116
-3213.858544,199,2141.051847
-135.511068,1,2141.052319
-136.169235,1,2141.052682
-144.499296,1,2141.053032
-155.731641,1,2141.053398
-149.048167,1,2141.053755
-4367.801333,93,2141.080741
-160.123058,1,2141.081165
-5570.118501,125,2141.119183
-158.361537,1,2141.119616
-150.836827,1,2141.119983
-156.499562,1,2141.120341
-6361.809991,303,2141.95934
-161.997608,1,2141.959787
-149.245495,1,2141.960153
-137.564548,1,2141.960514
-149.253326,1,2141.960874
-995.988893,177,2142.013863
-131.723556,1,2142.014322
-130.562093,1,2142.014692
-131.84639,1,2142.015062
-6337.585787,257,2142.09164
