#{"t_start": 1764787575.285813, "env_id": "None"}
r,l,t,success
-36.420164,258,0.845477,False
-43.106916,266,1.008033,False
-39.689453,257,1.166731,False
-37.46071,275,1.330825,False
-31.431219,281,1.495878,False
-40.689227,299,1.673844,False
-38.358537,315,1.866847,False
-38.566573,306,4.082352,False
-37.365935,322,4.277679,False
-39.006876,327,4.472295,False
-37.31101,365,4.694626,False
-40.327665,313,4.878618,False
-41.360712,242,5.028513,False
-38.179328,296,7.24446,False
-40.165162,246,7.395257,False
-40.456169,271,7.563683,False
-36.843535,259,7.712407,False
-42.395108,241,7.848546,False
-39.905424,331,8.033306,False
-37.558824,261,8.19058,False
-42.411052,273,8.354296,False
-34.58965,279,10.424234,False
-36.04739,287,10.597272,False
-36.195029,246,10.738962,False
-37.904288,264,10.900982,False
-39.750232,260,11.054614,False
-35.156354,339,11.263104,False
-37.828805,274,11.42537,False
-33.965357,283,13.527183,False
-37.510702,308,13.717228,False
-39.85155,248,13.865656,False
-37.786422,252,14.011525,False
-36.912145,287,14.183227,False
-35.802318,289,14.367928,False
-30.182732,277,14.538334,False
-29.617753,301,14.720235,False
-40.50776,250,16.783803,False
-40.469342,275,16.945847,False
-38.360672,264,17.109938,False
-32.706305,281,17.276131,False
-40.591921,244,17.42122,False
-37.573309,280,17.590785,False
-35.717278,331,17.790001,False
-33.97722,306,19.886295,False
-34.417214,307,20.1173,False
-40.562011,270,20.29048,False
-38.18515,317,20.484032,False
-37.662737,327,20.689564,False
-34.74397,279,20.855987,False
-40.881409,249,21.008205,False
-34.823383,354,23.157242,False
-36.036823,279,23.32573,False
-42.217012,250,23.479913,False
-42.496143,249,23.627045,False
-37.749085,313,23.813891,False
-39.26285,282,23.984785,False
-33.23662,295,24.162374,False
-35.380227,327,26.280001,False
-41.00338,271,26.44192,False
-26.249605,312,26.638622,False
-39.063724,281,26.818458,False
-43.368142,257,26.9685,False
-34.793468,290,27.148287,False
-45.891123,238,27.280317,False
-24.453281,305,29.379301,False
-29.838154,306,29.562387,False
-33.818628,294,29.738539,False
-39.638898,253,29.889379,False
-32.297517,313,30.076451,False
-39.719356,259,30.232897,False
-39.10822,247,30.382528,False
-44.92991,242,30.527363,False
-39.667193,261,32.614836,False
-34.54048,302,32.79687,False
-41.220537,253,32.958784,False
-41.526344,252,33.112911,False
-41.080524,247,33.258856,False
-34.753134,298,33.441801,False
-33.114479,280,33.609656,False
-31.892913,298,35.771752,False
-41.615695,247,35.986688,False
-29.877331,291,36.234304,False
-36.007643,266,36.459862,False
-28.624807,313,36.673667,False
-26.690388,294,36.851823,False
-39.898629,253,37.020673,False
-30.445802,276,37.198549,False
-14.805985,321,39.438833,False
-23.726446,304,39.618602,False
-40.084882,250,39.773535,False
-22.879528,325,39.964573,False
-31.640474,292,40.133595,False
-37.054852,263,40.283033,False
-31.753802,284,40.447892,False
-26.077643,293,42.533301,False
-32.520554,260,42.690042,False
-35.987739,257,42.855711,False
-19.256043,300,43.048176,False
-22.270669,308,43.257723,False
-24.448368,300,43.435834,False
-34.95586,257,43.594851,False
-21.197778,306,45.61668,False
-28.8811,286,45.781008,False
-31.168944,271,45.932365,False
-17.060201,306,46.107209,False
-29.493491,279,46.264447,False
-23.329011,282,46.421715,False
-30.424439,264,46.573819,False
-24.889642,304,48.580435,False
-15.935477,305,48.760139,False
-20.804155,292,48.928637,False
-20.820098,289,49.092778,False
-27.102661,274,49.247983,False
-11.374532,316,49.435152,False
-15.529695,298,49.607206,False
-18.471625,292,51.609362,False
-12.818818,298,51.779324,False
-12.664512,303,51.948134,False
-22.856414,276,52.106362,False
-19.20526,295,52.317384,False
-18.845399,289,52.490762,False
-11.00084,308,52.663683,False
-19.192012,291,54.759432,False
-11.579399,299,54.959498,False
-13.359151,296,55.144084,False
-5.275497,307,55.327886,False
-19.664627,291,55.504053,False
-14.754549,300,55.688198,False
-10.553411,303,55.867045,False
-7.398938,302,58.151653,False
-12.849875,298,58.340899,False
-8.046075,302,58.519205,False
-7.583034,303,58.694873,False
-9.562005,303,58.880655,False
-7.026435,303,59.082795,False
-6.040791,308,59.287824,False
-8.695152,300,61.456711,False
-9.740355,311,61.656557,False
-12.750099,293,61.84897,False
-6.782096,303,62.039157,False
-10.316796,304,62.231442,False
-17.588002,292,62.416536,False
-4.50365,301,64.644943,False
-24.150297,277,64.821089,False
-10.174012,299,65.009651,False
-17.025848,290,65.194971,False
-8.815081,300,65.419883,False
-8.487889,305,65.670562,False
-10.489285,294,66.007042,False
-16.276647,290,68.495285,False
-12.106577,296,68.726249,False
-8.880411,303,68.934395,False
-5.84813,306,69.164063,False
-4.065146,303,69.36055,False
-14.199229,292,69.588948,False
-6.504209,297,69.830432,False
-5.209276,304,72.286693,False
-3.80718,303,72.487533,False
-2.010759,306,72.778145,False
-3.675084,308,73.06749,False
-9.340663,303,73.312943,False
-3.109844,306,73.52105,False
-3.39043,303,73.718049,False
-4.643919,307,76.03337,False
-5.06765,297,76.230262,False
0.506195,303,76.42558,False
-0.246371,306,76.62661,False
5.016163,308,76.835889,False
0.001035,308,77.050653,False
-10.052727,298,77.246627,False
-4.448125,304,79.649518,False
-5.892143,304,79.951979,False
-3.472672,301,80.162608,False
-2.692404,308,80.367821,False
0.360207,306,80.567806,False
-0.521659,307,80.76424,False
-6.818132,305,82.933343,False
-4.707217,305,83.135354,False
4.93553,309,83.342154,False
2.181432,308,83.539324,False
-0.864407,304,83.732177,False
-5.192709,305,83.924245,False
-2.312051,300,84.11208,False
3.199659,308,86.301648,False
2.340362,307,86.511386,False
1.962324,307,86.716426,False
-3.852033,299,86.919773,False
-3.000619,301,87.133302,False
2.207223,307,87.345996,False
4.812461,307,87.550168,False
-1.730019,297,90.116128,False
4.518659,309,90.331917,False
0.73293,301,90.544665,False
5.073638,308,90.758962,False
6.608831,308,90.977301,False
0.432802,304,91.182334,False
1.248796,306,91.39043,False
2.776905,309,93.860029,False
1.268264,303,94.079636,False
4.711969,307,94.292364,False
0.982567,304,94.509529,False
3.172552,307,94.735575,False
-1.625208,301,94.939975,False
6.164162,307,97.15516,False
3.594277,304,97.394419,False
-0.350072,306,97.631693,False
4.659155,306,97.843339,False
9.756795,309,98.05492,False
-5.206449,296,98.252737,False
4.987301,309,98.467149,False
3.771404,304,100.68837,False
6.708653,307,100.906138,False
2.124033,304,101.113387,False
3.072189,306,101.395041,False
7.343181,310,101.662369,False
0.255896,304,101.883376,False
3.128578,307,102.095052,False
0.964339,307,104.447676,False
-1.598906,300,104.665206,False
2.625547,306,104.879471,False
6.88049,308,105.095074,False
-0.261782,306,105.326336,False
2.314224,308,105.706324,False
5.197906,308,108.359613,False
5.935941,307,108.608421,False
10.019913,310,108.820601,False
3.595205,307,109.021798,False
6.04048,308,109.223733,False
-6.765299,295,109.415028,False
0.129568,302,109.615765,False
7.404914,308,111.852141,False
5.588169,307,112.069761,False
4.435502,305,112.291774,False
9.336704,309,112.500415,False
8.096869,309,112.699274,False
7.407914,308,112.892806,False
9.584734,309,113.108352,False
7.581698,308,115.730551,False
3.002642,306,116.06579,False
6.093023,308,116.325555,False
10.355529,309,116.548737,False
-3.302099,298,116.796527,False
5.850347,308,117.089494,False
7.433877,309,119.546059,False
11.172639,310,119.774384,False
9.966764,309,120.066002,False
7.823553,308,120.373547,False
7.319717,307,120.62905,False
9.781199,309,120.85293,False
1.640843,302,121.074775,False
-1.277222,299,123.654342,False
8.157304,308,123.864381,False
5.773923,307,124.08114,False
12.945227,310,124.291778,False
6.709001,307,124.51775,False
12.474108,309,124.770802,False
11.235982,310,124.983644,False
7.013229,307,127.526542,False
13.002286,311,127.750931,False
2.887723,303,127.959976,False
11.220674,310,128.176968,False
9.944644,309,128.393286,False
12.582384,310,128.612973,False
10.314474,309,130.967112,False
13.698887,309,131.206361,False
9.675595,309,131.43274,False
9.990243,309,131.652682,False
11.676822,310,131.963842,False
9.990195,309,132.24272,False
9.762159,309,132.46261,False
4.01718,305,135.002067,False
10.330486,309,135.229508,False
9.972718,309,135.453901,False
11.570228,310,135.666359,False
9.360588,308,135.930879,False
11.842547,310,136.160318,False
10.908598,309,136.383822,False
9.656153,309,138.911847,False
11.45776,310,139.138304,False
12.324946,310,139.353401,False
10.118175,309,139.575189,False
13.370041,310,139.789356,False
12.051672,309,140.013482,False
5.024885,304,142.302564,False
11.607045,309,142.60943,False
9.885457,309,142.896819,False
13.064719,310,143.132094,False
8.657614,308,143.354521,False
6.078888,306,143.569234,False
13.192671,310,143.78774,False
7.83408,307,146.344051,False
9.544334,308,146.571751,False
13.331519,310,146.793597,False
10.355847,309,147.008647,False
14.141004,311,147.227023,False
8.824042,307,147.447091,False
13.374825,311,147.686657,False
14.180867,311,149.972907,False
15.68695,310,150.210234,False
11.977411,310,150.458534,False
14.563098,309,150.708764,False
11.778148,310,150.969503,False
11.906388,310,151.285834,False
11.740656,310,153.653256,False
7.268759,305,153.870598,False
12.009017,310,154.088164,False
11.831091,310,154.311238,False
13.029937,311,154.543784,False
9.100134,308,154.78031,False
13.145621,310,155.007085,False
13.693686,310,157.436072,False
11.582863,310,157.653677,False
13.052806,310,157.894541,False
12.729431,311,158.19504,False
11.843241,310,158.49159,False
12.046097,310,158.751689,False
12.300467,311,161.241666,False
11.894296,310,161.473862,False
-12.100223,282,161.715481,False
11.931905,310,161.957984,False
14.90015,309,162.20389,False
13.056068,311,162.511453,False
12.526872,311,162.87035,False
13.771797,311,165.379533,False
11.675398,310,165.604912,False
12.267854,311,165.832315,False
11.768643,310,166.068131,False
11.720773,311,166.286002,False
12.402345,311,166.520264,False
12.430515,310,166.759063,False
15.846938,311,169.212953,False
12.748684,311,169.444917,False
10.747803,309,169.736953,False
2.353529,302,170.026463,False
11.546428,310,170.351961,False
12.079564,310,170.593578,False
15.900617,311,173.233662,False
12.370279,311,173.498173,False
13.114603,312,173.798939,False
12.740956,311,174.062292,False
12.74713,311,174.294839,False
11.751138,310,174.520159,False
12.722907,311,174.741944,False
13.742456,311,177.365814,False
12.58232,310,177.665714,False
12.050996,312,177.924741,False
12.755383,311,178.148868,False
8.47034,307,178.411538,False
12.46337,311,178.728161,False
11.975444,310,181.347077,False
11.353224,309,181.581638,False
12.290129,311,181.873442,False
13.38812,311,182.182522,False
12.670829,312,182.509181,False
15.329543,311,182.740896,False
12.494409,311,182.9707,False
13.013449,311,185.606646,False
11.746069,311,185.83579,False
12.196815,312,186.06624,False
11.554201,311,186.284161,False
13.400568,310,186.506235,False
13.031978,311,186.742787,False
13.098395,311,186.970289,False
12.970251,311,189.601296,False
12.992872,311,189.82365,False
13.114673,310,190.026885,False
14.972539,308,190.222113,False
12.566394,312,190.424171,False
11.663323,311,190.621915,False
11.934949,311,192.821324,False
11.931008,312,193.037283,False
12.411966,311,193.249806,False
12.0213,311,193.54099,False
3.238499,304,193.777758,False
13.247895,312,193.98513,False
12.177084,312,194.193377,False
11.636654,311,196.464982,False
11.43444,311,196.674364,False
14.611997,311,196.885171,False
6.631412,306,197.091446,False
12.009129,311,197.318007,False
13.739413,312,197.587447,False
14.036356,311,199.989638,False
13.009413,311,200.2666,False
12.234492,311,200.552134,False
13.263574,312,200.852775,False
14.760615,311,201.099704,False
11.81244,312,201.34177,False
11.883835,311,201.580754,False
15.977636,310,204.4486,False
10.512997,312,204.707018,False
12.92779,311,204.982442,False
12.861316,312,205.198514,False
12.329105,311,205.478269,False
14.701313,311,205.740093,False
15.168942,311,206.035085,False
15.667313,310,208.643457,False
12.866272,311,208.88436,False
13.024715,312,209.14029,False
11.85675,311,209.372681,False
12.254034,311,209.603846,False
11.814497,311,209.829725,False
14.124518,311,212.40808,False
14.013644,311,212.62818,False
12.035618,310,212.837131,False
12.259542,312,213.059299,False
16.369492,311,213.293622,False
12.913901,311,213.552414,False
11.528255,311,213.893946,False
11.599782,311,216.541411,False
11.704153,312,216.94668,False
12.127963,312,217.299256,False
12.847604,312,217.563135,False
15.117441,311,217.849818,False
14.710204,311,218.099571,False
11.913042,312,220.677742,False
11.827585,311,220.939267,False
12.685901,312,221.224865,False
12.121096,311,221.554387,False
11.669788,312,221.862576,False
13.437549,312,222.102219,False
11.245368,312,222.341738,False
15.176382,311,224.880661,False
12.43207,311,225.099343,False
12.060663,312,225.32428,False
11.717717,310,225.578538,False
11.808494,311,225.865503,False
13.811066,312,226.108831,False
12.831226,311,228.675115,False
14.673372,311,228.890929,False
12.533672,310,229.1116,False
11.459241,311,229.3213,False
11.558592,311,229.523583,False
16.031115,310,229.722109,False
13.180957,311,229.924136,False
11.616645,311,232.557281,False
12.434713,312,232.856443,False
12.383072,311,233.130202,False
12.146831,312,233.350948,False
12.047076,311,233.578902,False
17.081726,311,233.869734,False
13.031406,311,234.11786,False
11.152252,309,236.859025,False
11.918582,311,237.076583,False
12.263484,312,237.278744,False
11.829284,312,237.476766,False
11.582498,312,237.703001,False
12.005827,312,237.947267,False
13.603659,311,240.423829,False
12.745988,312,240.643581,False
12.160854,311,240.867054,False
17.883443,311,241.09027,False
11.519823,312,241.303208,False
12.770314,312,241.527207,False
13.325655,311,241.737021,False
11.934821,312,244.262596,False
13.558732,311,244.519577,False
15.619686,311,244.761483,False
13.139642,312,244.992978,False
16.022818,311,245.260838,False
13.395738,312,245.56953,False
14.360665,312,248.16219,False
10.983127,312,248.400471,False
12.229105,312,248.655338,False
12.955996,311,249.068434,False
16.145153,311,249.443897,False
16.036244,311,249.696379,False
11.266633,312,249.901655,False
16.362462,311,252.372679,False
14.04873,312,252.588407,False
11.364525,312,252.801015,False
18.340645,311,253.023118,False
11.859487,311,253.26595,False
12.240992,312,253.514445,False
12.572197,311,253.74905,False
10.942732,312,256.442688,False
12.502773,312,256.666779,False
11.341927,311,256.890098,False
14.565025,311,257.136987,False
10.074071,312,257.412416,False
16.175195,312,257.755462,False
12.161434,311,260.286254,False
11.516762,312,260.503195,False
11.713055,312,260.717664,False
15.514512,311,260.939135,False
16.10764,311,261.160056,False
15.975252,311,261.383182,False
11.67819,312,261.602314,False
16.919755,311,264.29495,False
12.673403,312,264.512934,False
-5.737478,300,264.727787,False
16.201131,311,264.944398,False
17.170574,311,265.162852,False
11.795753,312,265.385666,False
16.808192,311,267.668438,False
11.430269,312,267.881979,False
15.936743,311,268.09595,False
14.273365,311,268.303193,False
12.516886,312,268.518103,False
17.417377,312,268.730993,False
11.250103,312,268.950549,False
17.785766,311,271.244305,False
12.380127,312,271.45191,False
11.968155,311,271.652758,False
12.348982,312,271.857667,False
10.231171,312,272.075812,False
11.599818,312,272.284056,False
15.425648,311,274.976455,False
12.535847,312,275.192768,False
17.325418,311,275.395562,False
12.649714,312,275.609995,False
17.553164,311,275.824569,False
17.473225,311,276.037908,False
16.982664,311,276.320133,False
15.257976,312,279.082262,False
16.9223,311,279.298657,False
17.206729,311,279.515886,False
11.48311,312,279.733231,False
11.673019,312,279.946339,False
14.000691,312,280.151277,False
10.458008,312,280.360786,False
11.646109,312,282.591475,False
17.835622,312,282.792023,False
16.13547,311,282.993899,False
15.91388,311,283.195292,False
16.176358,312,283.406049,False
13.452007,312,283.614556,False
16.242362,311,285.849236,False
-8.991316,297,286.043919,False
12.607324,310,286.240599,False
11.906736,311,286.460218,False
12.236703,312,286.677785,False
12.041569,312,286.892004,False
15.850922,311,287.107469,False
17.960657,309,290.251014,False
12.511623,312,290.506482,False
17.07693,312,290.755505,False
-2.677646,302,290.975247,False
15.822444,311,291.218354,False
16.106609,311,291.462186,False
16.668429,311,294.965215,False
15.808363,311,295.276734,False
16.38123,311,295.594756,False
11.714353,312,295.882068,False
16.704658,311,296.155982,False
-7.480332,300,296.429877,False
16.966995,311,296.707038,False
15.799663,311,300.050901,False
12.278562,311,300.322954,False
16.353345,311,300.566634,False
17.176702,312,300.825846,False
12.861968,312,301.094386,False
12.651135,311,301.425441,False
12.660615,311,301.654538,False
15.961303,311,304.167316,False
15.962027,311,304.482431,False
17.248614,311,304.86158,False
12.327943,311,305.093068,False
16.48455,311,305.301597,False
13.61913,312,305.537638,False
12.318209,312,308.536967,False
