#{"t_start": 1764787575.28581, "env_id": "None"}
r,l,t,success
-38.572166,295,0.868096,False
-31.372855,342,1.076024,False
-34.829699,304,1.259825,False
-38.118554,299,1.438318,False
-39.9166,251,1.590241,False
-36.29349,280,1.756551,False
-37.091808,282,3.950059,False
-42.336039,254,4.112569,False
-39.892437,275,4.279573,False
-37.931165,339,4.480783,False
-32.536935,270,4.645151,False
-40.529318,276,4.808803,False
-37.67887,342,5.017278,False
-36.776428,308,7.241284,False
-41.500602,262,7.402972,False
-39.362487,253,7.559427,False
-37.136965,255,7.706317,False
-39.033646,245,7.844713,False
-40.733292,266,7.99367,False
-37.077989,246,8.13436,False
-39.566011,252,8.288609,False
-42.220474,240,8.430045,False
-37.29823,307,10.520842,False
-29.969874,281,10.68642,False
-40.172019,278,10.852734,False
-35.582932,246,11.000123,False
-40.214601,261,11.157662,False
-35.808127,255,11.313193,False
-33.979372,333,11.512966,False
-31.171233,290,13.619598,False
-36.401961,285,13.789528,False
-35.251188,315,13.980629,False
-42.609828,262,14.133362,False
-36.022817,258,14.291502,False
-39.546112,258,14.456242,False
-39.832653,263,14.616315,False
-40.665053,252,16.680818,False
-42.231084,244,16.827763,False
-43.017493,245,16.974257,False
-40.218195,256,17.131099,False
-40.960374,276,17.297608,False
-20.520207,360,17.511554,False
-42.612141,247,17.660188,False
-38.142664,310,17.846125,False
-40.187366,257,19.913804,False
-42.359979,263,20.118656,False
-39.42139,253,20.278923,False
-37.715316,271,20.445681,False
-43.022393,255,20.608642,False
-40.614398,267,20.768985,False
-41.407592,261,20.928379,False
-42.368091,248,21.077061,False
-39.89318,246,23.161197,False
-37.437644,276,23.328262,False
-31.143936,302,23.514444,False
-33.85784,317,23.703459,False
-38.788702,282,23.867866,False
-44.013654,263,24.027032,False
-38.859477,256,24.184957,False
-37.737473,248,26.253334,False
-41.84631,246,26.399308,False
-43.937555,251,26.558034,False
-40.0277,282,26.736442,False
-42.440311,237,26.878764,False
-30.691478,299,27.06624,False
-39.165241,251,27.209418,False
-36.268593,277,27.363461,False
-40.126079,255,29.439536,False
-27.925182,329,29.636907,False
-22.170617,312,29.824627,False
-29.365426,292,29.998,False
-22.826256,325,30.191092,False
-36.491198,282,30.363973,False
-36.041697,275,30.528106,False
-33.749299,291,32.633452,False
-36.491169,264,32.792567,False
-35.383709,290,32.977202,False
-41.868553,262,33.137447,False
-28.554047,304,33.319826,False
-35.351977,279,33.486033,False
-42.127415,250,33.641104,False
-25.7805,306,35.850131,False
-38.674545,261,36.041588,False
-23.793195,301,36.286718,False
-28.228096,287,36.535517,False
-33.122563,281,36.714584,False
-16.932963,321,36.911053,False
-40.632936,250,37.076154,False
-37.113413,289,39.317547,False
-18.803021,312,39.492869,False
-25.248314,298,39.675363,False
-32.896033,279,39.845677,False
-37.633705,262,39.998121,False
-36.146234,265,40.15364,False
-31.472051,273,40.305472,False
-28.405074,300,40.480084,False
-28.78349,282,42.559715,False
-34.858803,263,42.716799,False
-20.410955,292,42.904877,False
-25.476951,293,43.112833,False
-24.047207,313,43.305184,False
-21.632739,293,43.485353,False
-31.624709,263,43.643331,False
-9.445694,317,45.671046,False
-14.336303,319,45.850844,False
-21.025125,291,46.015905,False
-20.840369,295,46.182851,False
-13.805682,306,46.353825,False
-19.170363,322,46.535331,False
-20.536619,294,48.534118,False
-12.582569,304,48.720352,False
-19.128555,294,48.884385,False
-24.227709,291,49.053226,False
-10.299947,306,49.225914,False
-11.748231,303,49.403727,False
-20.550309,288,49.571436,False
-11.439218,295,51.576057,False
-18.785577,295,51.743685,False
-18.047781,298,51.91089,False
-20.106673,279,52.068512,False
-12.263606,303,52.276408,False
-11.258079,307,52.467372,False
-29.874684,268,52.62067,False
-17.692704,299,54.702659,False
-16.040975,293,54.912626,False
-9.919944,305,55.102466,False
-15.289279,297,55.282663,False
-20.036545,286,55.449368,False
-14.560264,292,55.633109,False
-10.601375,305,55.816824,False
-23.978634,276,58.059867,False
-13.624306,298,58.269668,False
-27.562727,268,58.43409,False
-6.820847,310,58.613116,False
-11.00119,303,58.78999,False
-7.016682,307,58.991375,False
-23.129853,283,59.179721,False
-9.653957,307,61.360005,False
-7.50645,304,61.552901,False
