time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/clip_range,train/clip_fraction,train/loss,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/std,train/learning_rate,train/value_loss
14,2074,13,28672,0.2,0.076708984375,-0.03715080767869949,130,-0.013774203936918639,0.008817195,0.7229627370834351,-4.192129845917225,0.976803719997406,0.0003,0.015345142460864736
15,2063,14,30720,0.2,0.040576171875,0.025676308199763298,140,-0.008298961513355607,0.005626901,0.9879961609840393,-4.18253264427185,0.9728819727897644,0.0003,0.003079817296929832
16,2056,15,32768,0.2,0.057177734375,0.005483515094965696,150,-0.010104704543482512,0.0059901346,0.8966461420059204,-4.159681314229966,0.9631133675575256,0.0003,0.007452191666379804
17,2048,16,34816,0.2,0.045556640625,-0.017210250720381737,160,-0.007118887093383819,0.0050853137,0.8811612129211426,-4.1524751916527745,0.9686631560325623,0.0003,0.007910169802016753
18,2035,18,36864,0.2,0.057861328125,-0.041561249643564224,170,-0.014179456995043438,0.006005113,0.9359966516494751,-4.164166533946991,0.972141444683075,0.0003,0.010539113594131778
19,2022,19,38912,0.2,0.073876953125,-0.037860769778490067,180,-0.009457674132136162,0.007576374,0.9854809641838074,-4.161831627786159,0.9668112397193909,0.0003,0.010511064975071349
20,2025,20,40960,0.2,0.062890625,-0.03957146406173706,190,-0.011772479993669548,0.008427926,0.9731128811836243,-4.1532077431678776,0.9642302989959717,0.0003,0.002993530669300526
21,2030,21,43008,0.2,0.079443359375,-0.008758539333939552,200,-0.010693535118480212,0.007797983,0.8029434680938721,-4.158641298115254,0.9714078903198242,0.0003,0.0028860305437774514
22,2033,22,45056,0.2,0.08984375,-0.04800119251012802,210,-0.01661232960759662,0.008442851,0.9423761963844299,-4.175110566616058,0.9736742973327637,0.0003,0.046522682529030135
23,2032,23,47104,0.2,0.063525390625,-0.01882476732134819,220,-0.015382008528104053,0.0064489814,0.8196604251861572,-4.17791324108839,0.9738306403160095,0.0003,0.012962292753945804
24,2031,24,49152,0.2,0.08017578125,-0.00804408360272646,230,-0.01674887495173607,0.0086847115,0.8521571159362793,-4.18143076300621,0.9755575060844421,0.0003,0.014167090595583432
25,2028,25,51200,0.2,0.0900390625,0.006026257295161486,240,-0.01094389455683995,0.009788165,0.8926165699958801,-4.175762142241001,0.9702143669128418,0.0003,0.013906310006859712
26,2023,26,53248,0.2,0.057958984375,0.004315352998673916,250,-0.005880831871763803,0.0065382663,0.9844997525215149,-4.16667841821909,0.9707263112068176,0.0003,0.0035803603180283973
27,2014,27,55296,0.2,0.07880859375,0.02125224657356739,260,-0.011502898813341744,0.008871064,0.9378544092178345,-4.177845677733421,0.9763815999031067,0.0003,0.008184311237710063
28,2013,28,57344,0.2,0.05927734375,-0.01372706051915884,270,-0.01154883861381677,0.008150276,0.9663608074188232,-4.185614238679409,0.9760085940361023,0.0003,0.008926418531154922
29,2014,29,59392,0.2,0.0751953125,0.008821459487080574,280,-0.01131618055223953,0.007088098,0.9874475598335266,-4.175635562837124,0.97259920835495,0.0003,0.005998780399022507
30,2014,30,61440,0.2,0.061962890625,-0.04529649764299393,290,-0.011216442707518582,0.007415883,0.978422224521637,-4.192081668972969,0.9835570454597473,0.0003,0.016425041865295496
31,2012,31,63488,0.2,0.074658203125,-0.04210028052330017,300,-0.012579500871652272,0.0077217002,0.9841355085372925,-4.196183268725872,0.9753003716468811,0.0003,0.009930562711815583
32,2003,32,65536,0.2,0.0361328125,0.007634889800101519,310,-0.007280287264438812,0.0064437743,0.9976053833961487,-4.160754351317882,0.9625137448310852,0.0003,0.0054592314291767256
33,1997,33,67584,0.2,0.071337890625,-0.034373294562101364,320,-0.011408344883238896,0.009023347,0.9765803813934326,-4.151595625281334,0.9699713587760925,0.0003,0.0036075799425361764
34,1996,34,69632,0.2,0.076123046875,-0.02010156959295273,330,-0.012084072653669864,0.008433137,0.9933745861053467,-4.153730295598507,0.9634169936180115,0.0003,0.003899849940353306
35,1992,35,71680,0.2,0.086962890625,-0.013932318426668644,340,-0.01246649303502636,0.009361548,0.9942644834518433,-4.14461414963007,0.9631261825561523,0.0003,0.002495828026894742
36,1993,36,73728,0.2,0.0521484375,-0.03245096653699875,350,-0.012097071440075524,0.007708992,0.6484994888305664,-4.153087963163853,0.967557430267334,0.0003,0.43435688769386616
37,1994,37,75776,0.2,0.0857421875,-0.030394304543733597,360,-0.009056923606840428,0.008620408,0.9962702989578247,-4.121247737109661,0.9489231109619141,0.0003,0.006684198076254688
38,1997,38,77824,0.2,0.07373046875,0.0006254478357732296,370,-0.0073476261939504186,0.0072529903,0.9937121272087097,-4.097139085829258,0.9474833607673645,0.0003,0.013145946873555659
39,1997,39,79872,0.2,0.056396484375,0.0002236918662674725,380,-0.0033880869901622645,0.0054352814,0.99918133020401,-4.103551602363586,0.9532784819602966,0.0003,0.0013865014633893224
40,1997,41,81920,0.2,0.088818359375,0.008200184442102909,390,-0.003975670688669197,0.007576462,0.9986411333084106,-4.125374029576778,0.9589071273803711,0.0003,0.0011186287457803702
41,1993,42,83968,0.2,0.144189453125,-0.005078435409814119,400,-0.008875944618921494,0.010642052,0.9985743761062622,-4.123226352035999,0.9550805687904358,0.0003,0.001447866086095928
42,1990,43,86016,0.2,0.09658203125,0.0035081100650131702,410,-0.00816916825424414,0.008409262,0.9959120750427246,-4.116589814424515,0.9529170989990234,0.0003,0.0036426891545488617
43,1990,44,88064,0.2,0.125,0.0024741999804973602,420,-0.010558551870053634,0.011984071,0.9960079789161682,-4.139263112843037,0.9699225425720215,0.0003,0.0018962379329423129
44,1988,45,90112,0.2,0.06611328125,-0.014859074726700783,430,-0.005649952247040346,0.006634053,0.996517539024353,-4.157294917106628,0.9672679901123047,0.0003,0.0022906723389041874
45,1987,46,92160,0.2,0.122314453125,-0.0038798090536147356,440,-0.010791216883808375,0.010665478,0.9985940456390381,-4.13603596240282,0.9554327130317688,0.0003,0.0014771729259564382
46,1980,47,94208,0.2,0.048388671875,-0.005095997825264931,450,-0.00539174356526928,0.006754914,0.9973167777061462,-4.098075371980667,0.9429528713226318,0.0003,0.0024856268195435406
47,1981,48,96256,0.2,0.0650390625,0.003338582580909133,460,-0.006626125263574067,0.006872859,0.9966226816177368,-4.0803547099232675,0.9435068964958191,0.0003,0.0033308842466794886
48,1979,49,98304,0.2,0.0740234375,-0.023690614849328995,470,-0.0067030401973170225,0.0064404574,0.9986370205879211,-4.069815924763679,0.9369642734527588,0.0003,0.001114357147480405
49,1980,50,100352,0.2,0.097119140625,-0.010930638760328293,480,-0.007011886284453794,0.007880027,0.9948647618293762,-4.07137855142355,0.9436139464378357,0.0003,0.0022357599836141163
50,1980,51,102400,0.2,0.0734375,-0.0015726657584309578,490,-0.005298299519927241,0.0085927695,0.9985389113426208,-4.079073803126812,0.9421236515045166,0.0003,0.001147638595512035
51,1978,52,104448,0.2,0.099267578125,-0.012172818183898926,500,-0.0051193087667343205,0.008298861,0.9969705939292908,-4.069276992976666,0.9387840628623962,0.0003,0.0007483399455168183
52,1977,53,106496,0.2,0.115771484375,0.009318592958152294,510,-0.009584662940324052,0.0095411725,0.9954467415809631,-4.046868114173412,0.9283363223075867,0.0003,0.0007518639671388883
53,1968,55,108544,0.2,0.089404296875,-0.020482612773776054,520,-0.008088981994660571,0.009107402,0.9991908073425293,-4.043155035376548,0.9365679621696472,0.0003,0.0006230191419945186
54,1964,56,110592,0.2,0.096044921875,-0.021818384528160095,530,-0.006159286582260393,0.008736921,0.9518591165542603,-4.0604673936963085,0.9367673397064209,0.0003,0.00594854794544517
55,1960,57,112640,0.2,0.08427734375,0.0057967971079051495,540,-0.00797617996140616,0.008086128,0.9992049932479858,-4.0510054036974905,0.9320479035377502,0.0003,0.0009032843693603354
56,1959,58,114688,0.2,0.068115234375,-0.021089985966682434,550,-0.005306901308358647,0.0089306235,0.9887297749519348,-4.057464484870434,0.9387825131416321,0.0003,0.0029020840100201896
57,1961,59,116736,0.2,0.087451171875,-0.0013782861642539501,560,-0.007025079810409807,0.00944437,0.9972049593925476,-4.040975813567639,0.9224315285682678,0.0003,0.0024289639073685975
58,1963,60,118784,0.2,0.05859375,0.039237502962350845,570,-0.005594986300275195,0.004977869,0.9825308918952942,-4.033154624700546,0.933748722076416,0.0003,0.003737409983841644
59,1961,61,120832,0.2,0.05322265625,0.042973536998033524,580,-0.003597080694453325,0.0073583582,0.5587990880012512,-4.0439166784286495,0.9293151497840881,0.0003,0.12709194925555495
60,1961,62,122880,0.2,0.079248046875,-0.026248261332511902,590,-0.0065635090708383356,0.0077006957,0.9964573383331299,-4.0081429310143,0.9140802025794983,0.0003,0.0008315328147546098
61,1960,63,124928,0.2,0.033935546875,0.0011301749618723989,600,-0.0017594693534192629,0.004579099,0.9985432028770447,-3.997936188429594,0.9192624092102051,0.0003,0.0011915815764041327
62,1960,64,126976,0.2,0.091259765625,-0.01319880597293377,610,-0.006915976994787343,0.0093735345,0.9902644753456116,-4.002516847103834,0.9184779524803162,0.0003,0.0016396648711634043
63,1960,65,129024,0.2,0.09638671875,-0.002733016386628151,620,-0.008007244252803502,0.008172074,0.9959098100662231,-3.9947526432573794,0.9154596924781799,0.0003,0.0031181520547761466
64,1961,66,131072,0.2,0.071240234375,-0.012897116132080555,630,-0.0064670180247048846,0.007888783,0.9897822141647339,-3.996870532631874,0.9181719422340393,0.0003,0.001838033171952702
65,1962,67,133120,0.2,0.063134765625,0.07065816223621368,640,-0.0038760445968364365,0.0063321907,0.9376654624938965,-3.9845710091292856,0.90948885679245,0.0003,0.11050622486800421
66,1963,68,135168,0.2,0.05107421875,-0.015539170242846012,650,-0.005902175822120626,0.005922124,0.9970189929008484,-3.960386577248573,0.9031858444213867,0.0003,0.0021765236957435262
67,1964,69,137216,0.2,0.09443359375,-0.004250687081366777,660,-0.008075106392789166,0.009447027,0.9969714283943176,-3.949821441620588,0.9020342826843262,0.0003,0.001743550401442917
68,1964,70,139264,0.2,0.070068359375,0.006663485895842314,670,-0.005263190166442655,0.006829192,0.9932228922843933,-3.9590510964393615,0.9087691903114319,0.0003,0.0019521948772307951
69,1964,71,141312,0.2,0.079736328125,0.012571802362799644,680,-0.00802555339760147,0.006902987,0.9886460304260254,-3.9613601922988892,0.9051125645637512,0.0003,0.0026513174876527045
70,1965,72,143360,0.2,0.088134765625,0.0033542911987751722,690,-0.00674292585317744,0.0077183945,0.9966229200363159,-3.9466489627957344,0.8986781239509583,0.0003,0.0016980940350549644
71,1966,73,145408,0.2,0.097705078125,-0.01666949689388275,700,-0.006050901561684441,0.0074107107,0.8541311621665955,-3.9414181374013424,0.9025053977966309,0.0003,0.1805544828035636
72,1967,74,147456,0.2,0.111572265625,0.020526021718978882,710,-0.010567531250126194,0.0090105105,0.9924179911613464,-3.957215502858162,0.9071195721626282,0.0003,0.014287810301902936
73,1967,75,149504,0.2,0.078125,-0.019676290452480316,720,-0.003453967915265821,0.007259441,0.9943284392356873,-3.9574082776904107,0.9031398892402649,0.0003,0.0030673485814077138
74,1968,77,151552,0.2,0.086328125,-0.015890760347247124,730,-0.009990162189933472,0.008389223,0.9959056973457336,-3.938544964045286,0.8953797817230225,0.0003,0.0030938410908674997
75,1969,78,153600,0.2,0.081982421875,-0.03941289335489273,740,-0.008628052550193388,0.0078036212,0.9759396314620972,-3.9002682983875276,0.8817119002342224,0.0003,0.0322849962663895
76,1969,79,155648,0.2,0.088916015625,0.0024461783468723297,750,-0.0061520910516264845,0.008495739,0.9978729486465454,-3.8812636986374853,0.8839337825775146,0.0003,0.004305889269380714
77,1969,80,157696,0.2,0.0943359375,-0.02200283668935299,760,-0.007524148513039108,0.008158867,0.9969125986099243,-3.8729512959718706,0.875521183013916,0.0003,0.003213257548122783
78,1969,81,159744,0.2,0.130810546875,0.004075033124536276,770,-0.009880249916750471,0.01095272,0.9980466961860657,-3.8594991587102414,0.8751415610313416,0.0003,0.001134782878762053
79,1968,82,161792,0.2,0.0654296875,-0.0033393697813153267,780,-0.005563755119510461,0.006488842,0.9990076422691345,-3.836101121455431,0.8652022480964661,0.0003,0.0008819532738925772
80,1967,83,163840,0.2,0.111181640625,0.009475011378526688,790,-0.007062305137515068,0.0090881735,0.999158501625061,-3.817019875347614,0.8635693192481995,0.0003,0.000391452649682833
81,1967,84,165888,0.2,0.093896484375,0.01727764867246151,800,-0.007708697178895818,0.0075083436,0.9981118440628052,-3.806371720135212,0.860569179058075,0.0003,0.0017457162239225
82,1966,85,167936,0.2,0.08603515625,0.003534821793437004,810,-0.006281201756792143,0.008321374,0.99839186668396,-3.809163873642683,0.8623401522636414,0.0003,0.0012346089528364247
83,1966,86,169984,0.2,0.091943359375,-0.018255364149808884,820,-0.009554804310027976,0.0073370715,0.9982398748397827,-3.808380264788866,0.8607373833656311,0.0003,0.0008433165357018879
84,1966,87,172032,0.2,0.04912109375,-0.00921705737709999,830,-0.003310868435073644,0.0060853744,0.9990437030792236,-3.7962526597082613,0.8564615249633789,0.0003,0.0005923723645537393
85,1965,88,174080,0.2,0.091845703125,-0.02351364865899086,840,-0.007786391011904925,0.0075364863,0.9988583922386169,-3.7681260466575623,0.8450076580047607,0.0003,0.00039781706880148704
86,1963,89,176128,0.2,0.080908203125,-0.03900408372282982,850,-0.008448519220110029,0.007026909,0.9979692101478577,-3.7475022196769716,0.8451549410820007,0.0003,0.000880859901826625
87,1962,90,178176,0.2,0.06494140625,-0.007134854327887297,860,-0.0051015986435231754,0.006125645,0.9990093111991882,-3.733886732161045,0.8373059630393982,0.0003,0.00020707528908587848
88,1961,91,180224,0.2,0.06162109375,0.0028249931056052446,870,-0.004386932619672735,0.007450032,0.998784601688385,-3.7299046240746976,0.8413729667663574,0.0003,0.0003060382745957213
89,1962,92,182272,0.2,0.066162109375,-0.01999933458864689,880,-0.005810607993043959,0.008045541,0.9985687732696533,-3.73695468083024,0.8410003781318665,0.0003,0.0003810981867900409
90,1963,93,184320,0.2,0.077099609375,-0.02255016379058361,890,-0.0075185211229836565,0.007007649,0.9984906911849976,-3.7441798664629458,0.8465635180473328,0.0003,0.00040193825871028823
91,1962,94,186368,0.2,0.05576171875,-0.007157154381275177,900,-0.0015601520804921164,0.0055722306,0.9991613626480103,-3.7583748295903208,0.8492324948310852,0.0003,0.00012697646742481082
92,1963,95,188416,0.2,0.07880859375,0.0007115002372302115,910,-0.0047161537717329335,0.007323884,0.9986212849617004,-3.7753625623881817,0.8540675044059753,0.0003,0.00020133963263901933
93,1963,96,190464,0.2,0.08671875,-0.017532143741846085,920,-0.007384563828236423,0.007601033,0.998480498790741,-3.768531607836485,0.8474985957145691,0.0003,0.0002723394034660487
94,1964,97,192512,0.2,0.09580078125,0.006047563161700964,930,-0.0075235897660604675,0.0076688975,0.9989992380142212,-3.754702178388834,0.8453213572502136,0.0003,0.0001181986875394614
95,1964,99,194560,0.2,0.067138671875,0.006792148575186729,940,-0.0035943862967542373,0.005258651,0.9987393617630005,-3.723401665687561,0.8316852450370789,0.0003,0.00012014952497452214
96,1965,100,196608,0.2,0.084033203125,-0.024558469653129578,950,-0.008466796267020982,0.008374491,0.9979485869407654,-3.6867303527891635,0.8259449005126953,0.0003,0.00019858945886426228
97,1966,101,198656,0.2,0.066650390625,-0.011079596355557442,960,-0.0050933130070916375,0.0069412324,0.9980337023735046,-3.6784646838903425,0.8259954452514648,0.0003,0.00018694430527830264
98,1966,102,200704,0.2,0.082568359375,-0.0005478339153341949,970,-0.006181975020444952,0.0069237254,0.9979690313339233,-3.6739793457090855,0.8239900469779968,0.0003,0.00026251857393617685
99,1966,103,202752,0.2,0.0822265625,0.0002636337885633111,980,-0.007924463890958577,0.0075450707,0.9978991150856018,-3.671658539026976,0.8236574530601501,0.0003,0.00018030241063229368
100,1967,104,204800,0.2,0.07294921875,0.00902615301311016,990,-0.00684939476341242,0.007675414,0.9978672862052917,-3.6747863568365573,0.8255733847618103,0.0003,0.00011826315179064295
101,1967,105,206848,0.2,0.04599609375,0.00941940676420927,1000,-0.005518774621305056,0.0054114508,0.997847855091095,-3.641578736901283,0.8059583306312561,0.0003,8.533028810688847e-05
102,1967,106,208896,0.2,0.06611328125,0.02572106197476387,1010,-0.0037456804246176036,0.008501353,0.7715935111045837,-3.6085530310869216,0.8073077201843262,0.0003,0.2588089980941731
103,1966,107,210944,0.2,0.055615234375,-0.015200596302747726,1020,-0.006052930114674382,0.0053358846,0.9941481947898865,-3.6077707819640636,0.8052218556404114,0.0003,0.0024763372744928346
104,1966,108,212992,0.2,0.0861328125,-0.0033004838041961193,1030,-0.00870216045586858,0.006478982,0.9837392568588257,-3.5915860533714294,0.7985883355140686,0.0003,0.00393626566783496
105,1966,109,215040,0.2,0.0720703125,-0.019017422571778297,1040,-0.008172003827348817,0.0057300227,0.9891777038574219,-3.5588439434766768,0.7895321249961853,0.0003,0.0013488559410234301
106,1967,110,217088,0.2,0.08828125,0.0015024127205833793,1050,-0.008886218935367651,0.008525135,0.9784626364707947,-3.5330577418208122,0.7835335731506348,0.0003,0.004604045978885552
107,1967,111,219136,0.2,0.0658203125,-0.015421389602124691,1060,-0.0053905075488728475,0.0068413257,0.9948932528495789,-3.5137871019542217,0.7795150876045227,0.0003,0.0035627347704576097
108,1966,112,221184,0.2,0.069775390625,-0.006146619562059641,1070,-0.008974420056620146,0.007133132,0.9957178235054016,-3.5013408102095127,0.7768171429634094,0.0003,0.0018059819607515238
109,1967,113,223232,0.2,0.06474609375,-0.03136672079563141,1080,-0.006595128912886139,0.007084719,0.9856692552566528,-3.491993860900402,0.775084912776947,0.0003,0.0016281129616800172
110,1968,114,225280,0.2,0.118310546875,-0.009615126065909863,1090,-0.010103341500507668,0.009732779,0.9965724349021912,-3.4850401796400545,0.7730050683021545,0.0003,0.0004225745016356086
111,1969,115,227328,0.2,0.065283203125,0.0029776545707136393,1100,-0.0066859998158179225,0.006377631,0.9953799843788147,-3.468374801427126,0.766104519367218,0.0003,0.0005889126258807664
112,1969,116,229376,0.2,0.076220703125,-0.013395246118307114,1110,-0.0055373777009663176,0.0058427807,0.9958153963088989,-3.435760007053614,0.7552838325500488,0.0003,0.00033005274624429146
113,1970,117,231424,0.2,0.053857421875,0.00443310709670186,1120,-0.004802513631875627,0.005604209,0.9962809681892395,-3.3946667283773424,0.7464210391044617,0.0003,0.00023564429968132573
114,1969,118,233472,0.2,0.082666015625,-0.00249580480158329,1130,-0.005975828375085257,0.007068104,0.9937120676040649,-3.371199490875006,0.7435879707336426,0.0003,0.0008685425395015045
115,1969,119,235520,0.2,0.08642578125,-0.031977344304323196,1140,-0.00698239407793153,0.006989616,0.9929615259170532,-3.353930415958166,0.7377325892448425,0.0003,0.0002654644142126017
116,1970,120,237568,0.2,0.033935546875,-0.002576881553977728,1150,-0.0028865450323792173,0.004364801,0.9952428340911865,-3.330415914207697,0.7308772206306458,0.0003,0.00013255031605865497
117,1970,121,239616,0.2,0.06044921875,0.03161516413092613,1160,-0.006378306966507807,0.0071720374,0.994784414768219,-3.3021228797733784,0.7238631844520569,0.0003,0.00017052913671022907
118,1969,122,241664,0.2,0.05478515625,0.0024621097836643457,1170,-0.004823755190591328,0.006350397,0.9958043098449707,-3.2703601002693174,0.7162187695503235,0.0003,0.000288450633058801
119,1969,123,243712,0.2,0.087744140625,0.0019073151051998138,1180,-0.005766595753084402,0.008172549,0.9971063137054443,-3.2638459637761117,0.7200749516487122,0.0003,6.288127771654217e-05
120,1969,124,245760,0.2,0.09140625,-0.020693762227892876,1190,-0.007904554402921348,0.0073491214,0.9843547344207764,-3.2670410200953484,0.7179953455924988,0.0003,0.00031886383121673136
121,1969,125,247808,0.2,0.130322265625,-0.003940093331038952,1200,-0.009895389644952957,0.010782799,0.9879409670829773,-3.259588246047497,0.7176238894462585,0.0003,0.00021969416317233482
122,1970,126,249856,0.2,0.04794921875,0.0006083045154809952,1210,-0.003095128110726364,0.0043849424,0.22833919525146484,-3.257612591981888,0.7176616787910461,0.0003,0.28581579101737586
123,1969,127,251904,0.2,0.0767578125,-0.009377574548125267,1220,-0.008811190586129669,0.008882794,0.9046707153320312,-3.223608712106943,0.7019312381744385,0.0003,0.05665438500582241
124,1969,128,253952,0.2,0.1185546875,-0.02325460873544216,1230,-0.008385531000385527,0.010909138,0.9521220326423645,-3.194466510415077,0.7027658820152283,0.0003,0.014767047338682459
125,1969,129,256000,0.2,0.054833984375,-0.00617633480578661,1240,-0.0060286707448540255,0.0057387324,0.9744959473609924,-3.2011289581656457,0.7046865820884705,0.0003,0.008538499466521899
126,1969,131,258048,0.2,0.07109375,0.005754332058131695,1250,-0.005529409470909741,0.0073807156,0.9736024141311646,-3.1950117230415342,0.6998627781867981,0.0003,0.012372441859406535
127,1967,132,260096,0.2,0.07900390625,0.004217404872179031,1260,-0.0046896799263777215,0.0063565914,0.9896817803382874,-3.173877949267626,0.6965630054473877,0.0003,0.0038138241430715424
128,1966,133,262144,0.2,0.079052734375,-0.0013971514999866486,1270,-0.0058558173361234365,0.0071654283,0.9889616370201111,-3.1631920367479323,0.6937488913536072,0.0003,0.0035046190376306187
129,1967,134,264192,0.2,0.063623046875,-0.006108175031840801,1280,-0.007880127667158376,0.004297023,0.9915608167648315,-3.1601032435894014,0.6937417984008789,0.0003,0.0010003158253539368
130,1968,135,266240,0.2,0.070166015625,-0.020827166736125946,1290,-0.004531246214173734,0.0075238757,0.9951738119125366,-3.162194585800171,0.6946611404418945,0.0003,0.0007023788477454219
131,1967,136,268288,0.2,0.076806640625,-0.007338962517678738,1300,-0.006429260488948785,0.00842578,0.9890719652175903,-3.1569859072566033,0.6924582123756409,0.0003,0.0013772513422736666
132,1968,137,270336,0.2,0.0908203125,0.009402507916092873,1310,-0.00842406930460129,0.009072266,0.9957384467124939,-3.145035965740681,0.6908286213874817,0.0003,0.0005392876695168525
133,1968,138,272384,0.2,0.098779296875,0.00450613209977746,1320,-0.007965168052032822,0.0069675297,0.9945616126060486,-3.136916992068291,0.6872518658638,0.0003,0.0008458832091037038
134,1968,139,274432,0.2,0.078125,1.2409305782057345e-05,1330,-0.006436076086538378,0.007250064,0.9951898455619812,-3.1311273485422135,0.6880761981010437,0.0003,0.00046879893293407806
135,1968,140,276480,0.2,0.050048828125,0.0005365073448047042,1340,-0.0052094320359174166,0.0053038388,0.9953412413597107,-3.095365185290575,0.6735461354255676,0.0003,0.00033504232590075844
136,1968,141,278528,0.2,0.0669921875,-0.000235549989156425,1350,-0.0048589400204946285,0.0059767505,0.9961776733398438,-3.054071041196585,0.6685783267021179,0.0003,0.0002401291863066035
137,1968,142,280576,0.2,0.08291015625,-0.01623687893152237,1360,-0.007614537054905668,0.007039047,0.99606853723526,-3.028707946836948,0.6639279723167419,0.0003,0.0004282688928924472
138,1967,143,282624,0.2,0.07724609375,0.028578436002135277,1370,-0.007939364387129898,0.0068074013,0.9937689900398254,-2.99336329177022,0.6536754965782166,0.0003,0.0004098391857951356
139,1967,144,284672,0.2,0.088037109375,0.010516440495848656,1380,-0.008699056928162464,0.0065706903,0.9961270093917847,-2.945717649906874,0.6426045298576355,0.0003,0.00031568097683702944
140,1967,145,286720,0.2,0.09033203125,-0.034006841480731964,1390,-0.006176308628346306,0.007312365,0.9947522878646851,-2.916265545785427,0.6411532759666443,0.0003,0.00027321619638769333
141,1967,146,288768,0.2,0.070458984375,-0.011046024970710278,1400,-0.007420975336572155,0.005956768,0.9957615733146667,-2.8930639140307903,0.6332069039344788,0.0003,0.00017743956657909621
142,1967,147,290816,0.2,0.081884765625,-0.007583044469356537,1410,-0.0062331361550604925,0.0054977043,0.9951592087745667,-2.8785661809146403,0.633553683757782,0.0003,0.0001742704542834872
143,1967,148,292864,0.2,0.11865234375,-0.012964696623384953,1420,-0.008740422704431695,0.009187458,0.9958527088165283,-2.8822550006210803,0.635627269744873,0.0003,0.00018112484102630332
144,1967,149,294912,0.2,0.06923828125,-0.02392471395432949,1430,-0.0061045608919812365,0.0062212683,0.9948468208312988,-2.8727731496095656,0.6286724209785461,0.0003,0.0001224242561875144
145,1967,150,296960,0.2,0.13037109375,-0.00029505265410989523,1440,-0.011470900585118215,0.012967691,0.9873170256614685,-2.8598636403679847,0.6298864483833313,0.0003,0.001333465814605006
146,1966,152,299008,0.2,0.098974609375,0.08143652975559235,1450,-0.004821064985299018,0.007266056,0.1650819182395935,-2.891347461938858,0.6432123780250549,0.0003,0.32710842860105915
147,1966,153,301056,0.2,0.102490234375,0.0060364119708538055,1460,-0.008368116516794543,0.007984101,0.8233805894851685,-2.9223002046346664,0.6434746384620667,0.0003,0.017075444730653543
148,1966,154,303104,0.2,0.101513671875,-0.017098767682909966,1470,-0.007553209723846521,0.0071374876,-0.12512922286987305,-2.916946293413639,0.6419447064399719,0.0003,0.015622495499701471
149,1966,155,305152,0.2,0.104150390625,-0.013781973160803318,1480,-0.008491527888691053,0.008914163,0.9265401363372803,-2.9074862569570543,0.6388702988624573,0.0003,0.005471686849705293
150,1966,156,307200,0.2,0.089404296875,-0.02998504228889942,1490,-0.009082706618937664,0.008084957,0.9669220447540283,-2.9056434981524943,0.639991819858551,0.0003,0.0013850879456185794
151,1966,157,309248,0.2,0.090478515625,0.010053375735878944,1500,-0.006298380217049271,0.0076593403,0.9885138273239136,-2.897066257894039,0.6362209916114807,0.0003,0.0010078590998091387
