time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/clip_range,train/clip_fraction,train/loss,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/std,train/learning_rate,train/value_loss
152,1966,158,311296,0.2,0.13779296875,-0.03443540632724762,1510,-0.012493102200096473,0.009301327,0.9923022389411926,-2.8934730678796767,0.6386774182319641,0.0003,0.00024867034676390176
153,1966,159,313344,0.2,0.072607421875,-0.0222098920494318,1520,-0.006706855200172867,0.007415173,0.9764347076416016,-2.887766682356596,0.6338460445404053,0.0003,0.0012400505382174742
154,1966,160,315392,0.2,0.08671875,0.01705438271164894,1530,-0.007941976336587686,0.009025589,0.9910895824432373,-2.88286704570055,0.6357578635215759,0.0003,0.0003143537093819759
155,1966,161,317440,0.2,0.093603515625,-0.0011064719874411821,1540,-0.008941326555213892,0.00905814,0.9920672178268433,-2.8940310470759867,0.6388699412345886,0.0003,0.0005138907339187426
156,1966,162,319488,0.2,0.081298828125,-0.011402808129787445,1550,-0.008046292452490889,0.006403479,0.9862423539161682,-2.8917999282479285,0.6357004642486572,0.0003,0.0006134544268661557
157,1967,163,321536,0.2,0.07529296875,-0.008011510595679283,1560,-0.007830167158681433,0.007975031,0.9918827414512634,-2.892733011394739,0.6386060118675232,0.0003,0.00021245749469471774
158,1966,164,323584,0.2,0.08486328125,-0.03092161752283573,1570,-0.009080853009072598,0.008376751,0.9828498959541321,-2.868830578774214,0.6261751651763916,0.0003,0.0010317396812752123
159,1966,165,325632,0.2,0.083203125,-0.03293035924434662,1580,-0.007592527751694433,0.0069865314,0.9939427971839905,-2.826383417099714,0.619076669216156,0.0003,0.0004475123937027092
160,1967,166,327680,0.2,0.095947265625,-0.019725410267710686,1590,-0.010126797328121028,0.008208036,0.9957324862480164,-2.8004194498062134,0.6158984303474426,0.0003,0.0002078034800547357
161,1966,167,329728,0.2,0.105078125,-0.015718670561909676,1600,-0.009984833348426037,0.007709257,0.9908077716827393,-2.7829819209873676,0.6121665835380554,0.0003,0.0004991775157577649
162,1966,168,331776,0.2,0.112353515625,-0.0019753994420170784,1610,-0.009839602798456326,0.008379722,0.9945648312568665,-2.769213367253542,0.6095192432403564,0.0003,0.00035340040178652996
163,1966,169,333824,0.2,0.094970703125,-0.00021175178699195385,1620,-0.009313226290396414,0.0088355765,0.9940319657325745,-2.7332548573613167,0.5996007919311523,0.0003,0.00038066518495725175
164,1966,170,335872,0.2,0.092236328125,-0.008552875369787216,1630,-0.00646109992521815,0.008020183,0.996636152267456,-2.695590038597584,0.5949959754943848,0.0003,0.00016511394730969186
165,1965,171,337920,0.2,0.080517578125,-0.020185722038149834,1640,-0.00741571114922408,0.007290951,0.9946362972259521,-2.686433307826519,0.5960538387298584,0.0003,0.00019631056668458768
166,1965,172,339968,0.2,0.09873046875,-0.0017082587582990527,1650,-0.010574732007808053,0.008439017,0.9965707063674927,-2.6958888471126556,0.5992779731750488,0.0003,0.00019833694668704993
167,1966,173,342016,0.2,0.08291015625,-0.012064294889569283,1660,-0.003941170082543977,0.007077957,0.9989475011825562,-2.7195789352059365,0.6057243943214417,0.0003,5.7040648108852565e-05
168,1965,175,344064,0.2,0.116064453125,-0.039590515196323395,1670,-0.01026132674451219,0.007856243,0.9950168132781982,-2.716917917877436,0.6005924940109253,0.0003,0.00011080258393576514
169,1966,176,346112,0.2,0.085595703125,-0.01044421549886465,1680,-0.006227858537749853,0.008862948,0.9976317882537842,-2.689276274293661,0.5943585634231567,0.0003,8.122712159206458e-05
170,1966,177,348160,0.2,0.059375,-0.01669738069176674,1690,-0.004913834993203636,0.007048864,0.9981457591056824,-2.6592861711978912,0.5879089832305908,0.0003,7.532737603810347e-05
171,1966,178,350208,0.2,0.08759765625,-0.042176876217126846,1700,-0.008391172764822841,0.009214509,0.9969273209571838,-2.6145071610808372,0.5775856971740723,0.0003,0.0001828112290468198
172,1966,179,352256,0.2,0.105419921875,-0.020757196471095085,1710,-0.010966252302750945,0.009993938,0.9974884986877441,-2.5761175893247126,0.5741398930549622,0.0003,0.00010162194740814812
173,1966,180,354304,0.2,0.090087890625,0.0020001709926873446,1720,-0.005978073769074399,0.007930366,0.9970390200614929,-2.5524889595806597,0.5684700608253479,0.0003,7.653157715594716e-05
174,1966,181,356352,0.2,0.1068359375,-0.0013182624243199825,1730,-0.006853914039675146,0.008983749,0.9986539483070374,-2.5292038269340993,0.566029965877533,0.0003,3.0019212745457934e-05
175,1966,182,358400,0.2,0.074072265625,-0.021170003339648247,1740,-0.00426361555873882,0.007935854,0.9972406625747681,-2.5205490410327913,0.5662834048271179,0.0003,0.00012202668107192949
176,1966,183,360448,0.2,0.0900390625,0.002287739422172308,1750,-0.0067052371290628795,0.0061431346,0.9984838366508484,-2.512065903842449,0.5619626641273499,0.0003,4.899636478796765e-05
177,1966,184,362496,0.2,0.087060546875,0.024375148117542267,1760,-0.0047584228159394115,0.0073644686,0.9987885355949402,-2.4977196618914603,0.5614967942237854,0.0003,2.871895627691856e-05
178,1966,185,364544,0.2,0.108251953125,0.006040072068572044,1770,-0.007084433929412626,0.009382544,0.9984301924705505,-2.5000548332929613,0.5630955696105957,0.0003,3.5623449940658246e-05
179,1966,186,366592,0.2,0.11181640625,0.026830460876226425,1780,-0.009202436727355235,0.009860721,0.9986189007759094,-2.4976591534912584,0.5602102279663086,0.0003,3.627173201437017e-05
180,1967,187,368640,0.2,0.078955078125,-0.01654844731092453,1790,-0.00476583751005819,0.007052711,0.9988936185836792,-2.4960046358406545,0.5627947449684143,0.0003,2.706744350717827e-05
181,1967,188,370688,0.2,0.088525390625,-0.02547493577003479,1800,-0.007777049153810367,0.009845114,0.9982584714889526,-2.478525364398956,0.5539155602455139,0.0003,5.3821211301396944e-05
182,1967,189,372736,0.2,0.075341796875,-0.04977663606405258,1810,-0.007043535663979128,0.007103559,0.9951410889625549,-2.4421833135187625,0.5481575131416321,0.0003,0.00017700430660170242
183,1968,190,374784,0.2,0.10654296875,0.00040919799357652664,1820,-0.009525716556527185,0.008316705,0.998307466506958,-2.3998980693519116,0.5392670035362244,0.0003,5.4322924250982395e-05
184,1967,191,376832,0.2,0.12041015625,-0.006655510049313307,1830,-0.008165494979766662,0.009198731,0.979729950428009,-2.37310996055603,0.5376449227333069,0.0003,0.0007258958331021858
185,1968,192,378880,0.2,0.09580078125,-0.02897784486413002,1840,-0.009990426251897588,0.008196094,0.9968987107276917,-2.3755743950605392,0.5403100848197937,0.0003,9.479303346893175e-05
186,1968,193,380928,0.2,0.08359375,-0.006129774264991283,1850,-0.007464081030047964,0.008682049,0.9977573156356812,-2.3719128631055355,0.5372756719589233,0.0003,5.723735683886844e-05
187,1968,194,382976,0.2,0.1060546875,0.0049040657468140125,1860,-0.006722376149264164,0.009134879,0.998362123966217,-2.363923106342554,0.5366246104240417,0.0003,2.280565958585612e-05
188,1969,195,385024,0.2,0.093408203125,-0.007158104795962572,1870,-0.00798827807593625,0.008441424,0.9982879161834717,-2.3650219932198526,0.5364783406257629,0.0003,3.598777274760323e-05
189,1969,196,387072,0.2,0.077099609375,0.0032192959915846586,1880,-0.006891719681152608,0.008199902,0.997556209564209,-2.3654799379408358,0.5359635949134827,0.0003,6.21423089455675e-05
190,1969,197,389120,0.2,0.109033203125,0.008135338313877583,1890,-0.007395541986625176,0.009257685,0.9976105093955994,-2.3619741044938563,0.5359476208686829,0.0003,5.6442590999949974e-05
191,1969,198,391168,0.2,0.100537109375,-0.02927270717918873,1900,-0.008610728348139673,0.010056004,0.9976333379745483,-2.3430070757865904,0.5298922657966614,0.0003,4.716787084930729e-05
192,1970,199,393216,0.2,0.08017578125,-0.010759212076663971,1910,-0.005290374391188379,0.006630119,0.9977822303771973,-2.3288017556071283,0.5298482775688171,0.0003,3.507715541957168e-05
193,1970,200,395264,0.2,0.109375,-0.019542668014764786,1920,-0.007039717381849187,0.008019058,0.998135507106781,-2.3145357467234136,0.52584308385849,0.0003,2.2802997517601397e-05
194,1970,201,397312,0.2,0.10390625,-0.015676215291023254,1930,-0.010031243995763361,0.008769358,0.9980848431587219,-2.291693466901779,0.5215439796447754,0.0003,3.2523527374905824e-05
195,1970,202,399360,0.2,0.085595703125,0.007454338017851114,1940,-0.005440695534343831,0.008178728,0.9979901909828186,-2.2858540169894694,0.5233166813850403,0.0003,2.869153901201571e-05
196,1971,203,401408,0.2,0.110302734375,-0.004809757694602013,1950,-0.0037230359797831626,0.0098621715,0.07292884588241577,-2.316828761994839,0.5321813225746155,0.0003,0.39913943089777604
197,1971,204,403456,0.2,0.094140625,0.026405008509755135,1960,-0.009995076799532399,0.010506909,0.3652210235595703,-2.349784078449011,0.5354619026184082,0.0003,0.021272502081410495
198,1972,205,405504,0.2,0.090185546875,0.011398157104849815,1970,-0.005643671409052331,0.007799863,0.7519047260284424,-2.352050932496786,0.5329416394233704,0.0003,0.0052344342784635955
199,1972,206,407552,0.2,0.108984375,-0.021861663088202477,1980,-0.011377546713629273,0.01059103,0.8046646118164062,-2.329158879071474,0.5273181796073914,0.0003,0.0022651065035461217
