#{"t_start": 1764886409.5098581, "env_id": "None"}
r,l,t,success,semi_success
-2.215972,337,1.016398,False,False
-55.857061,276,1.275198,False,False
-52.203849,319,1.504628,False,False
-50.904131,283,1.678608,False,False
-49.317176,301,1.914859,False,False
-53.55391,290,2.107645,False,False
8.777162,335,4.595185,False,False
-1.66984,337,4.847815,False,False
9.953545,331,5.128817,False,False
2.491432,347,5.36032,False,False
-49.152975,267,5.516786,False,False
9.300273,322,5.709682,False,False
-54.276865,289,5.879435,False,False
-50.867664,290,8.377032,False,False
3.637499,338,8.58228,False,False
8.502535,337,8.800737,False,False
5.454449,348,9.065579,False,False
-48.827921,314,9.304409,False,False
-48.974118,283,9.550564,False,False
3.220475,341,12.249026,False,False
-47.889184,273,12.425596,False,False
-50.281856,288,12.624521,False,False
2.28438,353,12.889753,False,False
7.030708,337,13.121637,False,False
-47.675596,324,13.403717,False,False
-47.011534,306,13.685052,False,False
11.331266,342,16.243618,False,False
9.465476,344,16.492404,False,False
4.050903,358,16.718421,False,False
15.726643,341,17.003479,False,False
8.488308,335,17.289665,False,False
9.29517,336,17.514909,False,False
-48.813008,275,20.038206,False,False
11.324157,353,20.274298,False,False
5.133056,339,20.481289,False,False
21.136571,335,20.701698,False,False
-44.896862,319,20.910419,False,False
-47.328173,305,21.132359,False,False
9.929868,334,23.698391,False,False
-44.515262,300,23.984088,False,False
11.829293,338,24.202451,False,False
-32.797001,322,24.397116,False,False
-39.034648,318,24.603478,False,False
-42.062598,316,24.804049,False,False
-41.417918,312,27.433471,False,False
12.876012,368,27.689003,False,False
18.918292,352,27.901598,False,False
-38.577158,337,28.119555,False,False
-42.16427,354,28.32399,False,False
10.868064,371,28.541261,False,False
-38.379395,340,31.092341,False,False
-29.171183,346,31.42882,False,False
24.872471,351,31.668067,False,False
19.06701,355,31.891023,False,False
-36.445513,373,32.121958,False,False
-24.773898,341,32.341019,False,False
17.404338,381,34.881245,False,False
18.835556,378,35.125706,False,False
-19.026674,325,35.382068,False,False
-27.980039,339,35.655111,False,False
-32.843343,345,35.900116,False,False
-25.088254,336,36.111084,False,False
-26.828158,316,38.649256,False,False
-20.202119,385,39.005142,False,False
-26.448657,333,39.248938,False,False
-22.324367,344,39.48217,False,False
