#{"t_start": 1764797763.534284, "env_id": "None"}
r,l,t,success,semi_success
-36.877766,387,0.921811,False,False
-26.469821,289,1.136486,False,True
-28.325066,316,1.340794,False,True
-19.726923,248,1.509542,False,False
-20.069825,248,1.683838,False,False
-32.828721,375,1.956625,False,False
-19.941328,249,4.579042,False,False
-33.24913,339,4.784201,False,True
-20.839388,254,4.936142,False,False
-30.406529,335,5.136774,False,True
-24.950149,304,5.313012,False,True
-20.924206,297,5.489152,False,True
-26.026876,301,5.670483,False,True
-20.38702,252,8.281288,False,False
-20.735552,268,8.463873,False,False
-32.23549,343,8.683883,False,True
-35.189542,380,8.911991,False,False
-23.260929,280,9.084343,False,False
-20.272746,244,9.232394,False,False
-20.211038,255,9.387923,False,False
-20.483511,256,11.903564,False,False
-24.437939,290,12.091469,False,True
-30.818308,333,12.314262,False,True
-19.598337,246,12.468489,False,False
-32.117832,336,12.714014,False,True
-21.463364,263,12.912124,False,False
-28.156205,317,13.186271,False,True
-21.368538,258,15.92457,False,False
-27.995456,310,16.117604,False,True
-19.589969,255,16.267999,False,False
-31.15203,336,16.472434,False,True
-19.202858,263,16.626122,False,False
-21.093394,277,16.788195,False,False
-29.784729,325,16.999187,False,True
-20.160798,259,19.568849,False,False
-28.840075,330,19.792643,False,True
-22.746582,293,19.978259,False,True
-19.141986,266,20.170271,False,False
-22.513907,288,20.388135,False,False
-23.125552,280,20.605719,False,False
-22.178561,277,20.795043,False,False
-32.030637,378,23.445114,False,False
-18.68949,276,23.722687,False,False
-18.387423,265,23.899063,False,False
-19.096772,269,24.06398,False,False
-28.161873,329,24.263885,False,True
-18.220394,258,24.45766,False,False
-26.328082,318,24.770548,False,True
-17.818359,270,27.441568,False,False
-19.655615,298,27.618307,False,False
-17.262629,277,27.78755,False,False
-28.207989,334,27.992917,False,True
-18.455534,271,28.155922,False,False
-24.96446,315,28.369167,False,True
-19.421912,277,28.553875,False,False
-19.517301,295,31.073471,False,False
-16.914492,287,31.254955,False,False
-16.411199,274,31.422636,False,False
-17.34389,288,31.595665,False,False
-21.768626,315,31.782108,False,False
-21.999026,319,31.978466,False,False
-17.302454,284,32.148758,False,False
-17.692726,278,34.720335,False,False
-16.950508,294,34.935415,False,False
-20.324558,309,35.158458,False,False
-15.985771,275,35.368306,False,False
-16.980968,291,35.546565,False,False
-16.769597,289,35.728305,False,False
-19.923044,311,35.953424,False,False
-19.624843,310,38.533776,False,False
-22.633513,323,39.311575,False,True
-15.773456,292,39.589983,False,False
-15.185245,280,39.893883,False,False
-14.267439,279,40.224785,False,False
-16.47122,302,40.440235,False,False
-13.706824,291,40.621783,False,False
-13.681326,291,43.089217,False,False
-13.662454,292,43.274716,False,False
-13.403369,289,43.444875,False,False
-14.946345,302,43.625124,False,False
-13.908011,298,43.794313,False,False
-15.435203,302,43.966766,False,False
-13.395351,297,44.139648,False,False
-13.812838,291,46.625264,False,False
-12.192188,299,46.818683,False,False
-14.164642,302,47.030306,False,False
-14.919266,299,47.215046,False,False
-14.220584,299,47.414533,False,False
-12.39646,301,47.620931,False,False
-11.733692,300,47.848202,False,False
-11.469925,296,50.562494,False,False
-13.320823,308,50.732466,False,False
-16.001804,307,50.908925,False,False
-11.514573,304,51.072409,False,False
-11.229108,305,51.243318,False,False
-11.49309,302,51.417156,False,False
-11.508424,302,51.583477,False,False
-10.999369,305,105.306202,False,False
-10.46265,305,105.495536,False,False
-10.271143,307,105.859237,False,False
-10.743565,305,106.08088,False,False
-10.710469,305,106.244608,False,False
-10.525715,305,106.429345,False,False
-10.148239,302,133.705456,False,False
-10.012491,309,133.894342,False,False
-9.735972,309,134.087079,False,False
-10.061051,307,134.26207,False,False
-10.271356,308,134.429567,False,False
-11.369276,308,134.606539,False,False
-9.569525,310,1124.935,False,False
-10.114181,309,1127.402628,False,False
-9.581309,309,1127.571051,False,False
-9.780749,309,1127.780823,False,False
-9.352841,309,1127.949908,False,False
-9.341272,310,1128.13818,False,False
-8.960263,310,1128.370082,False,False
-9.069331,310,1128.789205,False,False
-9.227364,311,2138.630207,False,False
-9.275069,311,2138.834313,False,False
-9.297319,310,2139.022098,False,False
-9.206514,310,2139.203431,False,False
-9.240403,311,2139.380275,False,False
-8.914728,311,2139.562678,False,False
-8.967482,310,2141.905134,False,False
-9.285257,310,2142.082377,False,False
-8.618628,312,2142.254716,False,False
-8.68956,312,2142.42201,False,False
-8.753731,312,2142.601833,False,False
-9.201449,310,2142.769165,False,False
-9.093092,311,3149.867808,False,False
-8.781634,312,3152.353488,False,False
-8.915988,311,3152.522165,False,False
-8.890518,311,3152.718054,False,False
-8.907687,312,3152.89191,False,False
-8.719153,312,3153.083347,False,False
-9.174715,311,3153.335962,False,False
-9.142166,311,7308.427002,False,False
-9.155202,311,7308.639087,False,False
-9.105061,311,7308.845419,False,False
-8.672657,312,7309.039942,False,False
-8.79949,312,7309.239456,False,False
-8.776076,311,7309.440962,False,False
-8.703607,312,7309.638056,False,False
-8.409644,313,7344.915379,False,False
-8.840613,311,7345.160561,False,False
-8.364111,313,7345.38647,False,False
-8.513439,312,7345.619912,False,False
-8.705099,311,7345.842091,False,False
-8.601453,312,7346.032676,False,False
-8.828296,311,7346.220417,False,False
-8.313297,313,9882.532351,False,False
-8.372172,313,9882.702916,False,False
-8.411586,313,9882.873369,False,False
-8.371363,312,9883.041141,False,False
-8.197445,313,9883.2173,False,False
-8.13778,313,9883.398702,False,False
-7.941324,314,10838.589829,False,False
-8.344777,313,10838.784849,False,False
-8.071187,313,10838.986355,False,False
-8.423194,313,10839.186316,False,False
-8.432596,313,10839.380376,False,False
-8.050167,313,10839.580919,False,False
-8.155606,313,10839.773138,False,False
-8.078718,313,10968.094409,False,False
-7.992638,313,10968.324125,False,False
-8.187073,313,10968.540398,False,False
-7.981626,314,10968.752888,False,False
-7.969202,313,10968.966838,False,False
-7.884786,313,10969.184345,False,False
-7.945055,313,10985.221854,False,False
-7.963692,314,10985.407086,False,False
-8.143213,313,10985.596124,False,False
-7.971413,313,10985.791196,False,False
-8.011185,313,10985.98709,False,False
-7.966566,314,10986.180662,False,False
-7.987117,313,10986.383443,False,False
-7.967236,313,10988.801125,False,False
-8.043658,313,10988.992048,False,False
-7.877889,314,10989.172128,False,False
-7.938549,313,10989.368464,False,False
-7.891867,314,10989.555969,False,False
-7.8779,313,10989.740768,False,False
-7.840214,314,11897.09358,False,False
-7.883693,314,11897.280068,False,False
-7.896931,314,11897.477443,False,False
-7.763761,314,11897.680307,False,False
-7.946176,314,11897.863887,False,False
-7.888137,314,11898.058948,False,False
-7.848677,314,11898.245931,False,False
-7.779106,314,13089.266784,False,False
-7.808005,314,13089.48885,False,False
-7.794893,314,13089.696245,False,False
-7.854532,314,13089.906342,False,False
-7.905183,314,13090.11338,False,False
-7.724637,314,13090.313313,False,False
-7.759706,314,13092.977381,False,False
-7.736761,314,13112.314972,False,False
-7.74412,314,13112.524817,False,False
-7.755037,314,13112.740016,False,False
-7.685204,314,13112.948135,False,False
-7.81077,314,13113.160987,False,False
-7.834799,314,13113.36254,False,False
-7.780473,314,13154.971194,False,False
-7.751014,314,13155.140746,False,False
-7.825897,314,13155.311575,False,False
-7.733705,314,13155.484632,False,False
-7.724754,314,13155.657085,False,False
-7.785286,314,13155.836944,False,False
