#{"t_start": 1764787633.4466062, "env_id": "None"}
r,l,t,success
-3.222801,323,0.896817,False
3.075662,414,1.175265,False
2.257515,247,1.340156,False
-0.418412,251,1.514622,False
6.525212,292,1.704225,False
2.121332,267,1.878219,False
-2.093842,358,4.384736,False
0.839396,281,4.572082,False
10.730686,285,4.759973,False
0.107097,291,4.959682,False
19.137631,286,5.151156,False
9.35832,269,5.327716,False
9.121335,280,5.520039,False
-2.734009,335,8.244738,False
1.357329,304,8.473651,False
8.144801,305,8.691712,False
5.020796,278,8.885876,False
12.916574,308,9.089587,False
7.16543,283,9.275599,False
13.883149,276,9.467646,False
2.579772,315,12.259635,False
2.919333,266,12.442416,False
2.445811,286,12.661239,False
3.966379,304,12.892215,False
4.006214,276,13.111848,False
2.57695,277,13.346062,False
1.841463,280,13.567376,False
2.311436,281,16.240083,False
6.763413,292,16.445186,False
9.900605,269,16.635997,False
4.531358,290,16.838062,False
4.400076,275,17.038723,False
13.403997,271,17.229381,False
8.719882,272,17.428591,False
6.57265,288,17.654931,False
5.182068,285,20.133855,False
6.165447,279,20.323498,False
9.677782,285,20.514683,False
9.407084,311,20.719268,False
7.850366,289,20.924493,False
4.294005,294,21.128628,False
16.305889,286,21.411621,False
6.398694,308,24.021873,False
7.338524,290,24.224008,False
6.281513,286,24.413645,False
14.491872,291,24.604896,False
13.862788,284,24.794438,False
7.730072,283,24.987934,False
11.026148,311,25.203697,False
7.489848,296,27.607284,False
8.79876,303,27.824199,False
10.521323,292,28.025049,False
7.630723,288,28.219922,False
7.515803,290,28.425661,False
9.543254,296,28.631124,False
9.992226,305,28.84713,False
12.220926,313,31.591837,False
8.824185,300,31.84909,False
9.851095,294,32.069347,False
16.09832,305,32.284831,False
9.470927,303,32.504943,False
11.875458,301,32.72666,False
11.501933,306,35.394157,False
12.327843,308,35.625575,False
14.378637,303,35.855556,False
12.37235,306,36.076604,False
12.476833,301,36.296563,False
12.377479,303,36.522609,False
14.18195,303,36.741735,False
11.60675,304,39.237896,False
13.057359,307,39.491536,False
13.436253,306,39.706653,False
12.84283,302,39.912289,False
12.471548,300,40.118282,False
13.661284,302,40.334619,False
13.965593,305,40.567541,False
13.26053,299,43.039755,False
14.353539,309,43.334799,False
14.046203,309,43.595508,False
14.325871,310,43.823186,False
14.297734,307,44.035047,False
13.811526,306,44.240922,False
14.352202,309,44.455766,False
14.552185,309,47.06326,False
14.473429,306,47.41475,False
14.955172,309,47.841251,False
15.500077,309,48.107835,False
13.588961,305,48.322966,False
14.599957,309,48.533597,False
15.008623,310,51.235002,False
15.810071,310,51.44999,False
16.184403,312,51.662288,False
15.949776,311,51.86552,False
15.83843,310,52.070574,False
15.917762,311,52.273702,False
15.218371,310,52.477005,False
15.712301,311,55.010853,False
16.192341,311,55.261356,False
15.864676,311,55.522453,False
15.833504,310,55.759608,False
16.402814,312,55.99131,False
16.390407,312,56.239653,False
15.710823,309,59.271619,False
16.860556,312,59.500229,False
16.192099,311,59.721626,False
16.74839,312,59.955885,False
16.821878,313,60.199478,False
16.195048,311,60.441233,False
16.64342,312,60.676785,False
16.96103,313,63.560336,False
16.830981,313,63.784103,False
16.670635,312,64.003224,False
16.701767,312,64.256142,False
16.660773,312,64.522663,False
16.782735,312,64.820748,False
16.765081,313,65.082344,False
16.817974,313,67.770179,False
17.053529,313,68.003205,False
16.955728,313,68.245097,False
16.842725,312,68.487408,False
17.179824,313,68.791236,False
16.767005,312,69.057757,False
16.960223,313,71.682788,False
17.090858,313,71.905016,False
17.157105,313,72.128378,False
17.144913,313,72.350569,False
17.121576,313,72.576137,False
17.118513,313,72.798698,False
17.024863,313,73.04698,False
16.918177,313,75.965011,False
17.338614,314,76.201476,False
17.000189,313,76.428763,False
17.273284,313,76.658756,False
17.151886,313,76.886709,False
16.938409,313,77.12686,False
17.118688,313,79.861407,False
17.096758,313,80.163873,False
17.200402,313,80.412616,False
17.148382,313,80.643848,False
17.160438,313,80.88528,False
17.056558,313,81.11482,False
17.16621,313,81.34623,False
17.296014,313,83.886948,False
17.291269,314,84.117488,False
17.372453,314,84.432658,False
17.371382,314,84.735281,False
17.354708,314,84.981473,False
17.391294,314,85.214749,False
17.37045,314,87.976941,False
17.357296,314,88.24388,False
17.390604,314,88.481796,False
17.380514,314,88.712027,False
17.06527,313,88.939221,False
17.425999,314,89.167347,False
17.310686,314,89.405699,False
17.075015,313,91.974161,False
17.370081,314,92.244231,False
17.498847,314,92.497399,False
17.447423,314,92.763941,False
17.347347,314,93.09064,False
17.389499,314,93.372318,False
17.414887,314,95.941779,False
17.584831,314,96.176198,False
17.489593,314,96.422526,False
17.60487,314,96.676552,False
17.570029,314,96.908361,False
17.494091,314,97.129947,False
17.48633,314,97.349195,False
17.462998,314,100.153644,False
17.222523,313,100.44202,False
17.466577,314,100.705695,False
17.562687,314,100.951559,False
17.49843,314,101.190149,False
17.488735,314,101.431296,False
17.510752,314,104.25551,False
17.542498,314,104.646646,False
17.554312,314,104.994024,False
17.568492,314,105.24527,False
17.693459,314,105.483287,False
17.544107,314,105.716206,False
17.492514,314,105.947481,False
17.549713,314,108.655374,False
17.547525,314,108.898526,False
17.575811,314,109.128924,False
17.488042,314,109.367785,False
17.580909,314,109.600206,False
17.513511,314,109.839176,False
17.596324,314,112.75533,False
17.646452,314,112.989868,False
17.596022,314,113.227128,False
17.699278,314,113.477836,False
17.600834,314,113.806524,False
17.574596,314,114.100515,False
17.588336,314,114.346717,False
17.726368,314,117.166546,False
17.556459,314,117.401059,False
17.578785,314,117.632158,False
17.731698,314,117.868879,False
17.609377,314,118.102574,False
17.636069,314,118.345042,False
17.570944,314,121.432647,False
17.560374,314,121.718508,False
17.703402,314,122.02239,False
17.564605,314,122.266966,False
17.600016,314,122.50742,False
17.700257,314,122.741062,False
17.620675,314,122.97984,False
17.645059,314,126.020397,False
17.609505,314,126.263881,False
17.606629,314,126.500372,False
17.57831,314,126.762117,False
17.641976,314,127.013431,False
17.565541,314,127.280714,False
17.729528,314,129.95912,False
17.629831,314,130.215674,False
17.711946,314,130.483451,False
17.574564,314,130.712578,False
17.743027,314,130.981636,False
17.710283,314,131.300433,False
17.602234,314,131.596047,False
17.671174,314,134.034314,False
17.694863,314,134.243775,False
17.578641,314,134.450017,False
17.599557,314,134.670806,False
17.621347,314,134.890583,False
17.693865,314,135.114499,False
17.705215,314,135.41098,False
17.576484,314,137.945555,False
17.601853,314,138.151902,False
17.602485,314,138.37105,False
17.59515,314,138.592751,False
17.630605,314,138.810004,False
17.727027,314,139.033894,False
17.59878,314,141.710116,False
17.582117,314,141.994381,False
17.736626,314,142.299805,False
17.566513,314,142.606598,False
17.649262,314,142.868792,False
17.646308,314,143.115957,False
17.603244,314,143.356959,False
17.604083,314,146.504001,False
17.627233,314,146.795342,False
17.658213,314,147.024752,False
17.598221,314,147.308298,False
17.621626,314,147.58439,False
17.613547,314,147.889734,False
17.608386,314,150.748735,False
17.747125,314,151.008776,False
17.633876,314,151.25024,False
17.595691,314,151.493144,False
17.67639,314,151.724024,False
17.60405,314,151.9522,False
17.61151,314,152.210074,False
17.604358,314,154.981229,False
17.720277,314,155.241726,False
17.604834,314,155.538706,False
17.623901,314,155.8891,False
17.619684,314,156.265865,False
