#{"t_start": 1764787633.445421, "env_id": "None"}
r,l,t,success
-0.82532,289,0.872108,False
5.946303,277,1.063069,False
1.551665,261,1.237622,False
-1.369682,328,1.460102,False
3.246466,286,1.651832,False
0.297205,261,1.818582,False
-3.727054,302,2.015794,False
6.645168,272,4.469793,False
0.1065,295,4.664319,False
11.253502,266,4.839489,False
12.593782,289,5.040901,False
0.727675,261,5.212862,False
2.916797,264,5.388773,False
8.786938,254,5.562611,False
0.898367,257,8.234448,False
-0.08039,329,8.48074,False
13.21621,280,8.681143,False
1.262694,268,8.868619,False
1.856504,279,9.053563,False
10.431716,267,9.228607,False
2.508308,280,9.414293,False
4.784192,292,12.196593,False
2.510948,276,12.38847,False
8.448869,276,12.595456,False
1.848605,317,12.833378,False
2.697323,327,13.074692,False
7.301963,281,13.328082,False
4.141798,287,13.557638,False
6.769631,298,16.241956,False
11.869063,290,16.445473,False
4.726443,297,16.657563,False
2.840864,263,16.839188,False
6.438155,277,17.041422,False
2.373938,326,17.26819,False
5.424207,307,17.510523,False
9.537824,286,19.986704,False
6.893209,289,20.200702,False
11.577017,305,20.405323,False
4.37581,291,20.599208,False
5.727019,285,20.797431,False
5.512013,309,21.003428,False
5.589737,275,21.207639,False
3.972198,277,23.843339,False
7.054993,285,24.071123,False
9.049795,298,24.276751,False
8.823683,286,24.464985,False
8.038188,294,24.657574,False
7.589295,296,24.857305,False
8.762696,300,25.064106,False
9.533345,310,27.480716,False
10.17257,307,27.692116,False
9.171956,310,27.912147,False
8.532588,293,28.111735,False
7.839321,288,28.313467,False
9.802565,287,28.513457,False
8.976053,305,28.724906,False
9.239922,301,31.448083,False
11.311483,299,31.709725,False
10.780792,298,31.937475,False
11.501988,303,32.157437,False
9.826111,305,32.376881,False
10.648156,305,32.596157,False
11.505476,300,32.816659,False
10.863748,310,35.493973,False
11.730643,298,35.71785,False
12.350781,302,35.940842,False
12.391165,303,36.158732,False
12.572458,300,36.377128,False
12.775468,311,36.61559,False
11.638472,298,36.823614,False
13.38259,311,39.345078,False
13.237841,307,39.580468,False
13.535198,307,39.791796,False
13.326577,305,39.999597,False
13.295179,306,40.211538,False
14.091186,294,40.429854,False
12.6457,304,40.661313,False
15.608912,305,43.176513,False
14.366509,306,43.448795,False
13.78767,306,43.689308,False
14.144893,307,43.910037,False
14.487027,310,44.119561,False
13.694882,306,44.32611,False
14.158409,308,46.928794,False
14.767101,307,47.173695,False
14.917156,309,47.567473,False
14.465515,307,47.96555,False
15.337124,309,48.198421,False
15.447683,309,48.410558,False
14.974101,307,48.61457,False
15.191183,308,51.321,False
15.405708,309,51.534619,False
15.108173,309,51.742037,False
15.423781,309,51.942502,False
15.452164,309,52.146266,False
15.437199,310,52.349032,False
15.266684,308,54.856187,False
16.094559,311,55.101778,False
16.223294,311,55.360987,False
15.83378,311,55.609514,False
16.12737,311,55.845266,False
16.001051,311,56.077937,False
15.661199,310,56.348953,False
16.102432,311,59.35377,False
16.66071,312,59.577825,False
16.833669,312,59.802202,False
16.6469,312,60.044172,False
16.660243,312,60.288717,False
16.260333,312,60.525416,False
16.148572,311,60.764394,False
16.484159,312,63.64034,False
16.707899,312,63.861952,False
16.699356,312,64.094868,False
16.993652,313,64.333521,False
16.64656,313,64.629407,False
16.802154,312,64.923357,False
16.641015,312,67.613469,False
16.897721,313,67.855755,False
16.892689,313,68.090389,False
17.659236,312,68.322881,False
16.974203,313,68.593613,False
17.138717,313,68.8932,False
16.807883,312,69.145375,False
17.047135,313,71.763681,False
16.558529,312,71.98315,False
16.967152,313,72.207838,False
17.432719,314,72.429463,False
17.067859,313,72.652245,False
17.202677,313,72.884509,False
17.064519,313,75.80643,False
17.125514,313,76.049457,False
17.060409,313,76.282896,False
17.141624,313,76.514853,False
17.347864,313,76.737667,False
17.166921,313,76.971514,False
17.293836,314,77.211006,False
17.074847,313,79.964235,False
17.321912,314,80.266268,False
17.172913,313,80.492831,False
17.356551,314,80.72908,False
17.362487,314,80.972306,False
17.477185,314,81.198505,False
17.435869,314,83.733318,False
17.262362,314,83.969533,False
17.489545,314,84.225549,False
17.442957,314,84.544584,False
17.332321,314,84.827155,False
17.247597,313,85.071205,False
17.39297,314,85.299925,False
17.31743,313,88.081256,False
17.36536,314,88.33122,False
17.406699,314,88.567074,False
17.379238,314,88.796576,False
17.395552,314,89.022655,False
17.38476,314,89.251233,False
17.374994,314,91.820625,False
17.425873,314,92.083295,False
17.38142,314,92.330277,False
17.369215,314,92.593164,False
17.515112,314,92.880252,False
17.395129,314,93.206495,False
17.374983,314,93.463126,False
17.437481,314,96.028153,False
17.418884,314,96.2722,False
17.361648,314,96.524263,False
17.431835,314,96.762612,False
17.654148,314,96.992693,False
17.386568,314,97.215098,False
17.50867,314,99.945329,False
17.434266,314,100.265342,False
17.497887,314,100.538692,False
17.496994,314,100.802125,False
17.641122,314,101.040054,False
17.53261,314,101.280509,False
17.505014,314,101.524909,False
17.426956,314,104.408776,False
17.596448,314,104.782471,False
17.535796,314,105.091564,False
17.611369,314,105.336182,False
17.53077,314,105.568598,False
17.496919,314,105.802497,False
17.429721,314,108.488091,False
17.566486,314,108.745687,False
17.552688,314,108.982489,False
17.576209,314,109.218548,False
17.526944,314,109.454849,False
17.592266,314,109.685972,False
17.554815,314,109.926604,False
17.567791,314,112.844433,False
17.556385,314,113.07701,False
17.550805,314,113.326009,False
17.678628,314,113.586424,False
17.58591,314,113.92291,False
17.533694,314,114.198491,False
17.59909,314,114.43929,False
17.534553,314,117.256641,False
17.562808,314,117.492799,False
17.564666,314,117.723714,False
17.574904,314,117.957867,False
17.653931,314,118.190568,False
17.683884,314,118.435683,False
17.653323,314,121.534507,False
17.649459,314,121.830397,False
17.553734,314,122.112685,False
17.652478,314,122.360747,False
17.537914,314,122.592067,False
17.560719,314,122.828666,False
17.540935,314,123.069742,False
17.607945,314,126.115465,False
17.553133,314,126.350056,False
17.603527,314,126.585308,False
17.557611,314,126.858072,False
17.583869,314,127.116379,False
17.608981,314,127.379187,False
17.594404,314,130.050585,False
17.70951,314,130.316999,False
17.625506,314,130.573634,False
17.610322,314,130.807508,False
17.627472,314,131.084563,False
17.585764,314,131.448729,False
17.589692,314,131.679366,False
17.664432,314,134.114112,False
17.73124,314,134.322496,False
17.589921,314,134.528708,False
17.582568,314,134.757668,False
17.614676,314,134.971616,False
17.595636,314,135.232309,False
17.587291,314,137.81316,False
17.591206,314,138.025611,False
17.621534,314,138.235588,False
17.592956,314,138.452542,False
17.598953,314,138.676023,False
17.638108,314,138.896035,False
17.619522,314,139.122282,False
17.722803,314,141.813491,False
17.590892,314,142.102651,False
17.605964,314,142.395877,False
17.637965,314,142.703896,False
17.720944,314,142.963301,False
17.583523,314,143.208977,False
17.678762,314,146.359565,False
17.603525,314,146.631614,False
17.612907,314,146.882966,False
17.594556,314,147.137288,False
17.600041,314,147.422109,False
17.704989,314,147.724213,False
17.607015,314,147.981888,False
17.612827,314,150.854787,False
17.61719,314,151.101323,False
17.619109,314,151.340682,False
17.598675,314,151.582144,False
17.596847,314,151.807302,False
17.60425,314,152.049193,False
17.600974,314,154.830357,False
17.647399,314,155.071275,False
17.646413,314,155.345311,False
17.598311,314,155.681907,False
17.637002,314,156.009641,False
17.602578,314,156.361915,False
17.616743,314,156.584444,False
17.576338,314,159.69402,False
17.697771,314,159.950102,False
17.608098,314,160.213901,False
17.614357,314,160.541289,False
17.619672,314,160.825028,False
17.611801,314,161.051099,False
17.600833,314,163.986754,False
17.633194,314,164.237097,False
17.649164,314,164.47685,False
17.605683,314,164.699657,False
17.604203,314,164.946359,False
17.732448,314,165.182114,False
17.749055,314,165.462982,False
17.628368,314,168.278234,False
17.632378,314,168.560269,False
17.66623,314,168.803148,False
17.601094,314,169.031207,False
17.616943,314,169.247069,False
17.60584,314,169.471605,False
17.689232,314,172.21925,False
17.626551,314,172.518579,False
17.748427,314,172.85047,False
17.619371,314,173.108669,False
17.744376,314,173.32267,False
17.742944,314,173.538664,False
17.603058,314,173.79221,False
17.601583,314,176.786734,False
17.602405,314,177.015997,False
17.611189,314,177.241497,False
17.604118,314,177.466061,False
17.748243,314,177.739669,False
17.679981,314,178.069295,False
17.742385,314,180.846762,False
17.610451,314,181.065141,False
17.64406,314,181.291614,False
17.622793,314,181.543452,False
17.709412,314,181.787081,False
17.607242,314,182.01847,False
17.625136,314,182.262735,False
17.676082,314,184.886299,False
17.676846,314,185.133871,False
17.625444,314,185.451146,False
17.604068,314,185.738883,False
17.714181,314,185.964463,False
17.619201,314,186.194164,False
17.62462,314,189.265572,False
17.616638,314,189.479807,False
17.607406,314,189.689397,False
17.739019,314,189.895104,False
17.611288,314,190.113882,False
17.605345,314,190.38101,False
17.61136,314,190.690108,False
17.747286,314,193.705282,False
17.724676,314,193.918444,False
17.584651,314,194.134777,False
17.611671,314,194.360584,False
17.63482,314,194.576209,False
17.738834,314,194.806916,False
17.605181,314,197.718984,False
17.609391,314,198.001797,False
17.636904,314,198.253346,False
17.746736,314,198.489493,False
17.603173,314,198.721102,False
17.606466,314,198.972122,False
