#{"t_start": 1764740164.158518, "env_id": "None"}
r,l,t,success
-1377.328516,267,0.97633,False
-1168.576055,237,1.145328,False
-1179.653498,244,1.308883,False
-1194.285949,243,1.450335,False
-1515.100425,286,1.603574,False
-2016.281185,325,1.76439,False
-1235.825092,251,1.885978,False
-1463.542486,279,3.986464,False
-1704.540359,305,4.14518,False
-1165.406666,238,4.260884,False
-1406.993575,268,4.391936,False
-1669.380536,298,4.540126,False
-1265.913246,254,4.67345,False
-1416.465335,272,4.801938,False
-1351.877981,263,4.927732,False
-1372.021932,263,7.198821,False
-1111.050724,226,7.325734,False
-1603.587319,283,7.491334,False
-1166.824056,238,7.650243,False
-1868.249347,311,7.873541,False
-1731.970227,300,8.042376,False
-1674.730391,296,8.210676,False
-2284.184483,344,10.441978,False
-1147.564574,232,10.595827,False
-1936.835464,312,10.799078,False
-1229.163849,243,10.936249,False
-1424.112011,265,11.103504,False
-1612.026706,287,11.355289,False
-3002.641032,386,11.596186,False
-1155.940407,237,13.7589,False
-1194.28861,238,13.881901,False
-1159.760842,235,14.02553,False
-1517.15827,273,14.177804,False
-2753.665329,369,14.370838,False
-1348.632067,256,14.534396,False
-1230.115903,240,14.694938,False
-2317.030994,346,14.906838,False
-2720.092586,360,17.193367,False
-1366.08242,254,17.329172,False
-1466.188375,268,17.47133,False
-1351.448897,254,17.629699,False
-1630.207958,288,17.792373,False
-1865.377348,304,17.997784,False
-1471.365974,270,18.208013,False
-2826.551256,369,20.518416,False
-1808.108262,302,20.685457,False
-2075.281469,325,20.872543,False
-2418.283172,352,21.075876,False
-1896.618259,310,21.252052,False
-1538.430188,280,21.433,False
-1838.915883,302,23.709616,False
-1340.316482,258,23.986401,False
-1117.359225,228,24.121245,False
-2077.274247,321,24.296789,False
-1735.922615,293,24.458873,False
-1859.788927,306,24.649382,False
-1208.956591,238,24.775121,False
-1570.970341,277,24.91692,False
-2120.540105,335,27.085844,False
-1656.50882,294,27.244444,False
-1253.191491,242,27.374695,False
-1073.484277,219,27.517255,False
-19446.280768,851,28.084096,False
-2090.826838,322,30.300386,False
-1965.618738,312,30.520228,False
-1367.019391,256,30.655919,False
-2530.17743,355,30.832387,False
-1495.899404,275,30.999095,False
-2340.639646,346,31.180016,False
-2362.164286,344,33.419986,False
-2108.241649,328,33.617471,False
-1439.110622,260,33.780462,False
-2231.878956,337,34.007168,False
-2076.450559,322,34.195879,False
-1432.567906,263,34.371424,False
-1660.011297,291,34.525906,False
-1103.192005,225,36.588318,False
