#{"t_start": 1764740164.159831, "env_id": "None"}
r,l,t,success
-1840.950624,310,1.004478,False
-1164.865692,238,1.174896,False
-1260.267814,249,1.339915,False
-1249.239903,251,1.480097,False
-1685.848892,300,1.638171,False
-1572.220014,291,1.780569,False
-1590.571095,295,1.924078,False
-1476.502553,277,4.025363,False
-1697.147659,302,4.179869,False
-1404.410709,274,4.314646,False
-1182.01762,244,4.432469,False
-1546.571147,287,4.57745,False
-1352.326353,264,4.712878,False
-1627.425238,297,4.853855,False
-1432.359986,272,7.104516,False
-1699.507103,297,7.287189,False
-1769.89945,307,7.460174,False
-1357.999579,262,7.632246,False
-2368.905071,354,7.884159,False
-1241.758368,244,8.02122,False
-1189.511266,236,8.161123,False
-1381.626283,262,8.292319,False
-1697.28523,297,10.522114,False
-1342.160691,256,10.698408,False
-1257.680051,248,10.841256,False
-1098.213474,226,10.975101,False
-1617.734983,280,11.16183,False
-1529.196479,278,11.415572,False
-1652.505415,291,11.57472,False
-1192.543379,238,13.741749,False
-1167.811488,237,13.867932,False
-2260.585764,336,14.069935,False
-1382.830611,258,14.207309,False
-25423.457276,970,14.799705,False
-1207.93913,237,17.023005,False
-1169.630491,238,17.160401,False
-1470.40862,272,17.301274,False
-1525.101633,273,17.444119,False
-1180.704561,240,17.588737,False
-1116.678455,225,17.717809,False
-1088.435366,224,17.849881,False
-1349.999955,255,18.034417,False
-1095.418571,225,18.213138,False
-2474.182213,350,20.511901,False
-1278.701631,248,20.6481,False
-1329.528164,253,20.779203,False
-1127.573188,227,20.921705,False
-1219.54576,238,21.059225,False
-1337.219348,259,21.209097,False
-1363.574118,258,21.370557,False
-1316.688222,254,21.547872,False
-1145.094992,230,23.793748,False
-1390.120936,262,24.040121,False
-1190.058259,236,24.175338,False
-1830.98246,299,24.334393,False
-1854.472759,308,24.511061,False
-1528.960359,272,24.681539,False
-2315.969503,339,24.855009,False
-1375.461964,255,26.983501,False
-1117.77933,225,27.09945,False
