#{"t_start": 1764741947.3787148, "env_id": "None"}
r,l,t,success
6.955163,271,0.756856,False
18.936491,256,0.893367,False
8.41917,339,1.095274,False
0.52132,367,1.315553,False
14.842106,361,1.537634,False
1.642163,1397,4.476873,False
9.518038,357,4.700491,False
6.06617,273,4.858232,False
4.35282,314,5.013769,False
14.000301,290,7.298852,False
9.750397,280,7.442767,False
15.382608,265,7.592363,False
16.511635,305,7.760838,False
18.811151,367,7.974229,False
24.128474,316,8.183026,False
5.416022,337,8.407581,False
35.426843,333,10.571584,False
22.504233,307,10.741891,False
5.452415,284,10.945609,False
4.072818,307,11.179296,False
27.571464,315,11.400644,False
15.431065,307,11.562781,False
8.925451,313,13.927974,False
7.957564,319,14.131224,False
7.754554,304,14.332566,False
10.973823,275,14.510962,False
11.995998,317,14.684265,False
6.432607,289,14.821036,False
5.581055,269,14.954198,False
8.221426,330,17.246187,False
8.167926,278,17.390096,False
13.08837,304,17.574875,False
8.232128,284,17.769111,False
7.658329,269,17.915686,False
11.556239,312,18.102387,False
15.950431,304,18.356463,False
9.45827,300,20.654876,False
11.724659,281,20.843246,False
9.917682,315,21.033673,False
11.616893,313,21.234085,False
8.911375,281,21.420832,False
10.674008,298,21.605716,False
17.109209,340,21.838733,False
10.283735,290,24.146898,False
17.637032,306,24.341649,False
13.000869,312,24.513092,False
14.194882,311,24.683283,False
13.108881,287,24.846631,False
13.286433,303,25.008938,False
15.77582,329,25.228321,False
13.758093,305,27.532868,False
15.406047,311,27.722088,False
14.849464,329,27.922351,False
16.132157,304,28.11345,False
15.666942,320,28.342937,False
16.02961,324,28.533222,False
18.845646,307,30.738584,False
16.931962,325,30.919839,False
17.816153,317,31.144363,False
18.061591,322,31.353303,False
17.072673,323,31.55041,False
20.392658,319,31.775714,False
18.171278,313,34.048677,False
18.457713,317,34.261049,False
16.763645,313,34.491509,False
19.728896,323,34.696409,False
18.738603,320,34.872536,False
18.709351,322,35.096249,False
18.325947,320,35.311711,False
19.863801,324,37.58169,False
18.878282,320,37.808099,False
18.737556,320,37.993939,False
20.139961,314,38.163002,False
19.575266,324,38.319599,False
20.272822,323,38.486075,False
22.86094,325,40.789631,False
20.272351,326,40.983443,False
20.871099,320,41.22779,False
21.110507,328,41.524568,False
20.994631,327,41.708149,False
19.926988,324,41.872637,False
21.212133,326,42.036771,False
21.381359,329,44.299252,False
21.141041,328,44.473088,False
21.306196,328,44.643563,False
21.907822,330,44.815996,False
21.360248,328,45.003549,False
21.266013,328,45.174067,False
21.141296,328,47.50498,False
21.606762,329,47.760988,False
21.716218,328,47.947213,False
21.7768,330,48.190282,False
21.330947,327,48.36432,False
21.648731,329,48.543219,False
21.845273,330,50.776974,False
22.247341,329,50.965789,False
21.683828,329,51.135334,False
21.831723,329,51.30298,False
21.775127,330,51.550184,False
21.583736,330,51.745001,False
22.379403,331,54.049871,False
22.400915,331,54.260836,False
22.438871,331,54.495711,False
22.31652,329,54.695165,False
22.073285,330,54.888078,False
22.138407,330,55.053575,False
22.408742,331,57.281998,False
22.666004,332,57.517681,False
22.38788,331,57.724793,False
22.592954,331,58.008709,False
22.473409,331,58.23399,False
22.555006,331,58.419943,False
22.415983,331,58.602338,False
