#{"t_start": 1764741947.3717911, "env_id": "None"}
r,l,t,success
4.345361,272,0.764519,False
19.748148,313,0.950433,False
4.155519,303,1.113189,False
0.95767,331,1.31455,False
4.257148,277,1.469545,False
22.412528,301,1.651011,False
3.54317,253,3.911279,False
3.753757,312,4.086629,False
14.79539,371,4.31004,False
2.094506,406,4.589632,False
8.536416,297,4.762057,False
4.119515,271,4.9079,False
19.472147,278,5.045304,False
3.73317,340,7.359457,False
5.698628,274,7.501193,False
5.214885,340,7.699307,False
4.273505,259,7.832841,False
7.044978,295,8.013142,False
12.562439,357,8.254471,False
7.382766,315,10.417292,False
6.65181,339,10.618236,False
14.232543,348,10.828016,False
16.679882,316,11.06258,False
6.347901,273,11.291179,False
6.691284,288,11.45597,False
11.561544,290,11.609759,False
8.757156,298,13.965562,False
8.164311,297,14.157252,False
5.687674,267,14.337302,False
7.586397,274,14.515131,False
6.107723,269,14.663905,False
16.283936,352,14.833961,False
11.597419,305,14.985226,False
6.240089,282,17.252418,False
10.802636,316,17.416757,False
10.155138,319,17.620518,False
10.278242,320,17.827584,False
18.191352,273,17.970249,False
8.602281,301,18.17022,False
9.09789,315,18.435042,False
18.128589,296,20.739939,False
11.503377,328,20.930597,False
10.427843,306,21.122236,False
12.699692,309,21.315379,False
13.081723,291,21.504448,False
12.255282,302,21.709721,False
11.792408,295,21.938114,False
12.161193,299,24.219185,False
19.818378,314,24.405693,False
12.941339,313,24.578694,False
13.626355,332,24.761061,False
11.543929,289,24.925273,False
13.06043,307,25.098262,False
11.726793,296,27.425978,False
13.336183,303,27.592751,False
13.916514,298,27.780018,False
16.239336,302,27.962655,False
16.093971,320,28.179527,False
13.752146,307,28.394297,False
15.367243,309,28.569222,False
15.760137,300,30.768512,False
16.799343,314,30.949993,False
15.411455,309,31.16759,False
18.112276,317,31.369401,False
15.734488,315,31.564736,False
16.084954,321,31.794453,False
17.788366,322,34.067682,False
17.971143,322,34.315696,False
17.356326,315,34.519662,False
18.03416,322,34.717051,False
19.866997,327,34.895938,False
18.683012,324,35.126896,False
17.612406,311,35.337825,False
18.422836,318,37.60533,False
17.887227,317,37.82599,False
19.978108,326,38.015492,False
19.069162,323,38.186778,False
18.609033,314,38.337293,False
19.425633,324,38.506096,False
19.310154,322,40.809002,False
20.594777,326,41.009409,False
21.123539,326,41.284859,False
20.085658,325,41.545636,False
20.114564,324,41.728157,False
20.187001,326,41.889981,False
21.314004,326,44.143051,False
21.063717,328,44.317822,False
21.106414,327,44.491232,False
