#{"t_start": 1764741947.376711, "env_id": "None"}
r,l,t,success
9.867857,286,0.766711,False
3.764271,314,0.953693,False
3.874485,291,1.110078,False
3.201612,276,1.279492,False
4.016313,282,1.436035,False
9.018274,281,1.608529,False
9.697248,289,1.765364,False
16.313864,262,4.039525,False
11.328137,292,4.198982,False
4.280983,297,4.3928,False
7.136842,304,4.603909,False
12.272274,284,4.77074,False
2.268549,410,4.983273,False
4.798624,262,7.253874,False
22.063743,272,7.394834,False
5.952297,318,7.560009,False
9.770032,305,7.738165,False
7.174465,281,7.888626,False
4.307948,274,8.063394,False
6.314608,285,8.260589,False
9.758225,289,10.401059,False
5.491633,261,10.56672,False
23.282241,368,10.773727,False
4.987141,344,11.025735,False
7.186002,325,11.29391,False
12.663153,309,11.467384,False
6.610739,309,11.629486,False
6.048411,279,13.981342,False
12.24774,339,14.19959,False
10.335158,276,14.389891,False
7.680988,283,14.565864,False
10.35448,306,14.723824,False
9.736413,304,14.86889,False
13.928649,299,15.022665,False
13.296957,311,17.301772,False
9.082568,334,17.475706,False
14.210611,306,17.684295,False
14.360075,305,17.871669,False
8.100763,276,18.025455,False
11.086866,281,18.222637,False
7.890429,280,18.458321,False
12.614608,298,20.759872,False
10.6654,299,20.935359,False
12.924714,292,21.118098,False
8.44525,282,21.295247,False
16.175922,331,21.510593,False
10.635102,315,21.720948,False
13.217032,307,24.061913,False
11.122178,291,24.23508,False
12.875402,302,24.411546,False
12.165571,319,24.587023,False
12.579385,305,24.755094,False
11.026148,293,24.921533,False
14.413503,321,25.106899,False
15.165521,312,27.439176,False
18.138156,308,27.614621,False
16.009205,301,27.803031,False
15.107735,308,27.984715,False
19.025605,330,28.213406,False
15.543485,331,28.435093,False
20.591979,315,28.607587,False
16.394293,314,30.817226,False
18.020015,323,31.024415,False
15.731598,314,31.248508,False
18.30815,313,31.42642,False
15.895218,325,31.634682,False
16.917431,320,31.876141,False
17.994844,319,34.141117,False
19.697835,324,34.40034,False
19.734153,327,34.609992,False
19.513843,320,34.784666,False
18.805912,326,34.990669,False
18.701666,323,35.213622,False
18.894293,324,37.466232,False
19.976444,325,37.697962,False
20.243014,326,37.917799,False
19.933303,322,38.091701,False
20.095961,325,38.255496,False
18.989475,321,38.417202,False
19.951471,324,38.587404,False
21.950968,321,40.896444,False
19.668824,323,41.10698,False
20.763038,326,41.401385,False
21.040224,327,41.628979,False
21.349203,329,41.80524,False
20.932064,329,41.96947,False
21.242725,326,44.228956,False
20.884866,327,44.401032,False
21.156206,329,44.57377,False
20.996498,328,44.739252,False
21.58925,329,44.9305,False
21.349825,329,45.09797,False
21.372438,325,47.419821,False
21.515906,329,47.645888,False
22.581273,330,47.869519,False
21.615468,329,48.093363,False
21.482159,329,48.29296,False
21.829125,327,48.468488,False
21.363575,328,50.699315,False
21.57303,329,50.888816,False
21.993892,330,51.066118,False
22.047086,330,51.23132,False
22.271411,331,51.4222,False
22.016941,330,51.660514,False
22.009963,330,51.888586,False
22.079245,330,54.175148,False
22.344989,331,54.393265,False
22.443036,331,54.620534,False
22.519205,331,54.810395,False
22.328376,331,54.98774,False
22.23453,331,55.149916,False
22.458335,331,57.410801,False
22.430491,331,57.63391,False
22.399516,331,57.870696,False
22.59419,332,58.152343,False
22.407569,331,58.346307,False
22.67032,331,58.536112,False
22.456885,331,60.740217,False
22.551696,331,61.020984,False
22.651976,332,61.22729,False
22.603218,332,61.4169,False
22.64323,332,61.590682,False
22.535818,331,61.765076,False
22.681512,332,64.083373,False
22.736064,332,64.310552,False
22.622959,332,64.555172,False
22.639526,332,64.752189,False
