Step,Time,X,Y,Z,Vx,Vy,Vz,Roll,Pitch,Yaw,Thrust,GimbalYaw,GimbalPitch,Mass,Reward
22,0.23,499.2885760133291,8.713538618225443e-17,499.9571509999999,-3.1862931821480194,3.903886492860975e-16,-0.3726,0.0,90.0,180.0,6074558.602463338,0.0,0.0,7499430.295927136,0.05824742103481936
23,0.24,499.2566725845948,9.104433022787577e-17,499.9533439999999,-3.1943925647077855,3.9140025086599944e-16,-0.3888,-3.1805546814635168e-15,90.0,180.0,6074538.53970098,0.0,0.0,7499405.527166526,0.05814794505539393
24,0.25,499.22468816216866,9.496339236535769e-17,499.9493749999999,-3.2024919205172973,3.9241221807003103e-16,-0.40499999999999997,-3.1805546814635168e-15,90.0,180.0,6074518.477004887,0.0,0.0,7499380.75848772,0.05804776121951573
25,0.26,499.1926227463182,9.889257532667156e-17,499.94524399999995,-3.210591249576643,3.9342443166963375e-16,-0.42119999999999996,-3.1805546814635168e-15,90.0,180.0,6074498.414375054,0.0,0.0,7499355.989890721,0.05794687611527246
26,0.27,499.16047633731085,1.0283188207530573e-16,499.9409509999999,-3.218690551885911,3.944369997769156e-16,-0.4374,-3.1805546814635168e-15,90.0,180.0,6074478.351811484,0.0,0.0,7499331.221375524,0.05784529629458791
27,0.28,499.1282489354142,1.0678131686640425e-16,499.9364959999999,-3.2267898274451894,3.9545015055714063e-16,-0.45360000000000006,0.0,90.0,180.0,6074458.289314175,0.0,0.0,7499306.452942133,0.05774302827237759
28,0.29,499.0959405408957,1.107408883678102e-16,499.9318789999999,-3.234889076254567,3.964643842934104e-16,-0.46980000000000005,-3.1805546814635168e-15,90.0,180.0,6074438.226883128,0.0,0.0,7499281.684590545,0.05764007852574513
29,0.3,499.06355115402283,1.1471060877930156e-16,499.92709999999994,-3.242988298314132,3.9747980603553134e-16,-0.48599999999999993,0.0,90.0,180.0,6074418.164518341,0.0,0.0,7499256.916320762,0.057536453493218516
30,0.31,499.0310807750631,1.1869048597165373e-16,499.92215899999997,-3.251087493623973,3.984958542619367e-16,-0.5021999999999998,-3.1805546814635168e-15,90.0,180.0,6074398.102219817,0.0,0.0,7499232.148132781,0.05743215957402513
31,0.32,498.99852940428406,1.2268053185598981e-16,499.91705599999995,-3.259186662184178,3.9951376310164555e-16,-0.5183999999999996,0.0,90.0,180.0,6074378.039987553,0.0,0.0,7499207.380026603,0.05732720312740512
32,0.33,498.96589704195316,1.2668077423961436e-16,499.91179099999994,-3.2672858039948354,4.005355671752141e-16,-0.5345999999999995,-3.1805546814635168e-15,90.0,180.0,6074357.9778215485,0.0,0.0,7499182.612002229,0.057221590471962215
33,0.34,498.9331836883379,1.3069126363054218e-16,499.90636399999994,-3.275384919056034,4.0156359021870124e-16,-0.5507999999999994,-3.1805546814635168e-15,90.0,180.0,6074337.915721806,0.0,0.0,7499157.844059657,0.057115327885050804
34,0.35000000000000003,498.9003893437058,1.3471207358195579e-16,499.90077499999995,-3.2834840073678615,4.0259984327253735e-16,-0.5669999999999994,-3.1805546814635168e-15,90.0,180.0,6074317.853688323,0.0,0.0,7499133.076198888,0.057008421602199134
35,0.36,498.8675140083243,1.387432916291982e-16,499.895024,-3.2915830689304064,4.0364531963508785e-16,-0.5831999999999994,-3.1805546814635168e-15,90.0,180.0,6074297.7917211,0.0,0.0,7499108.3084199205,0.05690087781656712
36,0.37,498.8345576824609,1.4278501136863236e-16,499.88911099999996,-3.2996821037437574,4.047002171418908e-16,-0.5993999999999994,-3.1805546814635168e-15,90.0,180.0,6074277.729820136,0.0,0.0,7499083.540722756,0.05679270267843838
37,0.38,498.80152036638316,1.468373285357763e-16,499.88303599999995,-3.3077811118080023,4.057649330236024e-16,-0.6155999999999994,-3.1805546814635168e-15,90.0,180.0,6074257.667985433,0.0,0.0,7499058.773107392,0.05668390229474545
38,0.39,498.7684020603585,1.509003460579042e-16,499.87679899999995,-3.31588009312323,4.0684037850391336e-16,-0.6317999999999994,0.0,90.0,180.0,6074237.606216988,0.0,0.0,7499034.00557383,0.05657448272862742
39,0.4,498.73520276465445,1.5497417430363932e-16,499.87039999999996,-3.3239790476895283,4.07927239027791e-16,-0.6479999999999994,-3.1805546814635168e-15,90.0,180.0,6074217.544514802,0.0,0.0,7499009.238122067,0.05646444999901922
40,0.41000000000000003,498.70192247953844,1.5905893083138708e-16,499.863839,-3.3320779755069863,4.0902614188835173e-16,-0.6641999999999993,0.0,90.0,180.0,6074197.482878875,0.0,0.0,7498984.470752107,0.05635381008027162
41,0.42,498.668561205278,1.6315474018756293e-16,499.85711599999996,-3.3401768765756916,4.101378634226885e-16,-0.6803999999999993,0.0,90.0,180.0,6074177.421309207,0.0,0.0,7498959.703463946,0.05624256890180117
42,0.43,498.63511894214065,1.6726173121103862e-16,499.85023099999995,-3.348275750895733,4.112624401771176e-16,-0.6965999999999993,-3.1805546814635168e-15,90.0,180.0,6074157.359805796,0.0,0.0,7498934.936257586,0.05613073234776925
43,0.44,498.6015956903938,1.7138003087145524e-16,499.84318399999995,-3.356374598467198,4.12399449034379e-16,-0.7127999999999994,-3.1805546814635168e-15,90.0,180.0,6074137.298368645,0.0,0.0,7498910.169133026,0.056018306256789434
44,0.45,498.56799145030504,1.755097566929471e-16,499.83597499999996,-3.364473419290176,4.1354748129655497e-16,-0.7289999999999995,0.0,90.0,180.0,6074117.2369977515,0.0,0.0,7498885.402090265,0.055905296421662545
45,0.46,498.53430622214177,1.7965101585363325e-16,499.828604,-3.372572213364755,4.147060596362175e-16,-0.7451999999999995,0.0,90.0,180.0,6074097.175693115,0.0,0.0,7498860.635129305,0.055791708589138005
46,0.47000000000000003,498.5005400061715,1.8380391265224706e-16,499.82107099999996,-3.3806709806910233,4.1587504052007284e-16,-0.7613999999999995,0.0,90.0,180.0,6074077.114454737,0.0,0.0,7498835.868250143,0.0556775484597015
47,0.48,498.46669280266167,1.8796855325781488e-16,499.81337599999995,-3.3887697212690693,4.170549092644472e-16,-0.7775999999999995,0.0,90.0,180.0,6074057.053282616,0.0,0.0,7498811.10145278,0.0555628216873876
48,0.49,498.4327646118798,1.9214504689841941e-16,499.80551899999995,-3.3968684350989813,4.1824552387289354e-16,-0.7937999999999996,-3.1805546814635168e-15,90.0,180.0,6074036.992176753,0.0,0.0,7498786.334737215,0.05544753387961675
49,0.5,498.3987554340934,1.9633349579898533e-16,499.79749999999996,-3.4049671221808477,4.1944576329843094e-16,-0.8099999999999997,0.0,90.0,180.0,6074016.931137145,0.0,0.0,7498761.568103449,0.055331690597055845
50,0.51,498.3646652695699,2.0053399078436383e-16,499.789319,-3.4130657825147566,4.206546328384839e-16,-0.8261999999999997,0.0,90.0,180.0,6073996.870163795,0.0,0.0,7498736.801551482,0.05521529735350176
51,0.52,498.33049411857684,2.0474661497872057e-16,499.78097599999995,-3.4211644161007966,4.2187166292216773e-16,-0.8423999999999996,0.0,90.0,180.0,6073976.809256701,0.0,0.0,7498712.035081311,0.05509835961578674
52,0.53,498.2962419813816,2.0897145629694125e-16,499.77247099999994,-3.4292630229390557,4.2309860120275435e-16,-0.8585999999999994,0.0,90.0,180.0,6073956.748415862,0.0,0.0,7498687.268692939,0.054980882803705416
53,0.54,498.2619088582518,2.1320863242564933e-16,499.76380399999994,-3.437361603029623,4.2433931167225667e-16,-0.8747999999999991,0.0,90.0,180.0,6073936.687641281,0.0,0.0,7498662.502386363,0.05486287228996233
54,0.55,498.22749474945476,2.1745830137335615e-16,499.75497499999994,-3.4454601563725857,4.255977157451185e-16,-0.8909999999999989,0.0,90.0,180.0,6073916.626932954,0.0,0.0,7498637.736161584,0.05474433340013938
55,0.56,498.19299965525806,2.2172065520428654e-16,499.74598399999996,-3.4535586829680334,4.2687653493380163e-16,-0.9071999999999989,0.0,90.0,180.0,6073896.566290883,0.0,0.0,7498612.970018603,0.05462527141268249
56,0.5700000000000001,498.15842357592913,2.259959042297889e-16,499.73683099999994,-3.4616571828160536,4.2817688212077293e-16,-0.9233999999999989,-3.1805546814635168e-15,90.0,180.0,6073876.505715068,0.0,0.0,7498588.203957418,0.05450569155890708
57,0.58,498.1237665117355,2.3028426643109055e-16,499.7275159999999,-3.469755655916735,4.29499417009877e-16,-0.9395999999999988,-3.1805546814635168e-15,90.0,180.0,6073856.445205509,0.0,0.0,7498563.437978028,0.054385599023020925
58,0.59,498.08902846294455,2.3458597298528683e-16,499.7180389999999,-3.4778541022701654,4.308462059564896e-16,-0.9557999999999985,-3.1805546814635168e-15,90.0,180.0,6073836.384762203,0.0,0.0,7498538.672080435,0.054264998942164716
59,0.6,498.0542094298238,2.3890128017682264e-16,499.7083999999999,-3.485952521876434,4.322199288050476e-16,-0.9719999999999984,-3.1805546814635168e-15,90.0,180.0,6073816.324385152,0.0,0.0,7498513.906264637,0.05414389640646894
60,0.61,498.0193094126407,2.4323046739577084e-16,499.69859899999994,-3.4940509147356282,4.3362233020115717e-16,-0.9881999999999984,0.0,90.0,180.0,6073796.264074356,0.0,0.0,7498489.140530635,0.054022296459126734
61,0.62,497.98432841166283,2.47573823198885e-16,499.6886359999999,-3.502149280847837,4.350535121261794e-16,-1.0043999999999984,0.0,90.0,180.0,6073776.203829815,0.0,0.0,7498464.374878427,0.053900204096482066
62,0.63,497.9492664271575,2.5193162902578334e-16,499.6785109999999,-3.5102476202131485,4.3651219673801905e-16,-1.0205999999999984,0.0,90.0,180.0,6073756.143651526,0.0,0.0,7498439.609308016,0.05377762426813272
63,0.64,497.9141234593923,2.563041568403955e-16,499.6682239999999,-3.518345932831651,4.379977751059812e-16,-1.0367999999999984,0.0,90.0,180.0,6073736.083539493,0.0,0.0,7498414.843819397,0.05365456187704718
64,0.65,497.8788995086346,2.606916720295829e-16,499.6577749999999,-3.5264442187034333,4.395096758522342e-16,-1.0529999999999984,-3.1805546814635168e-15,90.0,180.0,6073716.023493712,0.0,0.0,7498390.078412574,0.053531021779695286
65,0.66,497.84359457515194,2.6509444023953197e-16,499.6471639999999,-3.534542477828583,4.4104864914107605e-16,-1.0691999999999982,-3.1805546814635168e-15,90.0,180.0,6073695.9635141855,0.0,0.0,7498365.3130875435,0.053407008786191694
66,0.67,497.80820865921174,2.695127415268441e-16,499.63639099999995,-3.542640710207189,4.4261657533162865e-16,-1.0853999999999981,0.0,90.0,180.0,6073675.903600911,0.0,0.0,7498340.5478443075,0.053282527660451794
67,0.68,497.77274176108153,2.739468721531345e-16,499.62545599999993,-3.5507389158393394,4.442145601214287e-16,-1.1015999999999981,0.0,90.0,180.0,6073655.843753889,0.0,0.0,7498315.782682865,0.05315758312035962
68,0.6900000000000001,497.7371938810287,2.7839713386792265e-16,499.6143589999999,-3.5588370947251224,4.458428557274935e-16,-1.1177999999999981,-3.1805546814635168e-15,90.0,180.0,6073635.783973121,0.0,0.0,7498291.017603216,0.05303217983794687
69,0.7000000000000001,497.70156501932075,2.8286383194137897e-16,499.6030999999999,-3.5669352468646265,4.475019844969562e-16,-1.1339999999999981,0.0,90.0,180.0,6073615.724258605,0.0,0.0,7498266.25260536,0.052906322439582903
70,0.71,497.66585517622514,2.8734727866096484e-16,499.59167899999994,-3.5750333722579404,4.49192727388683e-16,-1.1501999999999981,0.0,90.0,180.0,6073595.664610342,0.0,0.0,7498241.487689296,0.052780015506175185
71,0.72,497.6300643520093,2.918477965449883e-16,499.58009599999997,-3.583131470905152,4.509165215212997e-16,-1.1663999999999979,0.0,90.0,180.0,6073575.60502833,0.0,0.0,7498216.722855024,0.05265326357337921
72,0.73,497.59419254694075,2.963657261608456e-16,499.56835099999995,-3.5912295428063494,4.5267542369924945e-16,-1.1825999999999977,0.0,90.0,180.0,6073555.54551257,0.0,0.0,7498191.958102545,0.05252607113181831
73,0.74,497.5582397612869,3.0090143024295526e-16,499.55644399999994,-3.5993275879616213,4.5447189542490565e-16,-1.1987999999999974,0.0,90.0,180.0,6073535.486063061,0.0,0.0,7498167.193431858,0.05239844262731179
74,0.75,497.5222059953153,3.0545529806052294e-16,499.54437499999995,-3.607425606371056,4.563085505026124e-16,-1.2149999999999972,0.0,90.0,180.0,6073515.426679805,0.0,0.0,7498142.428842962,0.05227038246111199
75,0.76,497.4860912492933,3.1002774422028396e-16,499.53214399999996,-3.615523598034742,4.58188026191554e-16,-1.2311999999999972,0.0,90.0,180.0,6073495.367362799,0.0,0.0,7498117.664335858,0.05214189499014923
76,0.77,497.44989552348835,3.1461920788633444e-16,499.519751,-3.6236215629527675,4.601122621442659e-16,-1.2473999999999972,0.0,90.0,180.0,6073475.308112046,0.0,0.0,7498092.899910544,0.052012984527284124
77,0.78,497.41361881816795,3.192301419752572e-16,499.50719599999996,-3.631719501125221,4.620821750136727e-16,-1.2635999999999972,0.0,90.0,180.0,6073455.248927541,0.0,0.0,7498068.135567022,0.051883655341567435
78,0.79,497.3772611335996,3.238610029948271e-16,499.49447899999996,-3.63981741255219,4.640976464175795e-16,-1.2797999999999972,0.0,90.0,180.0,6073435.189809288,0.0,0.0,7498043.371305289,0.05175391165850647
79,0.8,497.3408224700506,3.285122464625143e-16,499.48159999999996,-3.647915297233764,4.661586904930716e-16,-1.2959999999999972,0.0,90.0,180.0,6073415.130757284,0.0,0.0,7498018.6071253475,0.05162375766033795
80,0.81,497.3043028277886,3.331843301406261e-16,499.46855899999997,-3.656013155170031,4.682657585427087e-16,-1.3121999999999971,0.0,90.0,180.0,6073395.071771532,0.0,0.0,7497993.843027195,0.051493197486306916
81,0.8200000000000001,497.26770220708096,3.3787771787670346e-16,499.455356,-3.6641109863610786,4.704197087100422e-16,-1.3283999999999971,6.3611093629270335e-15,90.0,180.0,6073375.012852028,0.0,0.0,7497969.079010833,0.05136223523295128
82,0.8300000000000001,497.23102060819514,3.425928847510664e-16,499.441991,-3.672208790806996,4.726218928901782e-16,-1.3445999999999971,6.3611093629270335e-15,90.0,180.0,6073354.953998775,0.0,0.0,7497944.31507626,0.05123087495439162
83,0.84,497.1942580313986,3.4733032179733073e-16,499.42846399999996,-3.680306568507871,4.74873990945341e-16,-1.3607999999999971,6.3611093629270335e-15,90.0,180.0,6073334.895211771,0.0,0.0,7497919.551223476,0.051099120662626035
84,0.85,497.1574144769587,3.5209053406919094e-16,499.41477499999996,-3.688404319463792,4.77176831938747e-16,-1.3769999999999971,0.0,90.0,180.0,6073314.836491017,0.0,0.0,7497894.787452482,0.050966976327829566
85,0.86,497.120489945143,3.568740235878979e-16,499.400924,-3.6965020436748475,4.795291377307869e-16,-1.3931999999999973,0.0,90.0,180.0,6073294.777836511,0.0,0.0,7497870.023763275,0.050834445878657944
86,0.87,497.0834844362189,3.6168127608709693e-16,499.386911,-3.704599741141126,4.819291917911751e-16,-1.4093999999999973,0.0,90.0,180.0,6073274.719248253,0.0,0.0,7497845.260155857,0.05070153320255532
87,0.88,497.04639795045387,3.665127614969234e-16,499.372736,-3.7126974118627154,4.843755258007094e-16,-1.4255999999999973,6.3611093629270335e-15,90.0,180.0,6073254.660726245,0.0,0.0,7497820.496630227,0.05056824214606574
88,0.89,497.00923048811535,3.713689396936632e-16,499.35839899999996,-3.7207950558397043,4.868677743704307e-16,-1.4417999999999973,0.0,90.0,180.0,6073234.602270484,0.0,0.0,7497795.733186385,0.05043457651514794
89,0.9,496.9719820494708,3.7625027144496944e-16,499.34389999999996,-3.7288926730721808,4.894064026168289e-16,-1.4579999999999973,-6.3611093629270335e-15,90.0,180.0,6073214.543880972,0.0,0.0,7497770.969824331,0.0503005400754934
90,0.91,496.93465263478765,3.8115722598084946e-16,499.329239,-3.7369902635602337,4.919924719739093e-16,-1.4741999999999973,0.0,90.0,180.0,6073194.485557708,0.0,0.0,7497746.206544063,0.050166136552847185
91,0.92,496.8972422443333,3.8609028046750444e-16,499.314416,-3.745087827303951,4.946263909146414e-16,-1.4903999999999973,-6.3611093629270335e-15,90.0,180.0,6073174.427300692,0.0,0.0,7497721.443345582,0.05003136963333141
92,0.93,496.8597508783753,3.9104991101705266e-16,499.29943099999997,-3.753185364303421,4.973074152980699e-16,-1.5065999999999975,0.0,90.0,180.0,6073154.369109922,0.0,0.0,7497696.680228889,0.0498962429637709
93,0.9400000000000001,496.82217853718095,3.9603658047762456e-16,499.28428399999996,-3.761282874558732,5.000337973683848e-16,-1.5227999999999977,6.3611093629270335e-15,90.0,180.0,6073134.3109854,0.0,0.0,7497671.917193982,0.049760760152021355
94,0.9500000000000001,496.7845252210178,4.010507277474488e-16,499.26897499999995,-3.7693803580699727,5.028025596935581e-16,-1.538999999999998,6.3611093629270335e-15,90.0,180.0,6073114.252927125,0.0,0.0,7497647.154240861,0.04962492476729892
95,0.96,496.7467909301533,4.0609276709081474e-16,499.25350399999996,-3.777477814837231,5.056119765939756e-16,-1.555199999999998,6.3611093629270335e-15,90.0,180.0,6073094.194935097,0.0,0.0,7497622.391369525,0.04948874034051173
96,0.97,496.7089756648548,4.111630982174503e-16,499.237871,-3.7855752448605955,5.084607428146143e-16,-1.571399999999998,1.2722218725854067e-14,90.0,180.0,6073074.137009316,0.0,0.0,7497597.628579976,0.04935221036459278
97,0.98,496.6710794253898,4.1626211049858213e-16,499.22207599999996,-3.7936726481401544,5.11348057356079e-16,-1.587599999999998,6.3611093629270335e-15,90.0,180.0,6073054.079149781,0.0,0.0,7497572.865872212,0.049215338294834036
98,0.99,496.63310221202573,4.213901850468565e-16,499.20611899999994,-3.801770024675996,5.142732116976281e-16,-1.603799999999998,1.2722218725854067e-14,90.0,180.0,6073034.021356492,0.0,0.0,7497548.1032462325,0.049078127549221556
99,1.0,496.59504402503,4.2654770096355886e-16,499.18999999999994,-3.8098673744682086,5.172362626884447e-16,-1.6199999999999979,6.3611093629270335e-15,90.0,180.0,6073013.963629449,0.0,0.0,7497523.340702038,0.04894058150877141
100,1.01,496.55690486467006,4.3173503454994144e-16,499.17371899999995,-3.8179646975168806,5.202365854821453e-16,-1.6361999999999979,6.3611093629270335e-15,90.0,180.0,6072993.905968651,0.0,0.0,7497498.578239629,0.04880270351786646
101,1.02,496.51868473121334,4.369525542846783e-16,499.15727599999997,-3.8260619938221003,5.232734109628365e-16,-1.6523999999999979,1.2722218725854067e-14,90.0,180.0,6072973.8483740995,0.0,0.0,7497473.815859003,0.048664496884593275
102,1.03,496.4803836249273,4.422006227226341e-16,499.14067099999994,-3.834159263383956,5.263463001669658e-16,-1.6685999999999979,6.3611093629270335e-15,90.0,180.0,6072953.790845793,0.0,0.0,7497449.053560162,0.04852596488107973
103,1.04,496.4420015460794,4.474796004648331e-16,499.1239039999999,-3.8422565062025362,5.294553173845425e-16,-1.6847999999999979,6.3611093629270335e-15,90.0,180.0,6072933.733383732,0.0,0.0,7497424.291343104,0.04838711074383239
104,1.05,496.403538494937,4.527898511312308e-16,499.1069749999999,-3.850353722277929,5.326009069429793e-16,-1.7009999999999978,6.3611093629270335e-15,90.0,180.0,6072913.675987915,0.0,0.0,7497399.529207829,0.04824793767407418
105,1.06,496.36499447176755,4.581317403225154e-16,499.0898839999999,-3.8584509116102232,5.357829649653155e-16,-1.7171999999999978,1.2722218725854067e-14,90.0,180.0,6072893.618658342,0.0,0.0,7497374.767154339,0.0481084488380817
106,1.07,496.3263694768385,4.635056306606211e-16,499.07263099999994,-3.8665480741995064,5.390011021301384e-16,-1.7333999999999978,6.3611093629270335e-15,90.0,180.0,6072873.561395015,0.0,0.0,7497350.005182631,0.047968647367522314
107,1.08,496.2876635104173,4.689118841840433e-16,499.0552159999999,-3.8746452100458675,5.422559216988059e-16,-1.7495999999999976,6.3611093629270335e-15,90.0,180.0,6072853.504197932,0.0,0.0,7497325.243292706,0.04782853635979081
108,1.09,496.24887657277134,4.743508776031613e-16,499.0376389999999,-3.8827423191493944,5.455493938966505e-16,-1.7657999999999974,6.3611093629270335e-15,90.0,180.0,6072833.447067092,0.0,0.0,7497300.481484562,0.04768811887834544
109,1.1,496.210008664168,4.798230089058508e-16,499.0198999999999,-3.890839401510176,5.488838312415527e-16,-1.7819999999999974,6.3611093629270335e-15,90.0,180.0,6072813.390002496,0.0,0.0,7497275.719758201,0.047547397953043295
110,1.11,496.17105978487484,4.853286958287227e-16,499.0019989999999,-3.8989364571283,5.522605868958677e-16,-1.7981999999999974,1.2722218725854067e-14,90.0,180.0,6072793.333004143,0.0,0.0,7497250.958113623,0.04740637658047489
111,1.12,496.13202993515915,4.908683612458359e-16,498.9839359999999,-3.907033486003855,5.556794365043362e-16,-1.8143999999999973,6.3611093629270335e-15,90.0,180.0,6072773.276072035,0.0,0.0,7497226.196550826,0.04726505772429774
112,1.1300000000000001,496.09291911528845,4.964424210547519e-16,498.96571099999994,-3.9151304881369295,5.591392337119309e-16,-1.8305999999999976,6.3611093629270335e-15,90.0,180.0,6072753.219206169,0.0,0.0,7497201.43506981,0.047123444315568974
113,1.1400000000000001,496.05372732553013,5.020512772487914e-16,498.9473239999999,-3.9232274635276116,5.626383406145901e-16,-1.8467999999999978,1.2722218725854067e-14,90.0,180.0,6072733.162406546,0.0,0.0,7497176.673670575,0.04698153925307682
114,1.1500000000000001,496.01445456615164,5.076953114194246e-16,498.9287749999999,-3.9313244121759894,5.661745128972663e-16,-1.862999999999998,1.2722218725854067e-14,90.0,180.0,6072713.105673166,0.0,0.0,7497151.912353121,0.04683934540367075
115,1.16,495.97510083742037,5.133748848554764e-16,498.9100639999999,-3.9394213340821516,5.697459345918287e-16,-1.879199999999998,6.3611093629270335e-15,90.0,180.0,6072693.049006028,0.0,0.0,7497127.151117446,0.0466968656025904
116,1.17,495.9356661396037,5.190903431263698e-16,498.89119099999994,-3.9475182292461866,5.733511505703673e-16,-1.895399999999998,1.2722218725854067e-14,90.0,180.0,6072672.992405131,0.0,0.0,7497102.389963552,0.04655410265379304
117,1.18,495.8961504729691,5.248420160024849e-16,498.87215599999996,-3.9556150976681823,5.769887305384378e-16,-1.911599999999998,1.2722218725854067e-14,90.0,180.0,6072652.935870478,0.0,0.0,7497077.628891439,0.04641105933027951
118,1.19,495.856553837784,5.306302234204027e-16,498.85295899999994,-3.963711939348227,5.806580694594956e-16,-1.927799999999998,1.2722218725854067e-14,90.0,180.0,6072632.879402067,0.0,0.0,7497052.867901105,0.04626773837441861
119,1.2,495.8168762343158,5.364552829890431e-16,498.83359999999993,-3.9718087542864096,5.843592674234762e-16,-1.943999999999998,2.5444437451708134e-14,90.0,180.0,6072612.822999896,0.0,0.0,7497028.106992551,0.046124142498269856
120,1.21,495.777117662832,5.423175192848605e-16,498.81407899999994,-3.979905542482818,5.880936579075129e-16,-1.9601999999999977,1.2722218725854067e-14,90.0,180.0,6072592.766663967,0.0,0.0,7497003.346165776,0.04598027438390429
