#{"t_start": 1764740506.492776, "env_id": "None"}
r,l,t,success
75.953191,279,0.93687,False
81.121653,268,1.136301,False
72.024562,236,1.326265,False
69.261712,242,1.475796,False
72.066083,234,1.604429,False
80.895635,309,1.768223,False
77.387061,273,1.901314,False
72.079251,242,4.1404,False
72.926108,253,4.266064,False
90.450851,331,4.429126,False
73.354886,245,4.555279,False
84.688704,301,4.704651,False
72.126,244,4.828454,False
77.554478,275,4.968584,False
68.336599,239,5.091376,False
72.740715,264,7.365775,False
75.832973,252,7.554052,False
74.280674,267,7.724086,False
73.208054,260,7.910715,False
74.301963,268,8.108777,False
71.732789,235,8.24224,False
74.532214,286,8.400954,False
74.141965,278,8.539947,False
76.595342,263,10.790596,False
78.930735,286,10.950052,False
79.12478,293,11.156591,False
69.115595,231,11.29535,False
70.423069,245,11.439042,False
68.035817,233,11.634948,False
80.71126,294,11.8964,False
73.632272,227,12.043087,False
73.357016,241,14.29654,False
77.548079,265,14.439391,False
75.684292,240,14.580331,False
78.626907,291,14.757617,False
78.486287,280,14.914302,False
78.116976,267,15.056849,False
77.056519,264,15.212333,False
76.14457,280,17.473519,False
81.469318,293,17.743152,False
76.340792,276,17.915392,False
74.427354,266,18.090515,False
72.691677,241,18.231167,False
72.364472,253,18.357528,False
76.728346,254,18.500026,False
75.729343,240,18.644857,False
73.48258,262,20.884845,False
80.431741,288,21.073437,False
82.45152,285,21.233922,False
74.646155,264,21.38423,False
81.011984,276,21.521205,False
73.936518,254,21.644084,False
80.391596,273,21.780809,False
72.98833,240,21.911619,False
76.453935,270,24.073685,False
85.377248,293,24.264088,False
71.488552,256,24.421613,False
73.840827,242,24.554486,False
76.702221,267,24.692735,False
71.970017,251,24.813543,False
69.148361,236,24.958904,False
71.850337,241,25.084855,False
78.764812,265,27.331413,False
76.023765,253,27.458511,False
79.565027,269,27.600882,False
71.027245,239,27.720856,False
75.786462,249,27.856452,False
83.72485,265,27.991456,False
84.006892,281,28.143771,False
80.347088,260,28.324597,False
85.169217,279,30.592402,False
77.70766,273,30.73595,False
80.788052,280,30.89831,False
75.529083,263,31.039721,False
81.840485,284,31.201754,False
76.81265,263,31.371085,False
71.710755,240,31.522156,False
81.482962,274,33.774076,False
92.655054,297,33.992397,False
89.014697,289,34.171443,False
83.038488,273,34.412485,False
85.933221,284,34.649782,False
74.137748,239,34.793095,False
88.976751,296,34.951427,False
87.764612,290,35.093194,False
88.779745,282,37.384122,False
76.013185,247,37.521819,False
80.66275,271,37.691771,False
83.184435,259,37.835207,False
80.201481,262,37.977458,False
76.825265,252,38.12832,False
87.257416,275,38.317468,False
82.193899,269,40.6938,False
76.212315,251,40.847537,False
88.576866,279,41.016101,False
72.332085,237,41.227606,False
87.594896,278,41.410971,False
76.563493,254,41.565529,False
77.715025,247,41.715761,False
81.82627,250,41.868562,False
82.257428,267,44.097022,False
81.047329,262,44.277261,False
79.500402,257,44.450998,False
81.314349,259,44.607421,False
82.701088,269,44.77986,False
93.909564,285,44.993563,False
83.038521,266,45.163422,False
90.53783,290,45.329782,False
83.786653,262,47.619008,False
84.397784,269,47.775354,False
90.966215,278,47.920735,False
88.514145,275,48.052929,False
80.269139,259,48.186827,False
78.05743,254,48.322098,False
94.095017,286,48.49461,False
86.93397,274,50.777585,False
94.833712,289,50.971057,False
80.163163,256,51.148139,False
91.189537,278,51.362624,False
95.001614,293,51.559653,False
82.592755,254,51.701129,False
93.725034,279,51.856908,False
86.747453,268,51.994331,False
77.864924,245,54.155612,False
92.575776,277,54.331673,False
95.66986,279,54.47341,False
94.122482,281,54.615196,False
81.569075,257,54.748852,False
87.665009,269,54.931042,False
84.920572,265,55.142418,False
99.777883,288,55.321019,False
95.775497,281,57.639773,False
101.421547,288,57.826494,False
91.344094,274,57.983646,False
85.354343,262,58.131812,False
97.131482,285,58.270516,False
85.597857,263,58.39645,False
94.495937,291,58.541937,False
97.215302,285,60.795301,False
88.087874,265,60.939221,False
93.334296,275,61.10417,False
86.398621,267,61.251948,False
98.046373,284,61.428583,False
83.063667,261,61.572738,False
97.237088,283,61.717352,False
92.315089,275,63.989444,False
100.940537,286,64.157508,False
98.194188,285,64.337856,False
90.889865,274,64.527574,False
100.762819,288,64.692452,False
92.012349,274,64.859846,False
91.873931,269,64.999021,False
100.547091,287,65.151195,False
97.852797,281,67.435667,False
98.274987,281,67.582358,False
101.063843,287,67.73711,False
100.146862,286,67.913385,False
103.180725,287,68.067492,False
101.260685,288,68.238487,False
99.933394,284,68.423805,False
102.048043,287,70.785603,False
102.581492,287,70.929757,False
99.41809,283,71.071767,False
98.61176,281,71.223694,False
99.571138,281,71.41254,False
103.129682,286,71.570886,False
93.492996,273,71.735812,False
102.074839,288,74.173286,False
103.570809,287,74.340536,False
104.138553,290,74.556959,False
103.191761,288,74.763566,False
103.80949,287,74.942068,False
106.307536,289,75.162229,False
105.436489,288,75.429847,False
