#{"t_start": 1764740506.492993, "env_id": "None"}
r,l,t,success
76.656868,294,0.947726,False
70.975392,249,1.131871,False
72.941648,229,1.314326,False
80.010036,314,1.508664,False
74.921915,274,1.660804,False
74.66244,278,1.801134,False
71.611408,261,1.931328,False
73.974612,260,4.179936,False
71.228802,232,4.291464,False
70.735191,245,4.41406,False
73.479629,275,4.554384,False
75.086548,262,4.684188,False
72.569723,272,4.822162,False
78.475524,296,4.974649,False
83.756819,314,5.133485,False
74.257903,279,7.434644,False
82.232023,323,7.646283,False
82.210828,301,7.86869,False
73.760853,261,8.068801,False
74.667338,248,8.214845,False
76.80886,292,8.378327,False
71.033834,259,8.509661,False
74.030103,233,10.740764,False
79.989265,296,10.901051,False
77.159459,292,11.097945,False
72.093819,241,11.253888,False
74.407445,247,11.390875,False
72.619996,235,11.576719,False
69.282129,235,11.782179,False
73.561206,260,11.98938,False
70.137496,243,14.248957,False
70.224217,231,14.366744,False
73.148788,238,14.503725,False
74.63499,251,14.651333,False
69.623769,235,14.794115,False
73.231742,258,14.93581,False
72.665318,236,15.062609,False
81.416049,303,15.244079,False
84.080231,309,17.61224,False
86.703405,300,17.800475,False
72.986898,247,17.950301,False
65.196216,221,18.097369,False
73.339727,238,18.236572,False
80.093805,282,18.381224,False
79.220001,253,18.520024,False
84.080246,288,18.69332,False
76.095739,265,20.928718,False
78.3394,266,21.112095,False
71.817882,254,21.256932,False
71.022722,239,21.390549,False
73.185002,246,21.511197,False
70.322682,242,21.630007,False
75.574049,262,21.759567,False
74.350066,261,21.899248,False
68.779692,231,24.029334,False
69.681973,238,24.188206,False
79.110484,271,24.366529,False
76.753699,267,24.511373,False
70.177603,231,24.634803,False
75.12519,256,24.762527,False
79.314929,263,24.915863,False
91.543966,314,25.081092,False
70.052989,240,27.3157,False
71.434688,236,27.430115,False
67.806717,231,27.55795,False
87.040606,294,27.704575,False
74.11139,245,27.836076,False
87.88846,300,27.991243,False
78.781005,271,28.138361,False
73.307896,233,28.285541,False
74.988252,249,30.556479,False
83.489145,280,30.704636,False
71.084718,238,30.842045,False
75.985655,262,30.98311,False
84.15952,277,31.13869,False
78.008492,271,31.300604,False
77.959955,273,31.48212,False
79.669386,266,31.625912,False
81.811366,273,33.922189,False
87.510025,292,34.103829,False
74.188543,249,34.325397,False
79.887077,269,34.542917,False
76.495494,252,34.726701,False
81.988471,275,34.873071,False
73.055001,244,34.998041,False
75.730416,243,37.260201,False
79.603947,268,37.40514,False
81.780284,279,37.563296,False
79.188791,255,37.724209,False
75.108871,244,37.85538,False
76.339308,245,37.990382,False
84.074163,271,38.154914,False
74.64615,243,38.322678,False
75.367304,252,40.689173,False
75.015628,242,40.837148,False
78.808467,260,40.993685,False
77.588884,252,41.210476,False
93.434574,289,41.401779,False
78.04677,253,41.559028,False
84.559683,274,41.727799,False
77.46758,252,41.877799,False
94.256981,296,44.128054,False
91.804349,286,44.336068,False
80.131288,248,44.486601,False
90.068021,285,44.660209,False
91.67087,277,44.850217,False
79.969272,258,45.046342,False
91.984968,284,45.217129,False
89.757991,278,45.371261,False
78.894843,252,47.662217,False
80.837123,264,47.805264,False
82.974207,259,47.940598,False
87.130896,274,48.073032,False
81.333873,260,48.207239,False
94.345792,282,48.368034,False
75.724652,245,48.508533,False
85.901939,267,50.795668,False
89.357256,274,50.97382,False
84.177414,268,51.160499,False
88.073543,272,51.369953,False
89.18164,274,51.555127,False
83.380107,261,51.700929,False
90.202084,277,51.855412,False
95.09648,286,52.001632,False
77.537193,239,54.161999,False
91.319932,277,54.338153,False
94.652105,286,54.481212,False
94.052307,281,54.624294,False
77.986019,248,54.75357,False
87.706378,270,54.939756,False
99.092549,289,55.161089,False
91.789357,277,57.467971,False
82.038863,260,57.640396,False
83.825319,264,57.812577,False
89.110294,272,57.969748,False
93.999001,279,58.127463,False
86.47357,268,58.258471,False
93.312149,279,58.392016,False
100.932196,288,58.536086,False
87.139305,269,60.777969,False
92.417869,274,60.928107,False
100.747346,290,61.101748,False
93.407908,276,61.255022,False
95.351419,279,61.428378,False
88.321262,270,61.578492,False
97.20807,289,61.72477,False
86.190676,264,63.992127,False
101.57962,285,64.159408,False
94.949187,280,64.336573,False
99.26891,283,64.533081,False
98.414889,283,64.693649,False
98.034802,284,64.865865,False
92.231235,270,65.004905,False
97.840166,281,65.156675,False
98.158571,282,67.439267,False
101.927678,288,67.591946,False
85.224847,259,67.728399,False
99.446417,283,67.90299,False
100.357281,284,68.058119,False
83.779564,255,68.203434,False
90.971989,271,68.374868,False
100.724072,287,70.75062,False
102.000211,285,70.897628,False
98.173145,280,71.035216,False
101.137537,283,71.187104,False
101.832477,287,71.369716,False
103.605111,287,71.53694,False
100.586955,284,71.703832,False
101.670051,285,74.145046,False
104.453001,288,74.311175,False
104.855791,288,74.520634,False
105.812673,289,74.721608,False
104.128753,288,74.907432,False
106.223251,289,75.125044,False
104.975578,288,75.383088,False
