#{"t_start": 1764741920.5479481, "env_id": "None"}
r,l,t,success
4.860077,261,0.822494,False
2.084452,316,1.009819,False
14.900425,254,1.143371,False
15.347786,255,1.281118,False
4.149497,270,1.430713,False
3.804081,387,1.625136,False
24.687146,337,3.739955,False
9.586003,349,3.904708,False
11.634108,253,4.028899,False
4.423327,268,4.159586,False
4.695223,348,4.325889,False
4.737083,269,4.491463,False
5.453584,357,4.67033,False
5.986796,325,7.018205,False
14.734992,269,7.17237,False
8.419074,356,7.367275,False
8.827276,375,7.554869,False
7.036479,317,7.721365,False
10.512332,263,7.86316,False
11.86836,337,10.147499,False
7.190245,297,10.384875,False
8.109399,280,10.556765,False
11.776932,312,10.757381,False
10.146398,348,10.97609,False
8.058649,330,11.221362,False
7.631531,340,11.499428,False
21.422691,316,13.979339,False
10.035506,303,14.183901,False
12.767153,313,14.360546,False
9.788419,288,14.533,False
8.358531,282,14.711774,False
14.014266,273,14.958037,False
10.81142,301,15.150603,False
16.983286,321,17.536266,False
10.665488,296,17.760652,False
11.793619,304,17.926676,False
10.217983,316,18.095943,False
13.621721,311,18.260352,False
10.401117,302,18.426247,False
11.351814,292,20.704039,False
13.884748,324,21.06282,False
15.192915,309,21.309461,False
15.392786,329,21.491424,False
13.51744,294,21.656034,False
