#{"t_start": 1764741920.547379, "env_id": "None"}
r,l,t,success
2.456918,347,0.866963,False
6.147121,264,1.027748,False
4.095309,259,1.170174,False
3.76836,267,1.309409,False
6.148673,287,1.465251,False
2.309446,343,1.637694,False
4.415871,280,1.778534,False
4.432112,367,3.898334,False
8.584329,266,4.028412,False
6.241668,264,4.157064,False
5.228377,304,4.301311,False
7.6113,286,4.474939,False
3.39605,328,4.639188,False
3.904899,292,6.95193,False
10.004584,263,7.117864,False
6.8656,280,7.272691,False
9.86748,326,7.440881,False
8.46218,267,7.576269,False
5.622583,326,7.749455,False
9.140061,278,7.896923,False
5.673656,286,10.158632,False
8.107968,302,10.398816,False
8.373927,331,10.600393,False
21.166899,309,10.802015,False
7.235275,269,10.966343,False
7.036458,299,11.157616,False
7.257238,275,11.418935,False
15.09911,287,13.876679,False
9.875643,324,14.109051,False
13.282979,296,14.288843,False
13.451356,334,14.484475,False
8.782851,282,14.652262,False
15.543744,303,14.896003,False
13.014487,293,15.108514,False
9.534604,322,17.488678,False
12.515045,305,17.726309,False
12.640274,332,17.91224,False
10.767492,303,18.075716,False
12.70462,309,18.237619,False
25.692114,327,18.418049,False
12.837837,306,18.592397,False
12.780845,307,21.047389,False
12.639581,306,21.296098,False
18.764737,307,21.465947,False
12.837174,302,21.637019,False
