#{"t_start": 1764738967.574018, "env_id": "None"}
r,l,t,success
-2464.83299,265,1.007598,False
-2008.310722,239,1.174374,False
-2472.713069,261,1.325514,False
-2060.19642,246,1.468411,False
-2060.837565,239,1.615083,False
-2107.518104,247,1.764537,False
-2487.225739,259,1.91944,False
-2404.937208,253,2.064684,False
-2110.444692,244,4.463693,False
-3448.714407,296,4.631346,False
-2692.120832,270,4.840638,False
-2517.337875,261,5.00382,False
-2140.807961,244,5.214949,False
-2527.959404,262,5.494819,False
-3743.527456,308,5.728227,False
-2942.460724,282,8.081737,False
-2038.531414,239,8.254224,False
-2566.489146,258,8.456919,False
-2993.06237,278,8.633692,False
-2470.690863,256,8.78463,False
-2214.240778,248,8.925904,False
-2691.764375,264,9.077413,False
-2013.114192,234,9.213394,False
-3929.455293,311,11.772564,False
-1911.855921,228,11.90975,False
-2877.19501,272,12.090825,False
-2481.186138,258,12.249514,False
-2042.053483,237,12.390254,False
-4883.006174,343,12.635346,False
-1963.245499,232,12.82517,False
-3110.122772,280,13.000071,False
-1934.35383,226,15.430818,False
-2718.731182,260,15.621873,False
-1866.331684,221,15.798773,False
-2659.109172,257,15.966683,False
-2258.20064,244,16.138843,False
-2157.084219,235,16.363858,False
-3829.007557,307,16.634901,False
-1966.917599,229,16.784099,False
-3455.790563,292,19.275336,False
-2036.203308,232,19.429565,False
-4519.660726,334,19.67122,False
-3630.375731,292,19.865245,False
-2528.92649,253,20.01472,False
-2667.549816,257,20.160065,False
-2462.965384,248,20.304465,False
-2106.271078,236,20.448851,False
-2640.614255,253,22.987093,False
-1910.929858,222,23.180672,False
-5351.749408,343,23.471357,False
-3255.594691,282,23.71353,False
-3395.398509,286,23.93118,False
-1913.379894,224,24.06724,False
-2903.961803,268,24.235603,False
-1898.616106,225,26.69521,False
-1976.252883,230,26.836948,False
-2104.019201,228,26.967334,False
-2317.016523,237,27.105719,False
-2502.820903,248,27.254938,False
-2739.962939,258,27.405407,False
-2329.13371,239,27.543529,False
-2655.161703,257,27.686474,False
-3484.418781,282,27.864952,False
-2134.549653,231,30.457105,False
-4049.769821,305,30.637087,False
-1938.905574,224,30.774429,False
-1987.52491,223,30.906621,False
-1820.323113,217,31.029802,False
-2104.381157,233,31.192486,False
-2006.660297,227,31.325238,False
-2993.526681,265,31.478137,False
-4926.976391,332,34.111135,False
-2614.987052,250,34.274276,False
-5894.194522,358,34.484481,False
-3671.255104,285,34.645393,False
-4625.740136,326,34.835022,False
-2609.428095,252,34.974667,False
-4872.160865,328,35.157328,False
-1802.631468,214,37.589939,False
-4251.152639,310,37.849907,False
-2932.015459,264,38.020016,False
-1802.958723,219,38.189649,False
-1838.225422,218,38.375531,False
-1868.876302,220,38.579873,False
-1955.552828,222,38.726898,False
-3388.440342,278,38.897277,False
-2669.803342,252,41.388082,False
-1830.980702,218,41.548225,False
-3572.22954,284,41.767861,False
-2066.375695,229,41.915955,False
-2845.172871,255,42.096372,False
-2029.790063,233,42.241081,False
-2057.26184,225,42.394518,False
-2391.764265,240,42.547957,False
-4703.387182,328,45.1594,False
-1796.281404,216,45.319812,False
-1978.719781,225,45.47969,False
-2323.873496,239,45.630395,False
-2568.842733,248,45.792808,False
-3076.342352,268,45.96774,False
-2739.838746,257,46.120359,False
-2663.730958,253,46.269355,False
-2608.751892,247,46.45711,False
-2681.241358,249,49.002614,False
-1869.399437,224,49.176505,False
-1882.508564,221,49.320116,False
-3505.244227,283,49.526674,False
-1763.037181,215,49.665776,False
-1931.285316,217,49.797861,False
-2241.545448,232,49.935207,False
-2257.43562,233,50.072796,False
-2290.179612,237,50.207484,False
-6336.141047,364,52.87679,False
-1744.205982,214,53.002961,False
-2938.734634,270,53.199518,False
-3884.523263,297,53.429858,False
-2175.109392,239,53.590661,False
-1829.044031,225,53.731377,False
-2206.314102,236,53.876457,False
-4270.792435,316,56.481809,False
-1800.481735,215,56.655699,False
-1864.256711,219,56.834662,False
-1756.165398,212,56.965068,False
-2096.210265,233,57.10515,False
-1921.216068,219,57.233491,False
-1792.225151,216,57.360073,False
-1833.867586,215,57.485436,False
-2035.581146,226,57.618996,False
-2689.279038,257,60.154561,False
-1833.407536,229,60.292622,False
-2643.274618,260,60.446432,False
-2613.259604,251,60.591222,False
-2255.269804,235,60.732849,False
-1742.406418,212,60.859308,False
-2460.514773,246,61.032326,False
-1805.834032,215,61.172927,False
-2093.727912,227,61.33044,False
-1732.239646,219,63.837441,False
-1923.984382,227,63.97875,False
-2223.493719,237,64.112855,False
-1790.834112,214,64.259735,False
-1833.881872,219,64.413318,False
-2551.673408,256,64.603949,False
-1832.965909,216,64.739948,False
-1906.367581,218,64.872782,False
-2018.109867,226,65.009908,False
-1775.425426,214,67.493336,False
-1749.744848,208,67.640165,False
-1957.720122,223,67.802172,False
-2459.318948,256,67.988356,False
-2343.727182,249,68.146693,False
-1821.38204,215,68.272192,False
-1705.31611,210,68.392953,False
-3109.193043,288,68.580784,False
-4146.586675,323,71.18818,False
-2284.389352,232,71.34804,False
-4033.455063,316,71.542901,False
-1972.617901,222,71.678791,False
-1810.75201,210,71.836762,False
-1850.634656,225,71.983814,False
-1684.486091,204,72.109125,False
-1919.202217,214,72.235271,False
-2100.547561,240,72.38329,False
-1901.801538,219,74.878845,False
-1798.210708,216,75.092018,False
-1771.706661,219,75.237425,False
-1737.528952,216,75.368032,False
-1734.432517,216,75.494719,False
-1785.942664,222,75.63077,False
-1823.91979,211,75.753624,False
-2170.782906,230,75.891207,False
-2812.141146,267,76.072574,False
-1793.809314,212,76.20356,False
-2062.98485,236,78.731383,False
-2984.012548,294,78.90515,False
-1808.715125,217,79.03063,False
-1977.288446,217,79.157546,False
-1700.090787,208,79.280703,False
-1917.589448,213,79.433769,False
-2523.142608,257,79.586054,False
-1796.454677,211,79.736491,False
-1955.953193,234,82.280989,False
-1785.720343,205,82.401795,False
-2488.446422,260,82.551164,False
-1752.803328,208,82.667241,False
-1748.618859,204,82.804392,False
-1824.419675,221,82.947763,False
-1870.732252,212,83.067742,False
-1746.075982,206,83.20695,False
-1798.779953,215,83.359693,False
-1737.700116,205,83.514731,False
-1715.686267,205,86.090668,False
-1706.147523,207,86.208893,False
-2379.614088,248,86.346028,False
-1772.350245,222,86.477893,False
-1712.433344,203,86.585962,False
-1796.00296,219,86.704524,False
-1788.812199,212,86.850493,False
-1896.991224,212,86.978466,False
-2514.881895,268,87.129713,False
-1893.826512,220,89.658609,False
-1756.103997,209,89.783126,False
-1724.105718,206,89.909415,False
-1795.835007,218,90.038558,False
-1832.604337,211,90.162584,False
-1747.47875,208,90.305909,False
-1764.718856,208,90.444236,False
-1739.786858,207,90.564659,False
-1722.898844,205,90.695001,False
-1803.618125,222,90.849562,False
-1780.055447,214,93.450232,False
-1787.504538,231,93.585825,False
-1809.992389,228,93.716885,False
-1695.377617,202,93.844366,False
-1831.799798,231,94.003948,False
-1742.790457,209,94.128048,False
-1771.987416,208,94.248245,False
-1812.457927,213,94.387902,False
-1907.957927,211,94.540456,False
-1768.774864,208,97.084875,False
-1738.593606,206,97.214406,False
-2332.674994,233,97.347555,False
-1685.986883,200,97.467793,False
-1749.242336,214,97.601855,False
-1897.429503,225,97.731102,False
-1710.225215,203,97.852616,False
-1857.253394,239,98.000603,False
-1724.335441,202,98.115603,False
-1799.0274,206,98.236856,False
-1941.308622,237,100.659324,False
-2879.822093,280,100.844728,False
-1660.198791,202,101.009082,False
-1758.557948,209,101.159875,False
-1740.1464,205,101.284806,False
-1743.48922,203,101.427925,False
-1734.423286,201,101.578401,False
-2570.185535,273,101.834175,False
-1826.259061,216,101.974423,False
-1711.585928,203,104.488494,False
-1663.076086,201,104.612565,False
-1687.173301,206,104.742271,False
-1761.766147,207,104.887541,False
-1723.44903,205,105.032483,False
-1779.328773,219,105.186557,False
-1723.087149,202,105.310137,False
-1769.207395,204,105.438887,False
-1687.291437,203,105.55625,False
-2330.859468,261,105.702375,False
-1725.270754,208,108.236546,False
-1812.18727,232,108.372994,False
-1689.502265,202,108.489725,False
-1768.42501,212,108.606447,False
-1741.028156,209,108.71904,False
-1645.905511,198,108.833236,False
-1671.18442,201,108.944699,False
-1725.450901,203,109.054625,False
-1890.134241,239,109.192077,False
-2060.795584,229,111.709502,False
-2950.771317,286,111.998879,False
-1710.840286,200,112.143922,False
-2180.570107,247,112.315739,False
-1772.520227,233,112.454418,False
-1703.638593,201,112.592629,False
-1709.28829,212,112.731474,False
-1804.273035,231,112.882281,False
-1684.130885,199,113.024129,False
-1673.430678,200,115.521286,False
-1786.220608,212,115.697809,False
-1726.013232,205,115.852725,False
-1740.480185,206,115.978749,False
-1697.542786,200,116.102745,False
-1799.88631,225,116.301895,False
-1711.080962,205,116.47657,False
-1795.083827,225,116.657834,False
-1713.26853,202,116.789788,False
-1741.581806,205,116.92505,False
-1757.33966,216,119.404563,False
-2108.494077,249,119.551219,False
-1684.217172,199,119.673737,False
-1841.259283,227,119.828794,False
-1719.62633,203,119.950409,False
-1813.240105,231,120.090879,False
-1696.78325,200,120.239049,False
-1822.10827,230,120.413233,False
-1688.28353,202,120.618898,False
-1785.621584,214,120.761352,False
-1688.96211,205,123.189618,False
-1742.475485,218,123.341191,False
-1725.679529,204,123.503333,False
-1667.816763,200,123.640346,False
-1714.253437,204,123.789808,False
-1783.121568,206,123.938455,False
-1728.080909,204,124.143602,False
-1760.766298,212,124.289149,False
-1675.830855,203,124.411296,False
-1708.233398,200,124.531698,False
-1856.662582,230,127.023622,False
-1705.203529,203,127.158151,False
-1799.45286,229,127.317711,False
-1739.491768,209,127.477563,False
-2295.782679,240,127.670133,False
-1807.03367,227,127.815269,False
-1692.002094,202,127.942392,False
-1707.240229,205,128.065924,False
-1696.832426,203,128.196915,False
-1980.113246,240,130.714471,False
-1706.447676,203,130.848954,False
-1711.433661,204,130.973665,False
-1681.775954,203,131.094721,False
-1678.368198,198,131.217474,False
-1669.6061,199,131.329201,False
-1677.203639,200,131.439127,False
-1659.735979,200,131.548244,False
-1684.622816,200,131.656405,False
-1841.324996,232,131.826958,False
-1780.285657,228,134.485129,False
-2295.747607,272,134.674584,False
-1766.706717,228,134.822064,False
-1696.694431,209,134.947538,False
-1793.51955,228,135.088186,False
-1671.106167,199,135.226729,False
-1667.619999,203,135.36862,False
-1800.680168,231,135.511175,False
-1660.348409,203,135.633402,False
-2164.183615,245,138.203025,False
-1687.664679,203,138.321386,False
-1688.607657,203,138.439739,False
-1706.979176,205,138.562738,False
-1677.114988,202,138.687457,False
-2215.596114,240,138.851576,False
-1647.716554,198,139.018023,False
-1740.948107,206,139.169046,False
-1686.003028,202,139.299004,False
-1701.315859,203,139.438919,False
-1739.202285,218,141.920911,False
-1689.625729,203,142.043163,False
-1686.499388,201,142.166117,False
-1818.179426,225,142.300426,False
-1661.780396,200,142.41883,False
-1755.164554,223,142.55377,False
-1784.089632,227,142.734371,False
-1744.149526,219,142.922271,False
-1750.573881,221,143.072563,False
-1723.593619,208,145.587708,False
-1730.162236,214,145.714922,False
-1652.731498,196,145.833623,False
-1784.713289,214,145.964742,False
-1640.32756,197,146.106843,False
-1695.023205,211,146.241385,False
-1671.508901,200,146.37066,False
-1653.888573,201,146.508941,False
-1754.554397,220,146.668962,False
-1694.214801,210,146.812936,False
-1661.528484,198,149.288577,False
-1659.902804,200,149.415923,False
-1792.677632,210,149.545231,False
-1713.382401,214,149.680645,False
-1663.626903,198,149.799638,False
-1690.402203,200,149.951579,False
-1737.551285,219,150.095287,False
-1739.122272,218,150.224803,False
-1650.624487,198,150.345521,False
-1731.108119,217,150.475524,False
-1668.451899,198,152.901673,False
-1697.993213,201,153.044471,False
-1794.569354,218,153.205457,False
-1681.791725,200,153.365985,False
-1686.034266,201,153.516871,False
-1701.141803,201,153.639774,False
-1728.288803,204,153.761322,False
-1680.213251,201,153.871725,False
-1648.580062,199,153.982376,False
-1696.930045,201,154.093736,False
-1686.573901,202,156.550902,False
-1697.855242,199,156.661583,False
-1748.625689,220,156.784379,False
-1739.260743,205,156.900681,False
-1663.432887,199,157.009545,False
-1705.856866,203,157.144007,False
-1689.282226,200,157.271042,False
-1800.614431,223,157.404111,False
-1714.859729,201,157.541783,False
-1640.490831,198,157.6926,False
-1724.924763,204,160.231602,False
-1660.907131,200,160.362565,False
-1750.697854,214,160.490555,False
-1691.961281,202,160.612586,False
-1653.793948,198,160.728683,False
-1626.356327,197,160.853746,False
-1745.470713,219,160.984923,False
-1665.638301,202,161.103398,False
