#{"t_start": 1764738967.574024, "env_id": "None"}
r,l,t,success
-2455.369839,259,1.002929,False
-2974.096155,283,1.194778,False
-2759.675768,278,1.357398,False
-3132.962224,293,1.534047,False
-3348.805034,298,1.7129,False
-3017.489088,286,1.883907,False
-3769.27785,305,2.060895,False
-3663.078597,306,4.492432,False
-2504.812613,260,4.644786,False
-2111.315269,244,4.82622,False
-2395.797776,260,4.999049,False
-2569.096469,258,5.22104,False
-1923.685083,235,5.479835,False
-2028.821962,241,5.655547,False
-1893.179662,236,5.820406,False
-2506.313702,260,8.173902,False
-2155.325568,243,8.35555,False
-1885.950839,233,8.522999,False
-2733.177008,269,8.6915,False
-3397.203402,302,8.863997,False
-2504.509266,260,9.013794,False
-2260.750932,246,9.156853,False
-2250.430696,248,9.297867,False
-1950.885262,231,11.818037,False
-2012.4013,235,11.962046,False
-2264.281373,246,12.125204,False
-1931.98337,230,12.2614,False
-2121.950837,240,12.407733,False
-3608.671822,296,12.621091,False
-2280.617256,248,12.822205,False
-2190.267899,243,12.975129,False
-3163.447484,288,15.442471,False
-1898.697659,223,15.609123,False
-2021.256112,237,15.79786,False
-2026.694765,231,15.950693,False
-1979.578766,232,16.107221,False
-3985.338618,308,16.397589,False
-2312.848487,246,16.618771,False
-2008.301797,230,16.7672,False
-1988.781107,227,19.216833,False
-3636.322161,296,19.411208,False
-3088.29856,274,19.612891,False
-1894.180168,225,19.760743,False
-4488.354901,328,19.968786,False
-2064.024622,228,20.09795,False
-2469.70756,253,20.247547,False
-1888.313308,223,20.37706,False
-2293.106531,239,22.905462,False
-4511.228183,322,23.161675,False
-3158.346909,274,23.375464,False
-3149.200004,274,23.602011,False
-2907.905877,262,23.835277,False
-4434.837842,324,24.049038,False
-1898.073172,226,24.182816,False
-1926.878759,221,24.335898,False
-2009.952526,226,26.787917,False
-2086.946599,234,26.924589,False
-3694.36026,299,27.098133,False
-1783.67143,217,27.230226,False
-1997.748218,223,27.357727,False
-2247.406362,238,27.493438,False
-5659.978636,350,27.693936,False
-4239.431566,311,27.897151,False
-1818.756454,217,30.473891,False
-2424.91115,247,30.62017,False
-4215.352948,314,30.810532,False
-2595.269703,256,30.960357,False
-2995.166303,264,31.125929,False
-1850.381572,215,31.262406,False
-3831.475758,297,31.43406,False
-1921.435377,222,31.581656,False
-3008.115259,262,34.16854,False
-3537.403358,283,34.343585,False
-2917.522601,262,34.493687,False
-2283.96456,236,34.627663,False
-1873.207702,218,34.752451,False
-4298.434326,309,34.929969,False
-2181.705101,238,35.059062,False
-2292.233963,233,35.190117,False
-2439.713889,244,37.658185,False
-5082.056695,337,37.927165,False
-2272.524656,233,38.087953,False
-2578.50112,248,38.279101,False
-3028.485075,266,38.535794,False
-4571.011113,323,38.759046,False
-1839.637305,216,38.885451,False
-5316.016166,337,41.434085,False
-2347.262178,241,41.617594,False
-3336.66542,273,41.819497,False
-1871.196888,221,41.972541,False
-2729.710962,256,42.140585,False
-3613.881415,283,42.324757,False
-1913.747351,218,42.467135,False
-1918.469356,222,42.610303,False
-1964.068476,224,42.747899,False
-2192.860888,231,45.324939,False
-1748.877849,213,45.476908,False
-2457.030186,240,45.627889,False
