#{"t_start": 1764738967.574016, "env_id": "None"}
r,l,t,success
-1965.575074,236,0.98856,False
-2894.81722,279,1.18056,False
-3359.354056,297,1.351524,False
-2905.26884,281,1.521115,False
-2318.604084,253,1.672049,False
-3075.680234,285,1.845794,False
-3225.462989,290,2.015095,False
-2986.584822,284,4.438616,False
-2618.123063,270,4.587699,False
-4014.111386,322,4.813878,False
-2461.632288,260,4.991013,False
-2202.122162,248,5.17861,False
-3507.853972,305,5.510995,False
-2107.563774,244,5.697473,False
-2790.435864,269,8.045441,False
-3292.326486,294,8.25685,False
-2097.046474,243,8.447069,False
-2518.590758,259,8.611917,False
-1946.464125,230,8.752563,False
-3636.826742,303,8.922588,False
-1909.347354,232,9.058439,False
-1946.748273,231,9.190346,False
-2935.361519,281,11.726295,False
-3269.06053,292,11.907111,False
-2206.102933,242,12.068461,False
-2543.089865,257,12.228101,False
-2180.253062,241,12.369386,False
-2448.898281,252,12.549979,False
-3539.30584,294,12.784574,False
-2194.567286,240,12.936258,False
-2469.77609,252,15.386418,False
-3339.796886,291,15.587412,False
-2129.054071,236,15.779878,False
-4276.166486,320,15.988109,False
-2580.390941,259,16.173526,False
-1929.896113,226,16.403667,False
-1962.687884,230,16.612555,False
-1947.536791,230,16.761707,False
-3082.51192,278,19.244822,False
-2183.638411,238,19.401639,False
-1838.821251,217,19.558435,False
-1941.800644,227,19.718121,False
-4507.069906,331,19.92948,False
-3943.205022,305,20.102747,False
-3712.17823,301,20.279004,False
-2188.986723,239,20.422832,False
-4036.373862,308,23.041708,False
-3575.243627,291,23.231855,False
-2283.403183,241,23.442679,False
-2583.085888,253,23.65281,False
-2151.619334,232,23.855531,False
-2672.332389,259,24.024928,False
-1948.742536,223,24.157067,False
-2260.173536,239,24.320686,False
-4787.032281,330,26.836996,False
-4639.177767,321,27.021495,False
-4263.265391,310,27.205289,False
-2659.34285,252,27.352963,False
-3604.490602,288,27.520424,False
-2000.238233,226,27.648199,False
-3166.99158,269,27.800008,False
-1989.609601,226,30.405717,False
-2338.004167,239,30.544367,False
-2840.446589,261,30.703058,False
-5039.12205,339,30.905632,False
-1915.716876,225,31.034556,False
-2542.997543,251,31.208704,False
-1860.091435,221,31.336047,False
-4028.572544,306,31.516788,False
-2003.99848,227,34.080681,False
-2517.972553,248,34.246918,False
-3789.85167,292,34.42065,False
-2750.522724,261,34.569497,False
-1906.43729,221,34.693476,False
-3873.335641,298,34.865583,False
-2399.534295,240,34.998135,False
-2882.792065,257,35.141819,False
-4367.150432,323,37.653424,False
-1833.021607,216,37.840642,False
-3801.352162,289,38.028605,False
-1781.409824,219,38.19884,False
-1804.555917,217,38.385366,False
-3344.476182,278,38.626634,False
-3376.03017,275,38.810011,False
-2231.560233,240,38.946254,False
-2356.46076,239,41.438118,False
-2014.573733,232,41.614845,False
-2000.142439,220,41.782911,False
-3484.184814,295,41.985868,False
-1846.464215,220,42.129474,False
-2597.613198,256,42.292956,False
-1890.237558,221,42.44086,False
-2645.680214,250,42.600898,False
-3588.193656,280,45.19557,False
-1779.402748,216,45.345578,False
-1812.781101,212,45.493489,False
-2166.40616,238,45.641021,False
-3304.610855,284,45.834491,False
-2824.541816,257,45.993748,False
-2655.271694,250,46.141412,False
-3348.298049,275,46.314117,False
-2279.169899,243,46.501026,False
-2313.09449,237,49.034793,False
-1867.766371,215,49.197298,False
-1835.179794,213,49.340446,False
-1929.298952,221,49.504636,False
-2708.05668,254,49.668365,False
-2918.256837,261,49.827524,False
-2272.765995,237,49.965677,False
-2551.987475,254,50.114829,False
-2779.116751,261,52.712841,False
-1897.020651,219,52.848725,False
-2301.378197,233,52.985406,False
-1891.743595,228,53.149938,False
-4542.778209,319,53.395592,False
-2797.609496,256,53.571347,False
-1751.395432,212,53.701937,False
