#{"t_start": 1764906071.93121, "env_id": "None"}
r,l,t,success,semi_success
-39.427756,354,1.086742,False,False
-92.350899,279,1.318161,False,False
-36.920018,349,1.631985,False,False
-92.288219,319,1.902494,False,False
-91.91137,292,2.174119,False,False
-86.434508,316,2.424518,False,False
-41.688627,340,2.733176,False,False
-29.62192,337,3.022668,False,False
-91.366678,283,3.249896,False,False
-92.060662,282,3.487281,False,False
-36.386093,344,3.759149,False,False
-39.920015,352,4.029866,False,False
-92.680895,281,19.225157,False,False
-87.642358,329,19.613215,False,False
-40.858619,336,19.880527,False,False
-40.447468,349,20.209899,False,False
-89.599301,288,20.453012,False,False
-81.126107,312,20.718374,False,False
-41.932411,336,21.003952,False,False
-90.550802,264,21.284306,False,False
-89.294514,326,21.568211,False,False
-91.684011,303,21.836922,False,False
-92.635841,278,22.188384,False,False
-39.716523,340,22.552685,False,False
-39.366889,344,22.846756,False,False
-30.669346,337,38.174713,False,False
-88.025252,295,38.413712,False,False
-33.535144,345,38.714369,False,False
-33.568897,330,38.988766,False,False
-39.503507,338,39.263706,False,False
-92.728567,288,39.539234,False,False
-89.879797,280,39.809861,False,False
-91.365411,282,40.079661,False,False
-87.333849,292,40.414594,False,False
-40.552413,358,40.72231,False,False
-39.40513,352,40.997554,False,False
-83.847893,312,41.262893,False,False
-92.233433,293,41.534777,False,False
-87.644117,280,57.047206,False,False
-32.591018,358,57.389394,False,False
-39.599333,354,57.704239,False,False
-31.443335,352,57.997336,False,False
-79.415377,322,58.327563,False,False
-90.190375,294,58.591408,False,False
-85.568434,310,58.842704,False,False
-34.367113,345,59.131228,False,False
-38.243206,356,59.447326,False,False
-89.203815,288,59.763959,False,False
-93.276541,264,60.053153,False,False
-34.123534,342,60.34032,False,False
-29.112061,393,60.693578,False,False
-35.653581,372,76.418221,False,False
-88.964374,346,76.723359,False,False
-38.595195,349,77.01196,False,False
-34.638478,368,77.297428,False,False
-40.303285,359,77.582619,False,False
-38.927714,352,77.850787,False,False
-37.817308,360,78.132701,False,False
-37.167317,357,78.406656,False,False
-39.025227,345,78.672959,False,False
-90.614852,319,78.939713,False,False
-87.53364,305,79.190962,False,False
-36.31634,364,94.075895,False,False
-88.973625,303,94.314122,False,False
-89.513706,307,94.543359,False,False
-87.320012,311,94.785375,False,False
-39.239407,356,95.057215,False,False
-36.338675,368,95.339028,False,False
-86.84572,281,95.584592,False,False
-34.232634,366,95.903329,False,False
-88.340159,300,96.236504,False,False
-37.58998,369,96.5704,False,False
-88.897119,311,96.822507,False,False
-37.811447,382,97.126482,False,False
-89.343884,307,97.434852,False,False
-87.841722,355,112.243151,False,False
-87.27711,331,112.519491,False,False
-87.7303,324,112.79293,False,False
-34.719739,404,113.116226,False,False
-88.205253,336,113.441899,False,False
-86.892693,355,113.761244,False,False
-86.161575,333,114.068371,False,False
-88.148215,302,114.333534,False,False
-87.756762,367,114.635171,False,False
-87.489421,373,114.948054,False,False
-87.447045,312,115.218246,False,False
-34.525538,402,115.540897,False,False
-87.566464,317,131.130295,False,False
-87.742341,348,131.500469,False,False
-87.944033,326,131.814903,False,False
-86.930451,317,132.084828,False,False
-86.248857,342,132.393935,False,False
-88.14325,344,132.715465,False,False
-34.26739,403,133.17726,False,False
-86.666688,353,133.587287,False,False
-32.628276,403,133.927953,False,False
-84.762844,317,134.210588,False,False
-87.044842,364,134.551577,False,False
-36.381102,412,150.539507,False,False
-87.553631,339,150.820366,False,False
-84.897457,311,151.098695,False,False
-88.685796,349,151.396856,False,False
-35.75038,383,151.72665,False,False
-86.869938,322,152.019684,False,False
-37.045943,396,152.369756,False,False
-86.85069,362,152.699883,False,False
-33.36246,390,153.147305,False,False
-31.699456,377,153.623029,False,False
-36.271086,390,154.011296,False,False
-87.292479,333,154.309797,False,False
-86.954253,385,170.760423,False,False
-85.476895,353,171.059793,False,False
-86.886209,364,171.386249,False,False
-88.320172,322,171.725264,False,False
-87.962385,322,172.052236,False,False
-36.050881,395,172.508078,False,False
-34.909148,385,172.906033,False,False
-35.763392,398,173.245653,False,False
-86.115521,370,173.558791,False,False
-86.831345,347,173.836159,False,False
-37.041123,382,174.216737,False,False
-87.693092,310,189.383563,False,False
-86.934644,329,189.683952,False,False
-33.70456,408,190.062959,False,False
-86.828135,311,190.396095,False,False
-86.447228,383,190.775815,False,False
-87.1726,338,191.036425,False,False
-86.025517,321,191.276675,False,False
-87.377919,334,191.524875,False,False
-36.132879,392,191.84677,False,False
-32.781162,392,192.164417,False,False
-86.655926,345,192.434787,False,False
-35.087428,388,207.872792,False,False
-84.414538,398,208.61813,False,False
-86.113191,393,209.763787,False,False
-86.755288,374,210.567412,False,False
-85.175826,386,210.956962,False,False
-86.578743,352,211.403901,False,False
-86.364,370,211.841007,False,False
-86.931469,377,212.214731,False,False
-32.632346,400,212.626733,False,False
-88.401305,304,212.937505,False,False
-87.267666,368,213.326514,False,False
-87.541376,322,230.714452,False,False
-85.403687,383,231.208629,False,False
-86.400662,371,231.859339,False,False
-85.723058,322,232.224971,False,False
-87.102081,320,232.531522,False,False
-86.690337,303,232.846708,False,False
-87.217053,312,233.155066,False,False
-85.160059,397,233.558885,False,False
-86.638737,338,233.923741,False,False
-87.029873,316,234.356236,False,False
-86.933425,327,234.712841,False,False
-88.004153,323,235.106391,False,False
-86.562548,329,235.455969,False,False
-85.597992,372,253.939264,False,False
-85.298861,326,254.327971,False,False
-86.962651,347,254.709292,False,False
-87.190098,340,255.078017,False,False
-87.406745,353,255.591416,False,False
-87.359447,345,256.001935,False,False
-84.626509,344,256.349591,False,False
-86.86497,359,256.719652,False,False
-87.170349,334,257.070303,False,False
-85.896351,363,257.475321,False,False
-86.129911,337,258.040986,False,False
-86.710636,327,275.879748,False,False
-87.020207,325,276.232045,False,False
-86.534417,344,276.625638,False,False
-87.21026,326,277.022149,False,False
-87.876355,327,277.427912,False,False
-83.230548,384,277.952148,False,False
-87.480453,305,278.275117,False,False
-86.660978,303,278.603524,False,False
-85.676264,383,279.004555,False,False
-83.111169,415,279.466009,False,False
-86.643242,349,279.787495,False,False
-86.037891,335,280.121791,False,False
-85.998491,366,298.069741,False,False
-86.417702,345,298.437766,False,False
-85.319637,367,298.803613,False,False
-85.779881,357,299.181105,False,False
-85.796869,332,299.52893,False,False
-85.996184,325,299.883422,False,False
-84.578532,387,300.397665,False,False
-85.857844,334,300.781217,False,False
-86.3503,331,301.118741,False,False
-85.816344,345,301.477669,False,False
-85.91503,343,301.828596,False,False
-86.425729,349,302.182455,False,False
-86.106292,343,321.248623,False,False
-86.619389,318,321.755901,False,False
-86.202493,345,322.125779,False,False
