#{"t_start": 1764906071.9095612, "env_id": "None"}
r,l,t,success,semi_success
-92.702881,283,1.038914,False,False
-40.822274,352,1.341454,False,False
-92.164936,295,1.612428,False,False
-42.19476,333,1.893807,False,False
-93.100564,284,2.158351,False,False
-92.768329,294,2.391664,False,False
-91.08216,285,2.644062,False,False
-41.325078,349,2.94318,False,False
-92.313611,289,3.186462,False,False
-32.962917,343,3.469353,False,False
-41.026011,347,3.746575,False,False
-38.932358,338,4.009979,False,False
-41.273122,344,19.253521,False,False
-81.73897,326,19.639121,False,False
-39.563796,350,19.917503,False,False
-30.140523,339,20.240476,False,False
-35.986458,335,20.519159,False,False
-37.787347,352,20.823463,False,False
-37.81912,351,21.129259,False,False
-38.651438,356,21.492137,False,False
-90.986401,286,21.732105,False,False
-40.133643,354,22.126121,False,False
-91.443387,315,22.499978,False,False
-40.119799,347,22.800388,False,False
-92.711043,289,23.035683,False,False
-92.086374,285,38.31894,False,False
-37.003575,352,38.614422,False,False
-87.895151,340,38.907285,False,False
-88.405188,345,39.184205,False,False
-35.891,351,39.507705,False,False
-38.384709,357,39.849725,False,False
-91.071021,279,40.121604,False,False
-90.539729,287,40.448341,False,False
-92.093203,306,40.711872,False,False
-35.687049,344,40.978326,False,False
-93.229815,273,41.207808,False,False
-40.587354,350,41.516936,False,False
-39.321023,349,57.112485,False,False
-35.052741,377,57.458503,False,False
-91.586437,295,57.725082,False,False
-89.234964,279,57.956545,False,False
-89.859258,287,58.217924,False,False
-88.416018,274,58.502009,False,False
-90.807004,316,58.766326,False,False
-91.813555,285,58.993354,False,False
-88.116829,289,59.248322,False,False
-89.372795,307,59.526144,False,False
-39.911821,348,59.920819,False,False
-34.991348,366,60.26478,False,False
-40.220039,351,60.565448,False,False
-89.62855,289,76.181329,False,False
-86.695545,313,76.499291,False,False
-88.611847,304,76.763909,False,False
-31.77848,360,77.060749,False,False
-91.522479,281,77.276966,False,False
-89.679957,346,77.552075,False,False
-35.054382,385,77.848435,False,False
-38.366038,356,78.122728,False,False
-32.795604,352,78.397153,False,False
-89.916251,312,78.631791,False,False
-28.979808,368,78.94004,False,False
-85.155584,344,79.222825,False,False
-90.794631,286,79.458747,False,False
-38.707448,353,94.324554,False,False
-34.81857,397,94.619388,False,False
-88.236715,349,94.894752,False,False
-90.083437,299,95.122353,False,False
-34.7231,380,95.414875,False,False
-90.680604,293,95.669271,False,False
-35.36889,366,96.018293,False,False
-38.20054,365,96.405396,False,False
-38.029185,364,96.704264,False,False
-35.420878,383,97.010681,False,False
-86.954468,341,97.297688,False,False
-84.369706,341,112.142788,False,False
-37.100937,374,112.444545,False,False
-85.606333,306,112.710432,False,False
-32.630334,412,113.043132,False,False
-85.327164,357,113.38233,False,False
-88.38012,319,113.653077,False,False
-87.010767,294,113.936776,False,False
-85.287957,304,114.200594,False,False
-88.904696,318,114.473027,False,False
-84.308382,397,114.807314,False,False
-87.865417,320,115.071339,False,False
-88.91605,295,115.334066,False,False
-83.132611,398,130.946843,False,False
-87.188551,328,131.265036,False,False
-87.36232,371,131.661825,False,False
-87.184176,314,131.948505,False,False
-85.939984,391,132.27965,False,False
-87.250294,316,132.581566,False,False
-87.3825,364,132.93142,False,False
-35.533907,389,133.411826,False,False
-35.211861,390,133.795715,False,False
-35.094937,379,134.111942,False,False
-86.595617,384,134.48285,False,False
-86.257749,316,134.755033,False,False
-86.434144,313,150.653921,False,False
-86.756889,310,150.916311,False,False
-86.250046,341,151.218608,False,False
-86.811298,329,151.499574,False,False
-36.914241,391,151.838981,False,False
-34.758423,390,152.197129,False,False
-32.992601,388,152.529201,False,False
-86.908286,378,152.920014,False,False
-86.887329,320,153.311815,False,False
-86.54182,320,153.707057,False,False
-87.593135,357,154.050565,False,False
-86.710098,318,154.334709,False,False
-86.319019,351,170.757036,False,False
-87.044639,326,171.035253,False,False
-86.486297,344,171.342605,False,False
-30.974279,404,171.752368,False,False
-86.189844,324,172.081601,False,False
-86.961828,356,172.497707,False,False
-87.286887,326,172.847623,False,False
-87.208737,313,173.122374,False,False
-87.601802,335,173.405767,False,False
-34.629755,392,173.725408,False,False
-24.780568,427,174.117668,False,False
-85.240419,328,189.32125,False,False
-30.914884,412,189.686243,False,False
-87.350242,356,190.01691,False,False
-86.33596,381,190.414713,False,False
-87.164421,360,190.77649,False,False
-86.357225,345,191.044227,False,False
-87.720702,305,191.271935,False,False
-87.676604,326,191.515342,False,False
-87.270627,366,191.814912,False,False
-87.430455,323,192.077284,False,False
-87.003705,327,192.332334,False,False
-36.665844,391,192.635525,False,False
-88.866834,356,208.14618,False,False
-87.032011,354,209.13036,False,False
-86.595004,358,210.239068,False,False
-35.587542,399,210.774833,False,False
-87.084246,345,211.087937,False,False
-35.723257,402,211.624491,False,False
-86.810375,322,212.00032,False,False
-88.292703,381,212.351904,False,False
-88.087997,319,212.6851,False,False
-87.772481,367,213.052695,False,False
-87.457168,344,213.422199,False,False
-87.892744,327,230.825371,False,False
-84.848836,378,231.378467,False,False
-87.271869,329,231.922505,False,False
-86.013299,374,232.335623,False,False
-87.484346,359,232.679268,False,False
-86.854416,372,233.056367,False,False
-87.626611,325,233.378386,False,False
-86.826606,345,233.740622,False,False
