#{"t_start": 1764628579.8160498, "env_id": "None"}
r,l,t
-5617.429261,168,789.620645
-139.687718,1,789.621087
-162.893499,1,789.62147
-146.658397,1,789.621854
-140.295461,1,789.62223
-2765.08995,142,789.671551
-9640.504073,308,789.768865
-138.85582,1,789.769316
-1679.001792,91,789.797904
-4460.486172,179,789.856544
-165.675808,1,789.856981
-130.450633,1,789.857361
-376.591556,5,789.858964
-143.383354,1,789.859353
-3718.764177,216,789.927523
-161.317068,1,789.92801
-14041.329101,424,790.067114
-148.698055,1,790.067576
-156.532566,1,790.067969
-150.602969,1,790.068354
-9702.763099,323,791.057496
-156.446887,1,791.05795
-6620.062372,118,791.100974
-3776.288383,98,791.136868
-141.999717,1,791.137436
-138.868512,1,791.137858
-136.278743,1,791.138264
-6150.233445,119,791.180167
-156.91667,1,791.180667
-155.430216,1,791.181082
-139.3339,1,791.181475
-4164.737825,76,791.206403
-136.457999,1,791.206876
-8049.914376,216,791.322063
-11586.636788,210,791.434927
-139.905938,1,791.435435
-144.746025,1,791.435869
-143.700793,1,791.436255
-140.287129,1,791.43663
-4048.406658,170,791.501341
-7644.790299,240,791.59978
-139.657882,1,791.600287
-3688.198332,274,791.702072
-11064.710982,332,791.819331
-149.724561,1,791.819802
-145.302923,1,791.820193
-152.843743,1,791.820579
-6446.992578,158,791.878532
-5024.432431,190,792.982658
-137.189608,1,792.983874
-9114.860628,216,793.06474
-141.660081,1,793.065199
-5247.040659,182,793.4145
-163.824857,1,793.415288
-6138.4852,235,793.500797
-11005.02364,205,793.605546
-144.610425,1,793.606057
-155.635233,1,793.606463
-2776.850138,203,793.684272
-135.294113,1,793.68475
-152.217328,1,793.685159
-152.195868,1,793.685548
-162.30977,1,793.685948
-5002.712943,198,793.756479
-155.279088,1,793.756935
-163.633629,1,793.757326
-3237.512888,80,793.786479
-158.552097,1,793.787118
-153.934541,1,793.787634
-144.138854,1,793.788089
-142.226878,1,793.78876
-10252.937441,334,793.908515
-2131.972134,66,793.934039
-139.617516,1,793.934535
-5206.774259,286,795.052147
-6911.605293,383,795.189766
-152.961465,1,795.190256
-3705.586318,158,795.246795
-10393.67045,197,795.315649
-151.864988,1,795.316104
-149.259186,1,795.31649
-2084.877711,170,795.374839
-134.499206,1,795.375348
-138.704964,1,795.375758
-8108.668059,352,795.498798
-157.102184,1,795.499249
-147.014944,1,795.499631
-140.937636,1,795.500014
-11585.046039,502,795.676223
-152.707917,1,795.676676
-161.408224,1,795.677503
-139.743042,1,795.678226
-143.357928,1,795.678975
-9549.585552,319,796.766823
-152.180245,1,796.767287
-156.354853,1,796.767673
-4667.71593,161,796.824472
-156.516001,1,796.82491
-141.939581,1,796.825297
-158.638415,1,796.825687
-1560.492898,50,796.843712
-147.352509,1,796.844241
-150.713359,1,796.844663
-4235.788023,141,796.891933
-5889.796019,130,796.936074
-140.788321,1,796.936525
-140.971574,1,796.936919
-4142.771451,74,796.960923
-3414.806084,180,797.023688
-160.124756,1,797.024174
-12212.687713,355,797.147755
-146.099435,1,797.148194
-141.341997,1,797.148586
-2132.46872,106,797.187496
-149.584184,1,797.18793
-492.344935,11,797.191411
-159.516195,1,797.191783
-9429.674547,216,797.268085
-164.645612,1,797.268584
-146.133007,1,797.268978
-7906.440857,305,797.374403
-6583.111978,140,798.321883
-6626.288615,113,798.360856
-155.220383,1,798.361402
-13895.63615,262,798.449982
-8087.190459,169,798.508785
-148.091332,1,798.509245
-137.340375,1,798.509659
-144.459151,1,798.510501
-3848.893002,125,798.551286
-144.100405,1,798.55178
-145.570785,1,798.55216
-130.487904,1,798.552538
-157.374142,1,798.552931
-134.963283,1,798.553311
-149.1772,1,798.553692
-8771.984256,234,798.632619
-5335.655194,269,798.726427
-137.258881,1,798.727189
-7096.238055,411,798.871582
-4222.976803,173,798.930343
-142.861692,1,798.930815
-160.279532,1,798.93121
-146.925814,1,798.931633
-3560.158899,162,798.992497
-131.646536,1,798.993374
-159.235511,1,798.99444
-4363.979042,242,799.969873
-150.595653,1,799.970374
-148.877053,1,799.970802
-143.928072,1,799.971236
-141.006472,1,799.971659
-138.491004,1,799.97209
-151.406312,1,799.972504
-143.928786,1,799.972914
-4520.296322,279,800.065371
-2746.26994,224,800.148463
-157.119879,1,800.149102
-139.493413,1,800.149553
-154.500321,1,800.149969
-7555.996726,436,800.293491
-151.792094,1,800.294104
-8608.180663,268,800.390604
-142.172007,1,800.391051
-158.350449,1,800.391428
-155.198483,1,800.391803
-9257.444107,273,800.486644
-137.776155,1,800.487114
-909.101539,16,800.492857
-148.414031,1,800.493601
-6448.454354,129,800.541431
-3652.492961,272,801.55599
-137.005672,1,801.556444
-143.208019,1,801.556845
-141.797181,1,801.557231
-157.743915,1,801.557614
-3978.912265,120,801.598012
-162.328298,1,801.598406
-150.936974,1,801.598783
-2607.752345,205,801.672192
-151.664241,1,801.672747
-140.26114,1,801.673192
-133.997835,1,801.673615
-145.438637,1,801.674071
-150.332694,1,801.674513
-7828.938011,320,801.786266
-142.693715,1,801.786716
-153.11863,1,801.787101
-155.339498,1,801.787489
-5976.865292,299,801.888771
-2455.742763,115,801.926112
-5718.489432,268,802.017487
-157.529786,1,802.017946
-151.362564,1,802.018322
-1894.832192,67,802.039319
-10749.479094,226,802.117197
-1007.248106,23,802.124901
-4878.159752,273,802.214324
-3427.590997,102,803.167587
-142.451524,1,803.168029
-155.272232,1,803.168408
-1622.112455,53,803.186324
-2973.993925,72,803.211134
-145.492902,1,803.211628
-141.702302,1,803.21203
-135.650805,1,803.212423
-9380.998988,350,803.32986
-3806.205252,260,803.423337
-11371.180783,406,803.558897
-165.696634,1,803.559375
-145.03431,1,803.559771
-155.2872,1,803.560164
-6045.6781,162,803.616922
-11328.370351,209,803.692501
-147.061867,1,803.692992
-150.949442,1,803.693381
-144.00008,1,803.693763
-144.915068,1,803.694135
-152.273741,1,803.694511
-7995.499322,321,803.807112
-3370.689252,140,803.856144
-139.081188,1,803.856593
-9387.599331,334,804.929005
-6185.1425,153,804.97999
-159.275935,1,804.980454
-157.803425,1,804.980833
-2126.519905,37,804.992193
-146.704895,1,804.99258
-153.524969,1,804.993057
-142.620019,1,804.993871
-10641.209103,383,805.122967
-5409.96611,107,805.156464
-2959.748286,102,805.191224
-152.133796,1,805.191689
-145.739251,1,805.192094
-147.766356,1,805.192627
-2966.886714,134,805.236671
-10850.775472,190,805.302242
-134.617634,1,805.302701
-6401.072221,233,805.382991
-143.524108,1,805.383446
-161.719091,1,805.383842
-136.603845,1,805.38422
-158.331361,1,805.384599
-147.16805,1,805.384982
-10697.707729,183,805.448222
-152.473378,1,805.44867
-2392.841457,226,806.401499
-8559.620718,239,806.479557
-144.150425,1,806.48002
-153.036465,1,806.480422
-153.940813,1,806.480829
-133.76363,1,806.481243
-9981.592571,186,806.545005
-12076.747166,197,806.609554
-7321.236364,171,806.67148
-2567.139565,194,806.735186
-3680.610918,163,806.792236
-7750.156298,263,806.88305
-7292.443942,177,806.940956
-12272.363529,450,808.014726
-3783.944462,147,808.067198
-5481.817507,106,808.100968
-149.168957,1,808.101408
-157.186888,1,808.101794
-144.117443,1,808.102167
-6220.428954,291,808.200238
-46.079196,101,808.232506
-143.564533,1,808.232962
-159.528701,1,808.233347
-150.764506,1,808.234405
-130.684556,1,808.235122
-7686.730161,230,808.320449
-150.430986,1,808.320911
-142.912705,1,808.321297
-149.462748,1,808.321702
-142.125851,1,808.322136
-149.60476,1,808.322556
-148.499244,1,808.32294
-148.068855,1,808.323313
-143.508368,1,808.323692
-3752.354462,174,808.385546
-156.469713,1,808.386028
-149.92018,1,808.386475
-8581.420839,479,808.550497
-2590.293102,158,808.605647
-159.178225,1,808.606135
-2999.183226,60,808.629461
-161.674596,1,808.629928
-166.389319,1,808.630344
-159.212966,1,808.630764
-1195.606176,30,808.640863
-143.210756,1,808.641282
-154.57057,1,808.641669
-136.398184,1,808.642081
-156.310774,1,808.642544
-144.433903,1,808.643097
-139.001723,1,808.643565
-131.547267,1,808.644018
-8912.322108,185,808.709492
-3407.802533,253,810.058591
-10124.291331,311,810.159202
-156.666004,1,810.159742
-151.998415,1,810.16049
-128.89611,1,810.160982
-157.457629,1,810.162374
-133.359306,1,810.162851
-160.524543,1,810.163311
-5546.286657,124,810.205942
-3778.282557,131,810.248192
-5942.484994,163,810.29979
-143.407102,1,810.300245
-1944.266007,60,810.320094
-140.627692,1,810.320551
-2335.983828,41,810.334278
-3974.537331,99,810.36731
-6556.834491,303,810.470616
-4397.619096,106,810.504393
-148.303748,1,810.50485
-144.026228,1,810.505236
-144.886,1,810.505809
-6369.278574,221,810.58134
-10644.7494,189,810.641135
-12075.861893,250,811.581471
-131.668674,1,811.581988
-135.520956,1,811.582405
-142.055057,1,811.582805
-5227.503032,186,811.648851
-143.611297,1,811.649312
-151.484604,1,811.64969
-146.43663,1,811.650065
-7279.821291,182,811.707817
-6171.638904,269,811.79551
-143.969874,1,811.796006
-9102.93035,204,811.86409
-150.302654,1,811.864556
-143.365446,1,811.864971
-12918.402011,395,811.996482
-145.631992,1,811.996994
-18118.287301,420,812.137055
-149.330368,1,812.137546
-139.74175,1,812.137975
-150.475732,1,812.138389
-148.636247,1,812.138801
-138.507467,1,812.139198
-165.089699,1,812.139599
-11841.317709,227,813.106527
-9749.475763,187,813.168262
-147.430442,1,813.168796
-146.186409,1,813.169225
-136.288254,1,813.16962
-6245.416659,346,813.291591
-142.072125,1,813.292085
-7108.986116,301,813.40192
-3045.46375,179,813.466339
-157.992067,1,813.466784
-142.299549,1,813.46717
-3125.556763,84,813.500319
-2662.784811,98,813.533247
-10945.49996,356,813.663297
-154.453093,1,813.663909
-10489.422599,291,813.778591
-160.545763,1,813.779063
-138.033492,1,813.779448
-154.23981,1,813.779826
-4134.942766,197,814.757535
-140.969468,1,814.757987
-6408.027275,353,814.882124
-133.314232,1,814.882597
-2162.093702,65,814.907439
-5460.092652,167,814.963954
-151.998812,1,814.964414
-1980.099941,92,814.996374
-148.054964,1,814.996893
-154.482351,1,814.997324
-158.019112,1,814.997746
-159.076385,1,814.998157
-609.967377,12,815.002153
-157.402219,1,815.002586
-955.665042,23,815.01254
-11551.109917,240,815.088943
-144.25976,1,815.089423
-144.442896,1,815.089838
-158.983775,1,815.090236
-7385.134494,340,815.200897
-149.71753,1,815.201378
-7938.417425,189,815.267785
-153.724097,1,815.268231
-156.310346,1,815.268607
-139.065019,1,815.268987
-4533.053614,195,815.335264
-3584.435475,126,815.383048
-148.202885,1,815.383569
-140.421779,1,815.384032
-143.766642,1,815.384632
-11087.890174,211,815.454035
-135.93073,1,815.454528
-140.394908,1,815.454918
-4871.182288,86,816.376246
-3687.811567,154,816.437953
-5370.959025,283,816.530426
-145.464466,1,816.530905
-136.896414,1,816.531301
-141.856705,1,816.5317
-1537.820989,44,816.548094
-148.642747,1,816.548597
-157.886215,1,816.549285
-2471.874421,118,816.600088
-138.851385,1,816.600569
-5064.625484,379,816.732467
-140.640416,1,816.732941
-10942.819855,361,816.849351
-904.229267,115,816.88503
-139.966528,1,816.885471
-153.94095,1,816.885849
-4227.493676,219,816.958022
-156.876704,1,816.958477
-143.66346,1,816.958869
-144.533702,1,816.959262
-1141.634763,166,817.011009
-148.552097,1,817.011486
-148.015709,1,817.011879
-136.844473,1,817.012265
-152.077365,1,817.012651
-5208.188086,165,817.986976
-138.416666,1,817.987434
-870.833265,24,817.995771
-12153.47975,420,818.145338
-136.745156,1,818.145848
-157.401104,1,818.146793
-146.769448,1,818.148289
-142.370145,1,818.148726
-141.614367,1,818.149136
-6069.958688,260,818.240275
-5453.374272,120,818.282245
-139.615934,1,818.282715
-159.251481,1,818.284659
-336.125146,4,818.286147
-146.551734,1,818.286549
-140.427571,1,818.286928
-301.582374,6,818.288882
-146.846838,1,818.289259
-138.750719,1,818.289635
-414.599805,10,818.292778
-161.703852,1,818.293156
-151.52783,1,818.293533
-132.934358,1,818.293902
-142.252839,1,818.294271
-133.718568,1,818.295251
-763.371732,12,818.299293
-3048.065373,64,818.321697
-158.536211,1,818.32218
-3863.193582,185,818.38526
-5135.833767,216,818.467813
-144.2705,1,818.468288
-4699.725124,113,818.507855
-2755.508959,129,818.5496
-2770.975732,80,818.575821
-1235.259468,42,818.58972
-12323.426177,308,819.568583
-12132.571098,491,819.733745
-135.672033,1,819.734207
-155.148934,1,819.734601
-137.303473,1,819.735
-150.68736,1,819.735424
-150.834719,1,819.735842
-163.111239,1,819.736271
-8958.325556,306,819.83569
-4264.775129,141,819.887658
-142.641666,1,819.888157
-142.446415,1,819.888594
-138.529689,1,819.889045
-145.9026,1,819.889473
-6505.689669,151,819.937926
-8237.958125,300,820.036819
-4600.904488,91,820.0653
-144.399491,1,820.065738
-143.382412,1,820.066113
-7684.613715,231,820.142128
-156.052428,1,820.142572
-164.50497,1,820.142974
-146.305336,1,820.143532
-6335.948842,291,820.243287
-132.655249,1,820.244067
-145.2584,1,820.244486
-5240.234929,87,821.137045
-134.966279,1,821.13752
-143.269702,1,821.137899
-9224.370224,340,821.245967
-156.859704,1,821.246447
-7596.450386,181,821.305836
-1014.784733,17,821.311497
-4633.93135,233,821.387204
-156.470837,1,821.387661
-326.606075,5,821.389284
-6126.098153,225,821.463958
-8329.786511,152,821.512631
-146.753366,1,821.513091
-144.6047,1,821.513466
-150.251096,1,821.513849
-146.342628,1,821.514233
-140.641284,1,821.514601
-8051.683261,200,821.581772
-144.753364,1,821.582268
-2334.727763,202,821.648576
-4083.269446,153,821.698944
-150.899812,1,821.699412
-159.320654,1,821.699832
-7196.246603,142,821.74557
-8479.548901,210,822.698955
-129.170243,1,822.699412
-4615.344845,107,822.735505
-164.409285,1,822.736032
-10086.424105,373,822.862794
-143.810444,1,822.863234
-4768.057407,88,822.892648
-3398.397308,256,822.980314
-16348.390916,308,823.082729
-155.210905,1,823.083209
-142.783511,1,823.08366
-158.281822,1,823.084053
-145.906259,1,823.084438
-6750.974617,299,823.18255
-7070.11884,270,823.271654
-151.80998,1,823.272164
-2067.355004,291,824.279642
-149.092656,1,824.280418
-145.338027,1,824.280984
-138.247199,1,824.281421
-135.756581,1,824.281839
-163.331423,1,824.282243
-3323.931975,277,824.373022
-143.688278,1,824.373482
-6461.089753,315,824.472931
-4840.567201,259,824.560384
-151.351416,1,824.560866
-5860.580173,123,824.600448
-151.563402,1,824.600913
-149.255017,1,824.601323
-14473.974791,444,824.740662
-9003.446365,301,825.110221
-11906.986747,394,826.191645
-158.876278,1,826.19211
-4379.20168,246,826.270706
-3767.443998,224,826.347447
-140.645961,1,826.34956
-158.635141,1,826.350199
-141.943085,1,826.350668
-143.66863,1,826.351097
-7737.250645,290,826.447122
-8938.194153,380,826.574875
-165.106234,1,826.575332
-149.99443,1,826.575713
-142.845107,1,826.576112
-154.126694,1,826.576673
-3994.300406,279,826.663569
-15921.84943,440,826.803893
-138.498716,1,826.804586
-5038.07059,172,827.720977
-156.602526,1,827.72143
-153.005323,1,827.721803
-151.698133,1,827.722187
-143.591692,1,827.722558
-8805.850501,291,827.818798
-153.236531,1,827.819263
-4124.592191,242,827.898304
-154.878294,1,827.898753
-135.473587,1,827.899129
-138.471094,1,827.899713
-151.22867,1,827.900212
-154.40405,1,827.900598
-4432.116432,112,827.935703
-7966.057527,275,828.028498
-217.718278,101,828.062829
-1728.177352,43,828.076185
-2850.084595,69,828.098883
-16810.772192,399,828.235116
-133.898181,1,828.235573
-10967.605774,241,828.317538
-8011.245933,239,829.309138
-7412.397923,149,829.357728
-137.01052,1,829.358184
-162.329406,1,829.358564
-154.922269,1,829.358941
-151.177988,1,829.359331
-13925.96705,459,829.506861
-144.590253,1,829.507339
-2854.067337,194,829.570511
-150.888876,1,829.570958
-2339.350429,119,829.607802
-138.101835,1,829.608253
-8225.436453,261,829.692289
-139.112027,1,829.692758
-14444.743472,492,829.855196
-147.213173,1,829.855782
-160.881565,1,829.856238
-148.371406,1,829.856682
-132.41295,1,829.857128
-145.062273,1,829.857577
-1777.584779,191,829.919008
-1504.353544,27,829.927852
-5808.852751,335,830.923656
-1688.056984,52,830.941057
-11769.560435,309,831.041252
-789.279845,188,831.10002
-138.354142,1,831.100471
-138.155203,1,831.100845
-161.318179,1,831.101215
-137.80055,1,831.101594
-4025.178866,291,831.198138
-6222.97012,288,831.29211
-159.117051,1,831.292587
-135.018432,1,831.293
-3061.691874,54,831.310041
-165.114369,1,831.310696
-164.440664,1,831.311087
-3797.94099,61,831.331313
-8230.923223,307,831.427512
-143.334542,1,831.428412
-6129.340498,106,831.464786
-5303.832954,104,832.372761
-144.106347,1,832.373639
-2505.502445,60,832.394903
-10094.692458,471,832.548539
-10495.593002,247,832.630935
-6596.5952,329,832.744554
-142.285487,1,832.745075
-160.072896,1,832.745528
-159.752609,1,832.745939
-154.186903,1,832.746353
-136.519176,1,832.746759
-147.735458,1,832.747151
-167.325808,1,832.747527
-1928.083634,51,832.764535
-4343.522765,285,832.856012
-164.103683,1,832.856473
-163.084349,1,832.856852
-144.10923,1,832.857231
-132.065046,1,832.857603
-12982.659144,280,832.946207
-137.893326,1,832.946664
-8620.40543,158,832.995993
-142.776051,1,832.996439
-8301.20054,286,833.928562
-145.748897,1,833.929034
-7428.091876,156,833.981522
-138.601472,1,833.981981
-6030.331643,147,834.029695
-142.44533,1,834.030162
-9219.96191,332,834.134855
-153.449256,1,834.135301
-163.055487,1,834.135676
-147.323746,1,834.13606
-3718.291493,106,834.168642
-2348.008214,186,834.229975
-6421.980191,363,834.3499
-12752.756972,233,834.427029
-3435.249664,164,834.478437
-2961.383634,285,835.404567
-13439.900394,419,835.550997
-9187.881849,209,835.621207
-155.670838,1,835.621671
-142.96839,1,835.622072
-135.53145,1,835.622466
-145.35802,1,835.622848
-6932.513734,368,835.746463
-153.220066,1,835.747001
-4196.04879,214,835.818749
-153.311233,1,835.819214
-155.928234,1,835.819609
-145.029361,1,835.820004
-151.628315,1,835.820397
-132.399879,1,835.820775
-144.951492,1,835.821156
-142.47001,1,835.821538
-132.776817,1,835.821922
-152.671348,1,835.822301
-150.196725,1,835.822676
-3737.02552,91,835.855005
-5327.724765,269,835.947124
-142.842521,1,835.947619
-139.476999,1,835.948239
-8812.404606,279,836.040629
-150.225214,1,836.041095
-160.198019,1,836.041474
-139.231603,1,836.041851
-139.087754,1,836.04222
-7599.622407,169,837.00335
-4240.193852,147,837.051689
-876.404591,18,837.057293
-8959.82648,434,837.206755
-2816.496294,214,837.279643
-147.537627,1,837.280111
-1001.227212,190,837.343939
-10255.268259,190,837.409982
-1033.551605,23,837.417868
-2779.96072,97,837.450287
-166.019111,1,837.453365
-4868.760837,256,837.552582
-144.337329,1,837.553061
-156.892834,1,837.553474
-355.601598,8,837.556147
-156.261442,1,837.556548
-286.31724,4,837.557892
-146.58007,1,837.559717
-149.053423,1,837.56058
-153.465964,1,837.561126
-148.223339,1,837.561537
-3007.571633,54,837.579126
-160.294869,1,837.579556
-132.510754,1,837.579944
-137.698203,1,837.58032
-151.45957,1,837.580696
-148.727755,1,837.581082
-143.904647,1,837.581453
-6801.977226,365,838.58745
-7458.902604,220,838.663633
-6706.409886,324,838.768986
-9066.909894,181,838.832551
-143.066014,1,838.833027
-150.977106,1,838.833427
-159.455138,1,838.833825
-8744.609011,430,838.972257
-9815.374229,308,839.073393
-139.744598,1,839.073863
-151.94749,1,839.074252
-163.038464,1,839.074636
-159.49825,1,839.07501
-152.156963,1,839.075395
-4243.424972,143,839.121474
-11644.632832,506,840.148454
-9676.196363,177,840.207117
-1964.969287,112,840.24741
-7457.457119,303,840.35353
-8948.935991,284,840.451263
-154.684037,1,840.451778
-131.972221,1,840.452193
-1728.314001,224,840.670374
-3374.583472,118,840.709452
-145.499598,1,840.710161
-2739.744182,49,840.727084
-137.29392,1,840.727564
-10234.047506,390,840.857171
-151.461092,1,840.857626
-6007.029365,231,840.931556
-163.442659,1,840.932006
-2736.523454,128,841.83892
-4017.316805,242,841.92009
-143.899405,1,841.92055
-151.748533,1,841.920944
-135.040272,1,841.921325
-2503.980988,65,841.941783
-4700.438852,200,842.005562
-163.065238,1,842.006061
-142.404811,1,842.006472
-138.867679,1,842.006875
-141.246503,1,842.007273
-9733.40153,169,842.062867
-7635.439752,200,842.128111
-152.270845,1,842.1287
-3358.436287,164,842.183635
-13691.669068,318,842.287615
-136.810928,1,842.288065
-1619.475171,38,842.301191
-10957.385542,366,842.418976
-143.405581,1,842.419421
-142.198948,1,842.419813
-9909.982871,323,843.408766
-3134.830941,113,843.45018
-140.953861,1,843.450689
-9008.582519,188,843.515932
-162.243429,1,843.516452
-146.237199,1,843.516857
-2401.256085,163,843.571626
-134.01808,1,843.572075
-148.347477,1,843.572457
-3623.384439,77,843.599879
-144.920065,1,843.600318
-13816.782808,464,843.749313
-156.309633,1,843.74977
-145.248208,1,843.750164
-142.06778,1,843.750547
-4046.850237,79,843.77706
-145.955718,1,843.777536
-137.587895,1,843.777938
-154.908918,1,843.778316
-140.449931,1,843.778703
-148.402999,1,843.779199
-154.931723,1,843.779697
-143.771499,1,843.780106
-157.141716,1,843.780489
-132.249754,1,843.780863
-137.531336,1,843.781243
-136.787221,1,843.781614
-8497.013723,174,843.841077
-10911.559686,396,843.970754
-138.858051,1,843.971224
-146.467165,1,843.97161
-148.896588,1,843.971989
-149.363863,1,843.972375
-147.930517,1,843.972768
-138.570414,1,843.973146
-136.95929,1,843.973513
-149.276629,1,843.973877
-1990.961489,207,844.045827
-5370.006873,146,844.984054
-140.805593,1,844.98454
-8186.297104,143,845.03139
-147.828728,1,845.031849
-2879.640355,113,845.067928
-145.695257,1,845.068393
-144.714781,1,845.068795
-145.500634,1,845.069191
-138.154443,1,845.069704
-133.547596,1,845.070151
-3749.435733,211,845.142312
-144.799318,1,845.142779
-157.768019,1,845.143246
-150.04685,1,845.143865
-148.207016,1,845.144256
-10862.971357,233,845.219998
-145.226815,1,845.220455
-160.63902,1,845.220838
-142.835727,1,845.221218
-3288.91782,56,845.239968
-136.142152,1,845.240418
-6277.932032,228,845.318182
-147.396487,1,845.318664
-136.173144,1,845.319055
-148.387007,1,845.319438
-7827.991533,188,845.38
-15456.279251,654,845.593467
-151.854206,1,845.59406
-1507.511092,139,846.519074
-10183.430808,205,846.587206
-135.528755,1,846.587645
-8931.655006,169,846.647095
-163.408732,1,846.647571
-7762.709644,485,846.807481
-3176.413328,122,846.848453
-156.904156,1,846.848926
-146.539191,1,846.849316
-7350.984082,160,846.901662
-9590.468291,289,846.997478
-1602.388817,167,847.051856
-141.686594,1,847.052312
-139.314091,1,847.052714
-9930.753216,225,847.127422
-10856.79152,347,848.172965
-136.509516,1,848.173444
-144.80357,1,848.173837
-147.308408,1,848.174227
-142.80854,1,848.174617
-146.629908,1,848.175001
-145.942645,1,848.175386
-8414.088406,305,848.27992
-5370.399653,211,848.352902
-150.567806,1,848.353359
-4714.900862,316,848.458756
-165.763633,1,848.45923
-13663.362037,264,848.547416
-144.901651,1,848.547879
-6308.141624,156,848.601814
-151.37445,1,848.602258
-157.207024,1,848.60264
-142.720928,1,848.603523
-158.60768,1,848.603999
-155.089229,1,848.604421
-134.531712,1,848.604813
-3006.401169,99,848.636351
-137.941393,1,848.636808
-143.347472,1,848.637192
-5475.737274,318,848.746245
-163.527848,1,848.746713
-4952.500373,185,848.808804
-9027.727589,281,849.793353
-7253.477533,310,849.901096
-155.008059,1,849.901568
-971.444758,21,849.908684
-161.188115,1,849.909075
-155.539623,1,849.909453
-159.195335,1,849.909837
-148.073288,1,849.910213
-152.547754,1,849.910589
-137.228051,1,849.910957
-8743.953982,257,849.997681
-129.857403,1,849.998117
-157.775382,1,849.998489
-5832.110482,141,850.047386
-156.413077,1,850.047857
-9203.718938,279,850.149318
-146.770139,1,850.149772
-161.697409,1,850.15019
-143.292071,1,850.150592
-155.077258,1,850.150988
-140.290003,1,850.151371
-133.219382,1,850.151808
-5303.255969,103,850.190897
-149.362201,1,850.191332
-758.3712,12,850.195471
-145.395948,1,850.195896
-194.393872,2,850.196737
-9104.348641,352,850.318563
-144.822497,1,850.319065
-161.294133,1,850.319469
-3244.519751,126,850.362869
-145.45008,1,850.363396
-10912.763757,519,851.457594
-1782.777269,181,851.518841
-141.628073,1,851.519287
-11454.559075,452,851.668929
-144.119088,1,851.669391
-147.509432,1,851.669784
-7510.438966,312,851.772244
-14594.111765,320,851.878642
-146.052605,1,851.879105
-148.692543,1,851.879496
-149.773133,1,851.879884
-138.039118,1,851.880251
-1870.898784,142,851.928297
-140.87489,1,851.928816
-6339.624052,339,852.919523
-2605.358741,149,852.969084
-134.930841,1,852.969551
-3965.727181,177,853.02853
-136.767591,1,853.029503
-143.85298,1,853.029927
-166.31782,1,853.03033
-158.578753,1,853.030736
-3945.727755,105,853.064892
-146.743824,1,853.065339
-159.898365,1,853.065743
-3006.400543,96,853.099079
-200.070626,2,853.100239
-167.125787,1,853.100817
-11652.793008,460,853.255783
-6441.550861,298,853.358604
-141.673504,1,853.359288
-8509.618314,401,853.49523
-6146.550263,241,853.577384
-15073.78113,423,854.630096
-161.505923,1,854.630582
-149.942832,1,854.630963
-163.441526,1,854.631356
-4739.078913,129,854.674205
-154.888235,1,854.675001
-165.744391,1,854.675751
-5818.948566,318,854.785521
-136.804099,1,854.785992
-11174.410426,297,854.889287
-165.473838,1,854.889738
-149.906377,1,854.890118
-2710.281918,146,854.944414
-14047.65886,483,855.110046
-147.957212,1,855.11065
-140.430455,1,855.111073
-16001.082769,446,856.247547
-139.585529,1,856.248024
-136.727629,1,856.248417
-144.500861,1,856.248799
-834.457011,21,856.255531
-141.457499,1,856.255952
-3714.457574,189,856.31889
-154.526092,1,856.319396
-10590.637535,219,860.355092
-2111.692863,182,860.431186
-131.585299,1,860.431682
-9168.490734,172,860.487857
-5177.842267,98,860.521371
-157.583581,1,860.521841
-3828.27441,189,860.58351
-136.059043,1,860.583972
-9350.223578,381,860.712745
-139.599424,1,860.71322
-3135.237292,69,860.736685
-129.432424,1,860.737153
-141.187829,1,860.737549
-8202.851578,323,860.846149
-2062.229403,141,861.804978
-145.02842,1,861.805441
-149.766787,1,861.805844
-145.420812,1,861.806232
-12758.573165,246,861.888822
-8908.029869,367,862.010276
-149.395432,1,862.010869
-3645.888994,122,862.0508
-131.52828,1,862.051255
-137.219203,1,862.051639
-10550.700705,466,862.208473
-3925.734136,245,862.291817
-153.91408,1,862.292247
-148.681106,1,862.292617
-6914.848597,211,862.363117
-5688.975721,584,863.452765
-8633.300184,176,863.511668
-162.808645,1,863.51223
-3441.516329,142,863.562687
-8526.597519,226,863.637789
-154.362261,1,863.638246
-6129.403164,136,863.686542
-3897.161736,211,863.755076
-1877.955119,178,863.81412
-146.246967,1,863.814587
-1924.704591,54,863.832191
-142.623152,1,863.832649
-164.010815,1,863.833039
-4079.578747,209,863.902144
-7448.237434,320,864.009823
-143.264329,1,864.01054
-6344.698421,265,864.990776
-151.460339,1,864.991252
-3507.187967,235,865.074488
-138.634855,1,865.07496
-135.713953,1,865.075337
-14550.607237,375,865.208479
-350.570762,8,865.211658
-135.360567,1,865.212159
-3715.556855,257,865.299802
-1615.714491,45,865.314753
-7068.863957,296,865.413961
-144.447891,1,865.414443
-149.174335,1,865.414846
-147.352865,1,865.415236
-130.533973,1,865.415613
-136.340635,1,865.415991
-6675.142509,166,865.473093
-155.775276,1,865.473506
-11549.011156,402,865.606362
-166.33781,1,865.606824
-2085.132337,142,866.546804
-10833.391151,333,866.658689
-160.101852,1,866.659186
-157.632631,1,866.659609
-5001.566902,325,866.769589
-7705.837186,268,866.857776
-143.818427,1,866.858196
-153.267947,1,866.858588
-149.560926,1,866.858969
-2916.303151,317,866.963225
-3370.90149,122,867.00247
-7470.998899,124,867.045375
-139.543035,1,867.045858
