#{"t_start": 1764628579.8160498, "env_id": "None"}
r,l,t
-10715.689894,183,194.970851
-7817.037849,164,195.025271
-3332.284942,141,195.073553
-7431.168895,233,195.149532
-5171.541223,247,195.232843
-145.738772,1,195.234199
-156.791392,1,195.234598
-6335.84763,157,195.288038
-139.956522,1,195.288499
-917.693067,16,195.294268
-5417.639625,131,195.337901
-13096.31608,275,196.315296
-4651.963824,134,196.360072
-6415.213038,129,196.401425
-8185.661098,238,196.482658
-10915.627522,257,196.56976
-144.992302,1,196.570224
-169.63927,1,196.570614
-6389.627304,253,196.654474
-2669.970791,63,196.675041
-5353.827793,142,196.720405
-8582.263697,389,196.850057
-1383.673418,346,197.940835
-9092.766786,325,198.053711
-152.029755,1,198.054157
-154.986785,1,198.054551
-145.731143,1,198.054956
-158.602871,1,198.055319
-1005.337405,195,198.125146
-152.770854,1,198.125589
-5490.23645,93,198.157474
-7880.323785,141,198.204772
-3684.253386,140,198.253761
-141.202293,1,198.254231
-8424.894444,360,198.371151
-3901.770821,168,198.427196
-4872.707576,124,198.469156
-146.399538,1,198.46963
-157.740764,1,198.470028
-4103.278852,125,198.5108
-149.825973,1,198.511275
-138.685528,1,198.511672
-150.964283,1,198.512054
-9329.303614,253,199.52324
-162.025902,1,199.523814
-153.360436,1,199.524436
-143.508908,1,199.524896
-165.851234,1,199.525298
-154.961587,1,199.525685
-7944.029015,152,199.576202
-153.018734,1,199.57674
-6150.476455,212,199.645365
-156.770504,1,199.645828
-153.181241,1,199.646227
-6425.411026,231,199.722232
-4980.711802,151,199.771225
-160.732868,1,199.771684
-5685.44241,243,199.853323
-2876.588282,135,199.899124
-136.625818,1,199.899567
-132.958139,1,199.89995
-139.776714,1,199.900325
-136.103428,1,199.900722
-137.904104,1,199.901244
-7390.926726,169,199.956913
-3805.510321,272,200.051098
-160.417513,1,200.051536
-140.268718,1,200.051924
-144.680682,1,200.052363
-7332.462024,166,200.108041
-136.912553,1,200.108501
-7065.910418,295,201.125749
-141.297275,1,201.126213
-19406.186662,722,201.369725
-12887.256436,295,201.467389
-133.852502,1,201.467855
-12247.698929,240,201.551183
-138.028122,1,201.551721
-8560.551433,326,201.674182
-155.546962,1,201.674916
-11587.632102,372,201.804812
-6560.559698,278,202.850432
-3376.384566,222,203.004246
-159.925107,1,203.005098
-3575.005327,71,203.030715
-11681.181018,645,203.258808
-146.442178,1,203.259317
-5455.494102,307,203.366621
-166.709058,1,203.367108
-10357.653122,333,203.479464
-143.797753,1,203.479938
-1883.007497,43,203.494041
-143.452408,1,203.494509
-13187.285547,242,204.506354
-12347.80915,246,204.591911
-3234.735298,77,204.617397
-143.967584,1,204.617848
-4134.219234,178,204.677417
-161.188442,1,204.677882
-2910.660138,196,204.743336
-6975.466187,194,204.806309
-4009.747578,348,204.923239
-11264.486018,231,205.000734
-152.11059,1,205.001277
-143.404763,1,205.001715
-5845.946937,113,205.040312
-134.608535,1,205.041061
-144.092789,1,205.041629
-3564.250827,65,205.064514
-13092.713798,234,205.140367
-131.312596,1,205.140848
-6658.064286,187,206.110204
-9638.859869,300,206.2115
-154.422539,1,206.211959
-150.934434,1,206.212357
-138.275554,1,206.212745
-6750.549554,248,206.292532
-13942.412729,264,206.380388
-4683.126051,128,206.422585
-144.800664,1,206.42302
-479.498205,13,206.427584
-8584.754045,179,206.486465
-136.988516,1,206.486928
-144.550566,1,206.487326
-149.984556,1,206.487714
-3646.172236,103,206.524377
-141.742551,1,206.52497
-3516.02229,272,206.61395
-138.311153,1,206.614414
-18100.634832,503,207.761348
-163.02482,1,207.761814
-3961.257562,261,207.851951
-4039.266406,166,207.909363
-159.824646,1,207.909823
-150.260205,1,207.910218
-148.757414,1,207.910598
-156.049601,1,207.910975
-10897.403157,201,207.982628
-8621.121593,164,208.039967
-8734.992851,316,208.146333
-5449.346978,297,208.245479
-159.391946,1,208.245929
-7166.896237,207,208.312218
-152.032356,1,208.312679
-136.129511,1,208.31306
-138.558277,1,208.313444
-2048.739339,217,208.386985
-161.134867,1,208.387449
-5694.434708,160,209.394615
-143.456336,1,209.395071
-145.246509,1,209.395455
-148.454686,1,209.395842
-14067.132814,305,209.499031
-140.034192,1,209.499607
-7510.732283,183,209.565101
-148.64114,1,209.56554
-7975.319442,367,209.694041
-147.139882,1,209.694503
-148.648919,1,209.695455
-144.729117,1,209.695949
-3366.990551,200,209.764823
-141.731072,1,209.765329
-1113.330227,36,209.779004
-863.485084,21,209.785952
-131.783888,1,209.786416
-133.459321,1,209.786813
-19296.714981,489,209.949772
-1034.592646,30,209.959174
-159.725004,1,209.959561
-160.528462,1,209.960139
-151.215448,1,209.96066
-148.41648,1,209.96105
-7601.679882,173,210.019671
-136.730492,1,210.02015
-5616.080782,205,210.08821
-14223.529379,382,211.106288
-153.105702,1,211.106765
-1747.243317,58,211.125587
-141.225313,1,211.126242
-4389.80212,97,211.159159
-2547.083579,196,211.224141
-140.608811,1,211.224621
-5149.705123,215,211.296666
-11295.626433,196,211.360908
-157.308155,1,211.362928
-3430.899694,182,211.426387
-8632.053277,154,211.480628
-163.695432,1,211.481074
-146.004557,1,211.481471
-146.60953,1,211.481845
-144.710876,1,211.482215
-149.100895,1,211.482711
-4711.078458,113,211.521297
-9204.389276,214,211.595266
-4128.113643,145,211.643697
-144.942543,1,211.644112
-159.850682,1,211.644487
-145.675843,1,211.644855
-153.796367,1,211.645237
-132.706451,1,211.645602
-138.958425,1,211.645968
-4743.279486,174,212.655003
-152.771951,1,212.655483
-11111.861663,233,212.734094
-14984.882909,344,212.846817
-814.597135,13,212.851013
-12430.373332,240,212.928997
-131.766876,1,212.929466
-130.468788,1,212.929838
-163.741225,1,212.930215
-2888.830578,252,213.015372
-135.365914,1,213.016238
-148.931961,1,213.016691
-761.857938,21,213.024106
-155.265086,1,213.024642
-138.620484,1,213.02503
-15619.056148,544,213.207693
-6002.409093,235,213.285423
-154.821107,1,213.286005
-154.477308,1,213.286461
-141.647207,1,213.28694
-8760.680026,263,214.267391
-148.383633,1,214.267876
-134.329321,1,214.268283
-11178.758751,236,214.348383
-3966.597043,116,214.385836
-144.801175,1,214.386397
-158.264915,1,214.386808
-136.201989,1,214.387193
-156.598848,1,214.387581
-135.143453,1,214.387968
-142.994103,1,214.388344
-7016.324717,234,214.465603
-138.022709,1,214.466084
-12268.805887,280,214.57124
-8175.078969,294,214.67884
-153.703423,1,214.679327
-136.654075,1,214.679715
-8221.628846,151,214.730257
-162.873598,1,214.730733
-136.381335,1,214.731137
-4119.389617,163,214.784096
-150.147803,1,214.784571
-1317.717041,119,214.825628
-1738.54683,166,214.879406
-8817.07542,247,215.889118
-4723.267183,131,215.933876
-4393.406495,173,215.993522
-141.84971,1,215.993967
-5367.489539,170,216.050168
-149.467582,1,216.050714
-149.043989,1,216.051129
-145.458732,1,216.051517
-7673.321767,282,216.145092
-131.794724,1,216.145559
-140.83695,1,216.145939
-150.663697,1,216.14631
-9116.053881,270,216.236172
-142.31803,1,216.236674
-18976.833861,321,216.344054
-142.622414,1,216.344552
-138.47438,1,216.344943
-154.773953,1,216.34532
-132.675845,1,216.345709
-7621.432629,147,216.396001
-325.763669,7,216.398558
-164.925929,1,216.399029
-1213.962003,38,216.412252
-3667.314343,128,216.453738
-154.825532,1,216.454217
-164.830515,1,216.454606
-159.897485,1,216.454985
-151.943519,1,216.455389
-5227.248919,130,216.5001
-6261.498243,107,217.429779
-153.318378,1,217.430232
-5701.307877,230,217.508251
-147.782667,1,217.508829
-160.897801,1,217.509264
-2081.66137,124,217.552089
-136.313886,1,217.552536
-5110.136873,95,217.584294
-153.897172,1,217.584838
-7827.040575,243,217.664364
-7843.57948,190,217.72719
-147.268269,1,217.727717
-10727.496035,476,217.88364
-159.514439,1,217.884115
-5750.482122,217,217.954181
-1076.198898,30,217.96497
-164.202153,1,217.965399
-13472.104262,307,218.237102
-12560.368368,198,219.274759
-144.321713,1,219.275244
-159.317355,1,219.275658
-12033.906915,248,219.358337
-143.135195,1,219.358943
-7237.674775,158,219.410742
-135.825375,1,219.411221
-1689.627155,29,219.42035
-7988.994633,369,219.545161
-162.30437,1,219.545633
-146.933568,1,219.546011
-145.772839,1,219.546388
-144.811919,1,219.546763
-14229.81244,435,219.691107
-156.685081,1,219.691661
-5387.886439,214,219.765582
-11911.897625,202,219.832822
-3668.767099,240,219.913929
-3674.628316,215,220.885999
-8741.719849,256,220.970954
-141.134021,1,220.971445
-9680.25891,226,221.047872
-130.475374,1,221.048336
-133.511819,1,221.048728
-10648.077786,192,221.112724
-163.008234,1,221.113205
-2613.928428,57,221.132688
-145.197537,1,221.133138
-10338.562597,190,221.194776
-132.32762,1,221.195251
-149.982914,1,221.19564
-8469.96279,260,221.281704
-4675.580479,336,221.405015
-11823.684891,300,221.511024
-10489.426,366,222.583509
-149.010796,1,222.583983
-157.479638,1,222.584367
-153.320646,1,222.584792
-154.937731,1,222.585248
-11808.587133,219,222.65911
-135.337198,1,222.659696
-149.048965,1,222.660319
-149.307479,1,222.660741
-137.559551,1,222.66114
-8745.214696,175,222.722086
-164.899183,1,222.72257
-1251.847124,22,222.729977
-155.015204,1,222.730415
-148.117191,1,222.730793
-158.330759,1,222.731169
-137.78524,1,222.731549
-140.360762,1,222.73192
-2980.367358,134,222.778301
-1129.16942,20,222.785932
-138.905919,1,222.786345
-148.873584,1,222.786722
-157.673506,1,222.787093
-140.761659,1,222.787467
-164.290357,1,222.787855
-139.145453,1,222.788235
-137.886683,1,222.788611
-145.859506,1,222.78937
-4042.680887,236,222.87717
-141.804632,1,222.877628
-152.653134,1,222.878011
-7471.702087,341,223.000328
-141.23302,1,223.000802
-153.025524,1,223.001193
-133.689762,1,223.001568
-13289.185247,215,223.074326
-139.08125,1,223.07491
-159.879174,1,223.075359
-151.610958,1,223.076003
-144.820052,1,223.076448
-7652.097703,223,223.15511
-157.778999,1,223.155573
-138.070308,1,223.155958
-136.316738,1,223.156348
-143.826781,1,223.156724
-6204.74807,136,224.251613
-134.126062,1,224.252066
-154.400607,1,224.252564
-142.446316,1,224.253428
-139.853964,1,224.253908
-153.417566,1,224.25433
-146.770764,1,224.254758
-9591.762167,328,224.366529
-8196.381791,158,224.421757
-141.841968,1,224.422239
-7190.609783,326,224.531655
-133.856359,1,224.532125
-134.862107,1,224.532502
-152.515979,1,224.532878
-6342.129866,158,224.586241
-158.128627,1,224.586732
-138.299309,1,224.587122
-141.1356,1,224.587534
-135.583149,1,224.587911
-2484.516989,173,224.645717
-138.858933,1,224.646227
-144.253128,1,224.646627
-146.671498,1,224.647007
-161.099243,1,224.647416
-149.407644,1,224.647796
-139.602684,1,224.648174
-13856.180444,449,224.797445
-151.208003,1,224.798
-132.535731,1,224.798441
-129.607568,1,224.798851
-155.695646,1,224.799243
-165.403792,1,224.799656
-4343.454235,124,224.839682
-13096.992777,234,224.916707
-149.523249,1,224.917273
-141.477995,1,224.917795
-154.446682,1,224.918247
-136.81369,1,224.91868
-6874.300335,176,225.900268
-11743.786438,222,225.977375
-166.360119,1,225.977992
-7991.892751,263,226.06877
-15835.240943,398,226.217857
-131.477545,1,226.218431
-12861.224518,402,226.358793
-139.986743,1,226.359421
-5646.617028,214,226.435143
-1994.412012,36,226.447143
-156.19184,1,226.447536
-159.411171,1,226.447912
-137.345943,1,226.448295
-7339.954245,352,226.584408
-3239.343423,210,227.630097
-145.025829,1,227.630554
-156.36211,1,227.630933
-6624.165939,313,227.740474
-139.740765,1,227.740929
-147.77575,1,227.74132
-153.274529,1,227.741699
-161.429064,1,227.74208
-11062.141359,187,227.808198
-149.307287,1,227.808943
-142.252157,1,227.809495
-4981.438169,105,227.84453
-5355.103553,224,227.921004
-141.209983,1,227.921521
-150.601416,1,227.921926
-11488.781149,588,228.120166
-139.017917,1,228.120643
-2942.668423,90,228.150556
-152.382539,1,228.151021
-9511.022821,226,228.225733
-4046.887781,258,229.221616
-138.688363,1,229.222088
-146.57562,1,229.222504
-1063.726509,32,229.233189
-11935.526454,320,229.339282
-11748.803777,205,229.406368
-6127.19235,143,229.455611
-142.533167,1,229.456095
-159.603702,1,229.456479
-153.252275,1,229.456886
-4135.883679,262,229.546257
-5564.722045,269,229.638469
-131.12827,1,229.639028
-155.184091,1,229.639504
-147.98169,1,229.639956
-141.199552,1,229.640383
-145.612896,1,229.640769
-136.803862,1,229.641207
-139.37844,1,229.641746
-9085.095032,255,229.736077
-146.863167,1,229.736547
-1737.284743,126,229.778557
-13485.749719,211,229.851561
-13179.416686,223,230.824021
-140.636383,1,230.82451
-3700.237763,108,230.860179
-9281.778432,246,230.943099
-143.163683,1,230.943556
-157.789455,1,230.943943
-8872.414967,269,231.032494
-9146.091874,235,231.111128
-142.236307,1,231.111605
-149.50843,1,231.112481
-162.258549,1,231.112898
-148.746806,1,231.113308
-8179.008768,169,231.168893
-3864.224032,92,231.19885
-5900.779444,360,231.3209
-15657.270327,312,231.424212
-153.909132,1,231.424678
-133.461557,1,231.425071
-7187.073395,194,232.448943
-139.241803,1,232.449555
-157.799996,1,232.450026
-13353.321072,295,232.55189
-4007.605218,388,232.693922
-140.317708,1,232.694401
-136.270564,1,232.694808
-137.090473,1,232.695659
-147.271256,1,232.696154
-145.492773,1,232.696598
-5363.293269,162,232.757265
-11462.659426,208,232.833006
-154.853456,1,232.833458
-5677.510126,329,232.945785
-136.324698,1,232.946292
-142.557112,1,232.946696
-7708.176389,317,233.054726
-151.152315,1,233.055203
-151.290891,1,233.055602
-7783.326584,155,233.109326
-10481.648953,314,234.133328
-12965.612064,214,234.206025
-138.823223,1,234.206495
-8126.652991,153,234.25827
-8371.090082,174,234.315572
-7534.250252,244,234.399076
-141.036927,1,234.399556
-147.846019,1,234.399937
-9276.032853,436,234.552773
-154.513163,1,234.553247
-160.176446,1,234.553649
-153.196235,1,234.554035
-143.908127,1,234.55444
-6577.859219,177,235.013886
-5572.280982,273,235.110935
-143.983678,1,235.111392
-144.184929,1,235.111773
-150.441864,1,235.112144
-149.887112,1,235.112524
-19294.29943,585,236.330752
-145.059437,1,236.331221
-9337.635058,189,236.399024
-7054.102805,173,236.458925
-141.474178,1,236.459398
-4015.93868,143,236.511909
-3218.727278,250,236.600758
-137.181179,1,236.60122
-151.10434,1,236.601595
-162.660059,1,236.601979
-6569.477003,185,236.667095
-9031.029122,173,236.727375
-9498.884343,237,236.811108
-4419.106705,124,236.852811
-162.519987,1,236.853268
-132.3071,1,236.853643
-156.937114,1,236.854014
-152.752519,1,236.854382
-2116.144061,45,236.869606
-158.412119,1,236.869996
-7257.302833,129,237.980645
-6317.968174,311,238.091153
-156.0695,1,238.09198
-9946.333827,174,238.155236
-133.883261,1,238.15582
-154.44711,1,238.156291
-17914.696176,396,238.294373
-143.107959,1,238.294832
-149.572904,1,238.295235
-147.948403,1,238.295628
-6677.797657,135,238.345134
-11416.128081,246,238.431804
-142.684246,1,238.432268
-9456.410978,233,238.512419
-9073.745769,335,238.63288
-159.046634,1,238.633317
-12723.108641,375,239.730022
-141.183486,1,239.730582
-139.037245,1,239.731043
-9645.907455,491,239.901784
-133.476921,1,239.902362
-3962.663785,327,240.016005
-14043.900279,234,240.094202
-138.996326,1,240.09472
-152.488126,1,240.095109
-3869.100548,66,240.1184
-149.238097,1,240.118881
-6138.091779,215,240.1902
-165.104284,1,240.190745
-15325.313373,427,240.34997
-10909.149636,185,241.403464
-168.954823,1,241.403931
-13414.459102,216,241.480758
-145.164715,1,241.481234
-6177.339421,133,241.527006
-7125.093716,255,241.612822
-150.776925,1,241.613258
-136.872188,1,241.61364
-6130.322609,294,241.713701
-9346.685189,269,241.809236
-17023.175435,298,241.915616
-966.68727,15,241.920695
-1481.50301,187,241.982931
-6413.059676,125,242.028848
-136.413097,1,242.02934
-136.039005,1,242.029726
-770.312519,106,242.068299
-639.744021,156,243.076141
-151.791127,1,243.076622
-138.208017,1,243.077007
-137.694426,1,243.077381
-2725.853842,260,243.166213
-145.249687,1,243.16685
-1367.310598,37,243.179041
-154.224192,1,243.179513
-145.211846,1,243.17989
-7955.460613,137,243.224801
-146.193916,1,243.225273
-866.894241,16,243.230562
-150.18853,1,243.230993
-155.474295,1,243.231379
-6768.085286,186,243.292388
-134.207942,1,243.292839
-146.734782,1,243.293227
-2527.77935,116,243.331595
-9494.242644,243,243.414237
-5327.80613,133,243.45835
-8005.108591,207,243.530013
-10041.446676,195,243.595092
-138.078405,1,243.595555
-19994.128052,341,243.713857
-160.165513,1,243.714662
-159.379707,1,243.715282
-5537.484889,96,244.70355
-10502.236341,359,244.826677
-145.190785,1,244.827142
-135.914618,1,244.827564
-138.671659,1,244.827983
-159.229215,1,244.828381
-138.157159,1,244.828761
-6870.620654,297,244.929705
-151.259404,1,244.930192
-152.469487,1,244.930578
-147.702888,1,244.930963
-5800.813159,97,244.964359
-15005.85886,294,245.0638
-9161.46173,404,245.198571
-143.949144,1,245.199015
-11650.170336,213,245.270291
-10126.137454,466,246.318014
-6696.466837,376,246.444731
-168.252825,1,246.445726
-158.450129,1,246.446192
-155.242228,1,246.44661
-12814.913279,345,246.576076
-8448.018267,177,246.63914
-141.50337,1,246.639609
-156.193828,1,246.639987
-8819.824978,352,246.763715
-139.536515,1,246.764408
-5625.888921,120,246.806263
-493.257301,13,246.810684
-5041.128102,246,246.896382
-8869.554256,181,246.959397
-141.850832,1,246.960117
-3869.853712,98,247.982283
-1048.491195,32,247.993404
-142.182914,1,247.993818
-7185.391809,294,248.09604
-150.352019,1,248.096477
-9521.054142,171,248.154239
-4708.105491,156,248.207726
-7971.434916,205,248.278474
-10190.170561,191,248.352875
-145.665029,1,248.35337
-4920.991136,183,248.4201
-161.595018,1,248.420788
-7834.162741,143,248.470111
-17142.656214,426,248.618781
-161.906925,1,248.619258
-6056.069298,279,249.716847
-7159.908745,123,249.760148
-2431.305748,76,249.786059
-13122.887851,207,249.858536
-156.804726,1,249.861014
-130.675866,1,249.861617
-10688.445504,192,249.926999
-8731.162931,246,250.015407
-4008.780396,157,250.070631
-10777.437837,658,250.29983
-8850.215754,242,250.396945
-158.348598,1,250.397561
-23170.241216,760,251.657197
-143.726325,1,251.657698
-8643.572597,219,251.730674
-5414.058418,111,254.509977
-9037.848156,185,254.58494
-7226.402743,259,254.673923
-12593.877697,533,254.856627
-10764.506533,320,255.944356
-148.718232,1,255.944834
-8688.673521,407,256.090449
-10753.417823,335,256.206329
-15245.995658,464,256.380579
-162.171962,1,256.38113
-153.484505,1,256.38157
-155.182763,1,256.382029
-3083.260616,193,256.453358
-141.170524,1,256.454061
-6095.514488,111,256.499219
-142.867702,1,256.499728
-153.320843,1,256.500179
-140.400378,1,256.50071
-143.177332,1,256.501158
-138.579332,1,256.501554
-142.547049,1,256.501936
-154.253912,1,256.502336
-143.849392,1,256.502733
-2831.659732,142,256.55412
-9749.866994,301,257.735638
-7896.922134,194,257.803589
-4174.828882,265,257.897146
-161.005878,1,257.897607
-9947.049741,209,257.96839
-1482.592064,29,257.979662
-154.068102,1,257.980126
-149.030434,1,257.980515
-5174.267021,116,258.020139
-147.577943,1,258.020556
-149.457564,1,258.020941
-141.112898,1,258.021315
-3540.444271,244,258.105038
-148.077676,1,258.106031
-146.077834,1,258.106688
-10501.596949,208,258.17741
-13304.085238,269,258.311212
-154.639332,1,258.312017
-9467.805497,202,258.396492
-145.46774,1,258.396983
-146.427714,1,258.398885
-142.547075,1,258.399568
-3342.921329,69,258.429442
-154.688536,1,258.429974
-7016.241438,163,259.460237
-4078.615468,257,259.554494
-144.467425,1,259.554981
-11886.542403,326,259.669608
-145.620485,1,259.670098
-5360.399724,303,259.77383
-10510.057847,175,259.832526
-134.351453,1,259.833041
-8527.482746,356,259.951997
-153.202825,1,259.952478
-6349.433784,130,259.998279
-154.460778,1,259.998892
-157.613146,1,259.999702
-137.892943,1,260.000202
-166.766866,1,260.000638
-161.850063,1,260.001089
-17375.060396,304,260.117553
-4958.640596,159,261.282665
-149.383702,1,261.283304
-143.833723,1,261.283704
-149.798394,1,261.284094
-166.500956,1,261.284484
-10642.807257,250,261.375207
-148.572577,1,261.375732
-10084.103393,200,261.44663
-145.104476,1,261.447102
-126.901698,1,261.447491
-2171.87991,42,261.461311
-147.744784,1,261.461767
-1504.003405,42,261.476241
-157.594004,1,261.476782
-8760.165833,216,261.55263
-9079.588367,202,261.620724
-143.295871,1,261.621199
-5395.566013,236,261.702775
-158.02498,1,261.703258
-155.454836,1,261.703647
-141.496811,1,261.704042
-146.283733,1,261.704439
-141.001868,1,261.704815
-154.039311,1,261.7052
-138.135713,1,261.705611
-6461.021607,297,261.807038
-153.035212,1,261.807547
-138.187706,1,261.807926
-132.924192,1,261.808315
-131.348018,1,261.808697
-142.455851,1,261.809066
-131.905515,1,261.80943
-156.367306,1,261.810224
-134.744315,1,261.810808
-161.08403,1,261.811236
-132.604616,1,261.811648
-6207.391774,128,261.856399
-3774.091212,84,261.886192
-9630.637916,364,263.01287
-2767.44685,260,263.109785
-10083.192732,331,263.233428
-132.773741,1,263.234257
-142.226904,1,263.234778
-124.916878,1,263.235191
-134.069878,1,263.235609
-1446.11795,30,263.245753
-151.209962,1,263.246235
-5204.132746,289,263.348825
-11662.717321,290,263.452614
-4405.140082,176,263.521159
-158.351754,1,263.521626
-155.463616,1,263.522011
-4830.924681,230,263.610611
-160.150364,1,263.611208
-6176.189872,284,263.720787
-452.785946,10,263.725162
-150.718066,1,263.725614
-7235.161633,318,264.848055
-4785.039638,188,264.917639
-8446.005112,202,264.989466
-157.828646,1,264.98993
-149.455249,1,264.990321
-5737.67823,294,265.094001
-141.523989,1,265.094526
-157.684769,1,265.094941
-4157.902084,129,265.141431
-10673.124783,394,265.307837
-7655.783087,296,265.422753
-140.432928,1,265.423206
-142.344108,1,265.423604
-8874.75394,200,265.500282
-7573.400275,181,266.607731
-10036.908598,272,266.704001
-151.81127,1,266.704479
-12834.808509,267,266.803499
-151.687991,1,266.804121
-140.796533,1,266.804579
-4200.435346,108,266.841682
-138.773576,1,266.842153
-135.605054,1,266.842564
-163.864031,1,266.843434
-139.187328,1,266.84424
-132.733854,1,266.844841
-7440.74494,214,266.920791
-165.341557,1,266.921254
-9154.671525,313,267.029704
-9651.872835,198,267.100549
-4632.259491,208,267.173762
-130.428775,1,267.174236
-1249.284005,31,267.183968
-152.28797,1,267.184341
-6267.69553,143,267.235808
-156.799247,1,267.236244
-147.456841,1,267.236625
-2412.305855,60,267.256701
-146.986151,1,267.257088
-4615.405334,94,268.325708
-155.091745,1,268.326679
-15136.180748,393,268.471308
-155.425522,1,268.47177
-8954.780736,328,268.590019
-139.854369,1,268.592062
-5199.816262,257,268.688578
-154.08815,1,268.689111
-154.919267,1,268.68963
-4901.07701,89,268.723113
-143.608511,1,268.723581
-943.947871,22,268.732651
-143.335708,1,268.733116
-140.71041,1,268.733513
-164.677032,1,268.73389
-148.038335,1,268.734269
-7369.646693,235,268.823954
-147.945214,1,268.824524
-138.800508,1,268.824988
-144.915289,1,268.825409
-138.435756,1,268.825808
-141.92604,1,268.82619
-140.728426,1,268.826579
-162.910085,1,268.826974
-164.071423,1,268.827346
-6656.303118,168,268.88798
-6326.554794,212,268.964275
-144.381429,1,268.964723
-157.38343,1,268.965104
-143.863592,1,268.965478
-138.999738,1,268.965856
-159.685297,1,268.966239
-156.400197,1,268.966613
-137.567766,1,268.966991
-12032.448336,229,269.055836
-10107.959884,349,270.175667
-7898.20713,148,270.23108
-3528.499989,152,270.28851
-164.285679,1,270.288965
-5711.511583,278,270.391426
-153.382047,1,270.39244
-159.00879,1,270.392931
-4916.134193,198,270.47878
-150.797925,1,270.479281
-8534.491622,427,270.645832
-145.642986,1,270.646891
-4852.469738,266,270.762944
-154.926579,1,270.763619
-139.708537,1,270.76426
-156.612655,1,270.764774
-146.512972,1,270.765238
-1977.125306,71,270.797655
-8485.761154,309,271.883007
-12581.296942,391,272.019353
-140.965742,1,272.01989
-2287.784087,110,272.308607
-8973.323487,168,272.367916
-144.313252,1,272.368383
-4865.654283,198,272.437379
-4857.374977,155,272.491356
-150.826829,1,272.491801
-5599.671335,111,272.528894
-8301.131765,316,272.64131
-6747.84921,342,272.766059
-3090.459276,137,272.814049
-135.582331,1,272.814509
-153.088163,1,272.814894
-140.549009,1,272.816247
-4505.531958,141,273.887865
-4756.274392,185,273.965273
-136.703671,1,273.965811
-10540.394903,432,274.12465
-151.358579,1,274.125161
-3795.83736,135,274.174419
-2853.531864,168,274.233091
-742.249149,114,274.275049
-141.610112,1,274.275875
-137.838984,1,274.276415
-153.490902,1,274.276863
-148.47071,1,274.277278
-6409.041388,127,274.325835
-13052.024714,258,274.414601
-5274.017483,110,274.450749
-150.208936,1,274.451224
-5653.835687,142,274.500169
-8182.033377,253,275.55922
-243.717271,3,275.560404
-152.514961,1,275.56081
-5621.631971,163,275.621916
-9241.274214,327,275.743474
-7922.878088,214,275.817379
-140.175689,1,275.818014
-133.323601,1,275.818586
-145.913522,1,275.818994
-161.690824,1,275.81939
-143.741774,1,275.819777
-9578.606233,220,275.893761
-139.863699,1,275.894223
-157.107857,1,275.894633
-140.88548,1,275.895017
-135.998996,1,275.895389
-147.593042,1,275.895771
-156.307786,1,275.896156
-2086.763671,67,275.919639
-150.667175,1,275.920118
-11570.941134,225,275.997433
-1250.942876,188,276.062165
-12149.76704,246,276.145644
-13748.451346,488,278.404033
-144.62473,1,278.405163
-143.185304,1,278.405645
-480.042855,10,278.410827
-9818.216853,357,278.546922
-2755.265426,158,278.628328
-7064.749848,134,278.689221
-3747.923337,201,278.776946
-11337.440592,219,278.861227
-2720.665868,51,278.87873
-138.460359,1,278.87918
-6937.793899,514,279.060579
-159.432984,1,279.061046
-3866.554451,81,279.089956
-147.650527,1,279.090423
-130.935368,1,279.090801
-1480.113982,27,279.101913
-157.547655,1,279.102371
-139.894002,1,279.10275
-14824.431279,529,280.284949
-149.433052,1,280.285429
-9675.523061,435,280.441254
-135.114216,1,280.441744
-149.384821,1,280.442603
-5729.077004,103,280.483008
-157.579199,1,280.483515
-8499.671079,225,280.563158
-3563.836761,204,280.635505
-156.363026,1,280.636215
-163.991264,1,280.636717
-137.060493,1,280.637139
-14418.013104,371,280.76247
-130.662381,1,280.762967
-152.922353,1,280.763363
-158.75863,1,280.763743
-159.415327,1,280.764117
-142.246405,1,280.764503
-151.176723,1,280.765057
-136.193817,1,280.765547
-166.422486,1,280.766204
-3083.64332,83,280.795657
-4077.277888,216,280.868337
-152.651825,1,280.868815
-142.179951,1,280.869205
-147.226776,1,280.8696
-157.853127,1,280.869986
-9433.753559,307,281.902425
-4762.205393,249,281.99882
-154.043361,1,281.999301
-7724.719765,149,282.054073
-2635.327177,263,282.144121
-147.595001,1,282.144564
-139.655847,1,282.144945
-160.110199,1,282.145327
-158.680342,1,282.145714
-1977.3231,168,282.205543
-150.820172,1,282.206011
-144.32799,1,282.206409
-157.04372,1,282.206853
-136.006645,1,282.207379
-158.329884,1,282.207929
-156.332329,1,282.208399
-154.256566,1,282.209002
-4855.06256,120,282.248517
-131.138298,1,282.248972
-135.479966,1,282.249351
-151.548035,1,282.249728
-145.978047,1,282.250111
-2346.527546,47,282.268606
-5580.138641,337,282.401355
-153.784792,1,282.401827
-163.335001,1,282.402225
-12847.879742,270,282.511235
-2569.66694,76,282.539059
-155.88741,1,282.53951
-4723.864454,261,283.569401
-3882.470294,130,283.612505
-143.957847,1,283.613276
-10758.418233,211,283.684453
-156.809263,1,283.68493
-153.857978,1,283.685326
-154.662081,1,283.685719
-6852.71726,195,283.750613
-137.1111,1,283.751088
-7870.031738,154,283.801749
-3960.146668,109,283.839508
-153.174693,1,283.839944
-142.933893,1,283.841846
-143.018054,1,283.842575
-13298.042867,472,284.006466
-134.883191,1,284.00698
-9212.564058,272,284.102491
