time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/loss,train/n_updates,train/learning_rate,train/value_loss,train/clip_range,train/explained_variance,train/std,train/entropy_loss
2143,140,147,301056,0.049267578125,0.0047884965,0.0004897720384178684,-0.0019404221093282104,1460,0.0003,6.560254843037682e-05,0.2,0.9981990456581116,1.2414988279342651,-4.781374503672123
2144,141,148,303104,0.050244140625,0.003142212,-0.0008401348706684076,-0.008225509896874428,1470,0.0003,8.990967648081494e-05,0.2,0.9982398152351379,1.2661083936691284,-4.82878330051899
2144,142,149,305152,0.053125,0.0039896118,0.0008578289212891832,-0.0016804988263174891,1480,0.0003,6.126282161744712e-05,0.2,0.9982210993766785,1.2621623277664185,-4.855627948045731
2144,143,150,307200,0.159716796875,0.011346497,-0.005284308045520447,-0.00406593456864357,1490,0.0003,0.0001605861055566038,0.2,0.998341977596283,1.2624602317810059,-4.856618416309357
2145,144,151,309248,0.05810546875,0.006046608,-0.00022090741695137694,-0.026927797123789787,1500,0.0003,7.704088950273302e-05,0.2,0.9982532858848572,1.256937026977539,-4.850369901955128
2145,145,152,311296,0.101953125,0.010908635,-0.002086973340192344,0.007930995896458626,1510,0.0003,7.690160423763359e-05,0.2,0.9983230233192444,1.277136206626892,-4.86916930526495
2144,146,153,313344,0.0681640625,0.0018712366,-0.0018987363611813635,0.004136117175221443,1520,0.0003,0.0001087724314800198,0.2,0.9980922937393188,1.2874258756637573,-4.908171850442886
2144,147,154,315392,0.065234375,0.005620704,-0.0009529978706268594,-0.004023712128400803,1530,0.0003,4.8528098120037554e-05,0.2,0.9985045790672302,1.295332670211792,-4.930146513879299
2144,148,155,317440,0.1021484375,0.00872553,-0.003125194913809537,0.0329156257212162,1540,0.0003,0.00014823836982689187,0.2,0.9984792470932007,1.3054581880569458,-4.946918460726738
2144,148,156,319488,0.13896484375,0.011319676,-0.0042762848461279646,-0.006725468207150698,1550,0.0003,6.134942655258157e-05,0.2,0.9983481168746948,1.3080114126205444,-4.966789828240872
2144,149,157,321536,0.083837890625,0.0025217813,-0.0018842294040950947,-0.010116878896951675,1560,0.0003,0.0001478272026078642,0.2,0.9984161853790283,1.3107467889785767,-4.972579011321068
2144,150,158,323584,0.05439453125,0.00582012,-0.0006398454570444301,-0.0106156961992383,1570,0.0003,0.0001410980837430742,0.2,0.9985334277153015,1.3119549751281738,-4.978664684295654
2144,151,159,325632,0.083837890625,0.0076247687,-0.002024695409636479,0.02109956555068493,1580,0.0003,3.851035430262329e-05,0.2,0.9977717995643616,1.316566824913025,-4.98711771517992
2143,152,160,327680,0.05859375,0.0022417016,-9.611512068659067e-05,-0.002337423386052251,1590,0.0003,9.511748049924051e-05,0.2,0.9976933598518372,1.313145637512207,-4.985231399536133
2144,153,161,329728,0.07734375,0.010264918,-0.0023566512230900117,-0.012523057870566845,1600,0.0003,5.340541821752254e-05,0.2,0.9982897639274597,1.3050432205200195,-4.977214108407497
2144,154,162,331776,0.078759765625,0.007773094,-0.0015584848588332534,0.003667030483484268,1610,0.0003,4.4566514117150294e-05,0.2,0.9978532195091248,1.3044965267181396,-4.9733638420701025
2144,155,163,333824,0.059375,0.006061175,-0.000999965038499795,0.0024162225890904665,1620,0.0003,6.694164278968629e-05,0.2,0.9982296228408813,1.3012651205062866,-4.971820813417435
2145,156,164,335872,0.08984375,0.0059758895,-0.002330996222735848,-0.021025987342000008,1630,0.0003,0.00013390752674062866,0.2,0.9982108473777771,1.2830946445465088,-4.951344363391399
2145,157,165,337920,0.087255859375,0.006397025,-0.003311721318459604,-0.01308395341038704,1640,0.0003,9.828158588049973e-05,0.2,0.9984567761421204,1.302178978919983,-4.949211210012436
2145,158,166,339968,0.062060546875,0.008123368,0.0001297524941037409,0.0010446836240589619,1650,0.0003,8.804944290830008e-05,0.2,0.9983869194984436,1.313481330871582,-4.985329847037792
2145,159,167,342016,0.102978515625,0.0072172955,-0.00413432729546912,-0.001695276820100844,1660,0.0003,5.2397355998579086e-05,0.2,0.9983054399490356,1.3365586996078491,-5.024521297216415
2146,160,168,344064,0.05673828125,0.0023138747,-0.001320107751962496,-0.00021617033053189516,1670,0.0003,5.9772623673381985e-05,0.2,0.99860680103302,1.341793179512024,-5.05537273734808
2146,161,169,346112,0.064794921875,0.0062540756,-0.0009616226496291346,-0.018238013610243797,1680,0.0003,4.0156305694694086e-05,0.2,0.9982804656028748,1.3348913192749023,-5.052437758445739
2146,162,170,348160,0.02197265625,0.004535195,0.0007253277850395534,0.00664788531139493,1690,0.0003,5.469156330271119e-05,0.2,0.9982284307479858,1.3240119218826294,-5.032453775405884
2147,163,171,350208,0.0884765625,0.009216667,-0.0020691352838184685,0.007249572314321995,1700,0.0003,8.325644392037646e-05,0.2,0.9980946183204651,1.34097158908844,-5.0409024268388745
2146,164,172,352256,0.042919921875,0.005109448,-1.4491743058897555e-05,0.02196377143263817,1710,0.0003,6.37877480248683e-05,0.2,0.997776985168457,1.3513050079345703,-5.074242530763149
2146,165,173,354304,0.043994140625,0.0029027136,7.711162834311835e-05,-0.0064444211311638355,1720,0.0003,3.043322242395341e-05,0.2,0.9971357583999634,1.3631032705307007,-5.0994970262050625
2146,166,174,356352,0.07958984375,0.006949036,-0.0021474619905347938,0.00848664902150631,1730,0.0003,0.00010513549766706376,0.2,0.9982606172561646,1.3627500534057617,-5.11019321680069
2146,166,175,358400,0.1248046875,0.00748006,-0.004426051556947641,-0.007700148969888687,1740,0.0003,3.6152437029368656e-05,0.2,0.9974278807640076,1.367993950843811,-5.116560657322407
2146,167,176,360448,0.052587890625,0.008365131,-0.00012423131556715816,0.00012015936226816848,1750,0.0003,2.846589397567101e-05,0.2,0.9985165596008301,1.3730740547180176,-5.128825721144676
2147,168,177,362496,0.085009765625,0.00747717,-0.0020264947044779545,-0.007310333661735058,1760,0.0003,3.374721232205502e-05,0.2,0.9985806345939636,1.3881913423538208,-5.1512726753950115
2146,169,178,364544,0.045458984375,0.0044152355,-0.00043754570942837744,-0.014831701293587685,1770,0.0003,0.00019886759363734184,0.2,0.9987618327140808,1.401995301246643,-5.180216570198536
2146,170,179,366592,0.083837890625,0.0083066905,-0.0017726669640978799,-0.0011037550866603851,1780,0.0003,4.092371926294192e-05,0.2,0.9987651109695435,1.4009302854537964,-5.194831745326519
2146,171,180,368640,0.061962890625,0.008378241,-0.0016010400257073342,-0.015823889523744583,1790,0.0003,4.1889135631745233e-05,0.2,0.9988865852355957,1.4249677658081055,-5.220916122198105
2147,172,181,370688,0.1162109375,0.008245264,-0.0034590158829814754,-0.0034232684411108494,1800,0.0003,2.79485483579478e-05,0.2,0.9986818432807922,1.440629005432129,-5.269353744387627
2147,173,182,372736,0.05283203125,0.005713142,-0.0014095727136009372,-0.004671554081141949,1810,0.0003,2.656284892434968e-05,0.2,0.9990563988685608,1.4533014297485352,-5.297307822108269
2147,174,183,374784,0.0375,0.004854753,0.0007868899905588478,-0.012245719321072102,1820,0.0003,7.638462954311365e-05,0.2,0.9988016486167908,1.4661741256713867,-5.322430831193924
2147,175,184,376832,0.119970703125,0.0092623895,-0.0030512650351738556,-2.4485165340593085e-05,1830,0.0003,2.95023330661337e-05,0.2,0.9988833069801331,1.4870505332946777,-5.3590690165758135
2147,176,185,378880,0.05205078125,0.0024375743,-0.0005751815202529542,-0.013288779184222221,1840,0.0003,2.7930088242289484e-05,0.2,0.9989531636238098,1.4965912103652954,-5.388023756444454
2147,177,186,380928,0.048046875,0.004635361,-7.336802300415002e-05,-0.006928841583430767,1850,0.0003,6.800058330216351e-05,0.2,0.999045729637146,1.5092835426330566,-5.409405677020549
2147,178,187,382976,0.10185546875,0.0071371263,-0.004289130386314355,0.02569354698061943,1860,0.0003,6.823960817001762e-05,0.2,0.9990831017494202,1.5028891563415527,-5.413774558901787
2147,179,188,385024,0.03408203125,0.0019082156,0.0001303583456319757,-0.0020602280274033546,1870,0.0003,3.3424677568305584e-05,0.2,0.9989212155342102,1.5061038732528687,-5.4150914490222934
2147,180,189,387072,0.06748046875,0.0067288848,-0.001775206477032043,-0.003112637670710683,1880,0.0003,0.00010613915316426414,0.2,0.9992413520812988,1.5034252405166626,-5.418734985589981
2147,181,190,389120,0.085205078125,0.006682745,-0.003907547723065364,0.009915749542415142,1890,0.0003,5.3466973553195626e-05,0.2,0.9991164803504944,1.5013853311538696,-5.413833095133304
2146,182,191,391168,0.08232421875,0.005857693,-0.0014295446118921973,0.012389147654175758,1900,0.0003,3.976112410644106e-05,0.2,0.9986823797225952,1.4973363876342773,-5.404696916043759
2146,183,192,393216,0.04716796875,0.0060399882,-0.0010765753802843391,-0.002639456419274211,1910,0.0003,5.4788725538390534e-05,0.2,0.9992457032203674,1.4943218231201172,-5.399425585567951
2146,184,193,395264,0.05927734375,0.0053038327,-0.0020116380954277703,-0.017888173460960388,1920,0.0003,2.867365965339985e-05,0.2,0.9992984533309937,1.4979125261306763,-5.400271295011043
2146,185,194,397312,0.028564453125,0.0035368851,-0.0011504076566779986,0.01366994995623827,1930,0.0003,8.395247855368382e-05,0.2,0.999331533908844,1.5034621953964233,-5.403698337078095
2146,186,195,399360,0.0751953125,0.007970199,-0.001593704236438498,0.0386669784784317,1940,0.0003,3.038835440269949e-05,0.2,0.998968780040741,1.5136018991470337,-5.418786080181599
2146,186,196,401408,0.051904296875,0.0064796335,-0.001554599730297923,-0.00036618535523302853,1950,0.0003,2.8989937579737558e-05,0.2,0.999336838722229,1.5145548582077026,-5.42981845587492
2146,187,197,403456,0.072607421875,0.0065214215,-0.002566521406697575,0.012739417143166065,1960,0.0003,5.3692217991407884e-05,0.2,0.9993069767951965,1.5186362266540527,-5.4340115785598755
2146,188,198,405504,0.056982421875,0.0055496865,-0.0004356587494839914,0.02729238197207451,1970,0.0003,3.851473898013325e-05,0.2,0.9991956949234009,1.5179675817489624,-5.4310446545481685
2146,189,199,407552,0.080615234375,0.00951408,-0.0033916107597178778,0.016320066526532173,1980,0.0003,3.4510229370177115e-05,0.2,0.9992877840995789,1.5284652709960938,-5.440799905359745
