time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/loss,train/n_updates,train/learning_rate,train/value_loss,train/clip_range,train/explained_variance,train/std,train/entropy_loss
2154,91,96,196608,0.0736328125,0.006630392,-0.006189713366620708,-0.003071494633331895,950,0.0003,8.09189391958398e-05,0.2,0.9997403621673584,1.1316059827804565,-4.612216180562973
2154,92,97,198656,0.038134765625,0.004523949,-0.004544448058004491,0.001958445180207491,960,0.0003,3.013977979833271e-05,0.2,0.9997984766960144,1.107807993888855,-4.5612039268016815
2155,93,98,200704,0.059912109375,0.007382959,-0.005595328059280291,-0.010186656378209591,970,0.0003,8.676756825138909e-05,0.2,0.9997903108596802,1.0918526649475098,-4.505246768891811
2154,94,99,202752,0.030126953125,0.005829935,-0.00410750437004026,0.009209748357534409,980,0.0003,0.00013948087967037283,0.2,0.99972003698349,1.0761641263961792,-4.45912027657032
2154,95,100,204800,0.042822265625,0.0044490667,-0.0032178838999243455,0.0009418861591257155,990,0.0003,6.464420774818792e-05,0.2,0.999603807926178,1.074407696723938,-4.4259948000311855
2154,95,101,206848,0.072607421875,0.005298537,-0.0046523576776962726,-0.010934917256236076,1000,0.0003,6.909398159820057e-05,0.2,0.9995062947273254,1.0699996948242188,-4.411264984309673
2153,96,102,208896,0.100390625,0.010733543,-0.006166216936253477,0.017895890399813652,1010,0.0003,0.0001950925765797251,0.2,0.9991971254348755,1.0607751607894897,-4.388889257609844
2153,97,103,210944,0.02861328125,0.0031729813,0.00034512651545810514,-0.0045170350931584835,1020,0.0003,0.00014454395665524088,0.2,0.9986627101898193,1.0556044578552246,-4.366792312264442
2153,98,104,212992,0.04599609375,0.004685551,-0.0015568123460980132,-0.008044001646339893,1030,0.0003,0.00012366060082342757,0.2,0.9976327419281006,1.0602703094482422,-4.362622332572937
2152,99,105,215040,0.06962890625,0.006067378,-0.0021554660284891724,0.01057372149080038,1040,0.0003,0.000312770470812751,0.2,0.9904272556304932,1.064679741859436,-4.3664586544036865
2153,100,106,217088,0.0904296875,0.005834967,-0.003136724091746146,0.031069481745362282,1050,0.0003,0.00017215515480728527,0.2,0.9753910303115845,1.060428261756897,-4.367127114534378
2152,101,107,219136,0.11064453125,0.009094431,-0.004662066574383061,-0.029851442202925682,1060,0.0003,0.00018630371207066786,0.2,0.9915358424186707,1.060935139656067,-4.352633994817734
2152,102,108,221184,0.0427734375,0.005158148,-0.0007457337429514155,0.004674306605011225,1070,0.0003,0.00010408892109836643,0.2,0.9920452237129211,1.0502809286117554,-4.336005322635174
2152,103,109,223232,0.04638671875,0.006032867,-0.0010342266788939015,0.018331939354538918,1080,0.0003,9.817961736331426e-05,0.2,0.9869379997253418,1.0399415493011475,-4.305312882363796
2151,104,110,225280,0.03759765625,0.006789186,0.0007455709303030745,-0.023028608411550522,1090,0.0003,0.0004767192425106259,0.2,0.9975053668022156,1.0404467582702637,-4.293502728641033
2151,105,111,227328,0.044775390625,0.005826007,-0.002025724710256327,0.009958270005881786,1100,0.0003,0.00011016229001743482,0.2,0.9954991936683655,1.0276844501495361,-4.27253230959177
2152,106,112,229376,0.101318359375,0.004895362,-0.0009932807603036053,0.008776870556175709,1110,0.0003,6.803911480037783e-05,0.2,0.9978610277175903,1.023282527923584,-4.253233149647713
2152,107,113,231424,0.087890625,0.0060438397,-0.002844059409108013,0.0026414382737129927,1120,0.0003,0.00010328601695519524,0.2,0.9963571429252625,1.0201787948608398,-4.241894091665745
2150,108,114,233472,0.107861328125,0.007034763,-0.0032865389322978443,-0.0037757910322397947,1130,0.0003,0.00020107214902083116,0.2,0.9951122999191284,1.0259515047073364,-4.24357233196497
2149,109,115,235520,0.068017578125,0.007884241,0.0010920926360995509,0.0021985191851854324,1140,0.0003,8.170750925344805e-05,0.2,0.9969567656517029,1.036263346672058,-4.269303159415722
2148,110,116,237568,0.08427734375,0.0090224845,-0.000958223149063997,0.014098035171627998,1150,0.0003,0.0001419276946966974,0.2,0.997437059879303,1.0536404848098755,-4.311590418219566
2147,111,117,239616,0.107373046875,0.0052129747,-0.0016660678491462022,-0.005598497111350298,1160,0.0003,0.00014985378787741866,0.2,0.9970099925994873,1.0673154592514038,-4.3573225945234295
2147,112,118,241664,0.058203125,0.004690301,6.90174856572412e-05,-0.02026575803756714,1170,0.0003,0.00010257840801273233,0.2,0.9965429306030273,1.075506567955017,-4.383746403455734
2146,113,119,243712,0.041552734375,0.0042902464,-0.0005482088017743081,0.0017481261165812612,1180,0.0003,0.00013180834111814477,0.2,0.9958860278129578,1.0848592519760132,-4.4053028777241705
2145,114,120,245760,0.099169921875,0.011884573,-0.0017256864404771477,-0.001928386278450489,1190,0.0003,0.00011798431934195719,0.2,0.9965928792953491,1.0841704607009888,-4.41465195864439
2144,115,121,247808,0.093115234375,0.006146005,-0.0021540690657275265,-0.017857031896710396,1200,0.0003,0.00015041414742356096,0.2,0.9954281449317932,1.0949835777282715,-4.427869310975074
2144,116,122,249856,0.109619140625,0.009466628,-0.0029278946196427567,-0.03352462127804756,1210,0.0003,7.55900696473688e-05,0.2,0.9964278936386108,1.1009644269943237,-4.450436821579933
2142,117,123,251904,0.062451171875,0.0066542607,-0.0014174455754982773,0.011539881117641926,1220,0.0003,0.00014031407676213804,0.2,0.9947627186775208,1.1063812971115112,-4.464533349871635
2141,118,124,253952,0.107763671875,0.011315208,-0.0016595402397797444,-0.016999825835227966,1230,0.0003,0.00017928524074086737,0.2,0.9956096410751343,1.1109609603881836,-4.475498296320438
2142,119,125,256000,0.034326171875,0.0048396094,0.00022870929969940335,0.011092704720795155,1240,0.0003,0.0001233478038681568,0.2,0.9953120946884155,1.125268578529358,-4.496162673830986
2140,120,126,258048,0.098095703125,0.012199758,-0.002758740838908125,-0.018228521570563316,1250,0.0003,0.00011125805813136936,0.2,0.9954792857170105,1.1276954412460327,-4.5110641598701475
2140,121,127,260096,0.12001953125,0.0082925,-0.0020144386813626624,-0.01421451848000288,1260,0.0003,0.00023601117611313783,0.2,0.9948177337646484,1.1294796466827393,-4.51843796223402
2141,122,128,262144,0.04033203125,0.0031289225,-0.0014645394054241478,0.009144240990281105,1270,0.0003,0.00017352233127247984,0.2,0.994559109210968,1.1173015832901,-4.503233985602856
2140,123,129,264192,0.09052734375,0.0076418757,-0.00013523217057809234,0.016023529693484306,1280,0.0003,0.00010543236893703067,0.2,0.9893818497657776,1.124761700630188,-4.496720431745052
2140,124,130,266240,0.12412109375,0.010550645,-0.003782703907927498,0.003942118491977453,1290,0.0003,7.498943650023904e-05,0.2,0.9923537969589233,1.1219531297683716,-4.495804277062416
2140,125,131,268288,0.06708984375,0.004651123,-0.0006477257731603459,0.0034994224552065134,1300,0.0003,0.0002445246215586394,0.2,0.9948224425315857,1.1278103590011597,-4.494934450089931
2140,126,132,270336,0.09521484375,0.00592429,5.59682710445486e-05,-0.003195934696123004,1310,0.0003,0.00011581673458742614,0.2,0.9971157312393188,1.1282668113708496,-4.505082613229751
2140,127,133,272384,0.069873046875,0.005665792,-0.00013604825653601438,-0.006184367462992668,1320,0.0003,0.00010328375962451731,0.2,0.9963883757591248,1.1459764242172241,-4.5361013755202295
2141,128,134,274432,0.06142578125,0.004880678,-0.00035857758921338246,-0.025224383920431137,1330,0.0003,0.00018401027665309043,0.2,0.9963245391845703,1.1578270196914673,-4.570471701025963
2141,129,135,276480,0.06796875,0.007999051,-0.0012606294636498204,0.02610575594007969,1340,0.0003,5.495885724595695e-05,0.2,0.9956145882606506,1.1486107110977173,-4.572353424131871
2142,130,136,278528,0.051513671875,0.007031954,-1.0776679846458138e-05,0.006723427213728428,1350,0.0003,0.00014794313748875965,0.2,0.9948433637619019,1.1394861936569214,-4.554099582135677
2142,130,137,280576,0.10234375,0.009648923,-0.003947952078306116,0.01218186505138874,1360,0.0003,6.575900226160058e-05,0.2,0.9979198575019836,1.1596428155899048,-4.566426439583301
2142,131,138,282624,0.05341796875,0.004647934,-4.834752471651882e-05,-0.009387399069964886,1370,0.0003,0.0003045242801828607,0.2,0.997505784034729,1.1715612411499023,-4.602745901048183
2143,132,139,284672,0.080078125,0.0072012004,-0.0023114758179872295,-0.0040245926938951015,1380,0.0003,0.00013277817529431247,0.2,0.9975225925445557,1.1875048875808716,-4.642590542137623
2143,133,140,286720,0.113525390625,0.0076083858,-0.004801381513971137,0.03495187312364578,1390,0.0003,4.708507564412656e-05,0.2,0.998030960559845,1.1907875537872314,-4.66717986613512
2144,134,141,288768,0.051806640625,0.004060183,0.001417799259070307,-0.006677019875496626,1400,0.0003,0.00012910906611125484,0.2,0.9977680444717407,1.2001519203186035,-4.680382479727268
2144,135,142,290816,0.083740234375,0.0052396837,-0.00011920008546439931,-0.03338316082954407,1410,0.0003,0.00013350181259923487,0.2,0.9979588985443115,1.2022862434387207,-4.700688803195954
2144,136,143,292864,0.075830078125,0.007750812,-0.0011313834067550488,-0.006892910692840815,1420,0.0003,0.00011145240455592286,0.2,0.9979617595672607,1.2032150030136108,-4.706686690449715
2143,137,144,294912,0.06611328125,0.0052210563,-0.001799158938229084,0.0005359717179089785,1430,0.0003,9.478272820153676e-05,0.2,0.9982330799102783,1.2141852378845215,-4.721440529823303
2143,138,145,296960,0.093310546875,0.0073270127,-0.0014843062424915842,-0.018333345651626587,1440,0.0003,0.00011539406433662691,0.2,0.9966143369674683,1.2305512428283691,-4.7575256958603855
2143,139,146,299008,0.06298828125,0.004905034,-0.0005881586257601157,0.001982777612283826,1450,0.0003,0.00012312546605119934,0.2,0.9980776906013489,1.2256933450698853,-4.766721940040588
