Step,Time,X,Y,Z,Roll,Pitch,Yaw,Thrust,GimbalYaw,GimbalPitch,Mass,Reward
0,0,1.4337902490183903,-1.742878727360545,11.0,2.0793974273326348,0.8914804873130964,0.016179054842546427,0.0,0.0,0.0,110.0,0.0
1,0.01,1.4438279596586814,-1.7270911814188687,10.979658348301964,2.0795495810443585,0.8918491468355639,0.012036979844042492,0.0,-20.0,-20.0,110.0,-8.685941094544223
2,0.02,1.4538650236794197,-1.7113029746356683,10.959316730667199,2.0795136700809578,0.8925565403634003,-0.0021558659984456975,0.0,-20.0,-20.0,110.0,-8.667224543353015
3,0.03,1.4639020810574046,-1.6955147616754778,10.938975113357452,2.0793585032891957,0.8929111642291785,-0.011749626824499784,0.0,-20.0,-20.0,110.0,-8.646903743184128
4,0.04,1.4739390640888383,-1.679726473417423,10.918633499942004,2.0791676347197514,0.8931288724220865,-0.019391754282303657,0.0,-20.0,-20.0,110.0,-8.627324288112488
5,0.05,1.4839760356606093,-1.6639381765518204,10.898291887017551,2.078965287993231,0.8933339436180958,-0.02708268802729679,0.0,-20.0,-20.0,110.0,-8.607979941699696
6,0.06,1.4940130190772247,-1.6481498969611765,10.877950273280993,2.0787637254426286,0.8935658877144171,-0.03534700846117088,0.0,-20.0,-20.0,110.0,-8.588680712171556
7,0.07,1.5040500210950163,-1.6323616406888841,10.857608658407784,2.0785697521489914,0.8938283084713813,-0.044113182180065394,0.0,-20.0,-20.0,110.0,-8.569382934752953
8,0.08,1.5140870411817755,-1.616573406396462,10.837267042454954,2.0783865410152456,0.8941149490841335,-0.05319762710058821,0.0,-20.0,-20.0,110.0,-8.550091825168964
9,0.09,1.5241240764054647,-1.6007851908460162,10.81692542558582,2.0782141551931357,0.8944186520156584,-0.0624529824185224,0.0,-20.0,-20.0,110.0,-8.530819400368188
10,0.1,1.534161123317009,-1.5849969897271474,10.79658380801065,2.078050802648263,0.8947337108777494,-0.07179005610707279,0.0,-20.0,-20.0,110.0,-8.511575780956806
11,0.11,1.5441981787835963,-1.5692087988747452,10.776242189929489,2.077894312340119,0.8950562558935667,-0.08116312150742896,0.0,-20.0,-20.0,110.0,-8.492367425273672
