Step,Time,X,Y,Z,Roll,Pitch,Yaw,Thrust,GimbalYaw,GimbalPitch,Mass,Reward
0,0,-1.5911016704563732,-0.08934170029363922,11.0,2.8090756386788316,4.949178459635422,0.12142298837242052,0.0,0.0,0.0,110.0,0.0
1,0.01,-1.5978336176276018,-0.1011535460262899,10.988060124825772,2.8089338837449316,4.949599881050882,0.11727037463672396,0.0,-20.0,-20.0,110.0,-9.057697261252128
2,0.02,-1.6045662077168668,-0.11296473158210056,10.976120337785721,2.8078899198218497,4.950488068331617,0.10303172436126727,0.0,-20.0,-20.0,110.0,-9.048901463801103
3,0.03,-1.6112988043725727,-0.1247759109854171,10.964180551614158,2.8070522232636503,4.950965142682037,0.0933987959944766,0.0,-20.0,-20.0,110.0,-9.038481342938068
4,0.04,-1.6180314750263771,-0.1365870153774555,10.952240775541474,2.8063167210257642,4.951280746951772,0.08571586425528366,0.0,-20.0,-20.0,110.0,-9.028783761176555
5,0.05,-1.624764157141604,-0.14839811126930047,10.940301000879597,2.805566159712203,4.951584405727813,0.07798013412332808,0.0,-20.0,-20.0,110.0,-9.019303783968306
6,0.06,-1.6314968275032855,-0.16020922472687826,10.928361224336351,2.804775837355279,4.951922113068045,0.06966924850807737,0.0,-20.0,-20.0,110.0,-9.009851810960221
7,0.07,-1.6382294794124068,-0.1720203616566633,10.916421445041207,2.803957782795772,4.952296442981316,0.060857186595811776,0.0,-20.0,-20.0,110.0,-9.000384667312282
8,0.08,-1.6449621134038648,-0.18383152072143122,10.904481663106298,2.8031283126751756,4.952698724501569,0.051729065468444725,0.0,-20.0,-20.0,110.0,-8.99090769633506
9,0.09,-1.6516947324152889,-0.19564269874390178,10.892541878942314,2.802297970193776,4.953119929658964,0.04243255476898475,0.0,-20.0,-20.0,110.0,-8.9814329429167
10,0.1,-1.6584273398512561,-0.20745389143805626,10.880602093054796,2.801471245757296,4.953553271162256,0.03305651494947005,0.0,-20.0,-20.0,110.0,-8.971970386106234
11,0.11,-1.6651599387854,-0.21926509461030008,10.86866230591602,2.8006491454317186,4.95399435894952,0.023646196338663498,0.0,-20.0,-20.0,110.0,-8.962526272582858
