Step,Time,X,Y,Z,Roll,Pitch,Yaw,Thrust,GimbalYaw,GimbalPitch,Mass,Reward
0,0,-1.8221900795573756,-1.9551698933422201,11.0,0.11717062975703926,0.29861676740766097,0.00030533842445619247,0.0,0.0,0.0,110.0,0.0
1,0.01,-1.831495025813407,-1.9591618485399258,10.990914882799922,0.11736555487474037,0.2988434322654964,-0.003847035924480528,0.0,-20.0,-20.0,110.0,-9.461689984437793
2,0.02,-1.840800618560659,-1.9631531419743478,10.981829770323497,0.11747633238750581,0.2990647001675949,-0.018060476930077847,0.0,-20.0,-20.0,110.0,-9.456709825039663
3,0.03,-1.8501062180521013,-1.9671444292594225,10.972744657892106,0.1174202045963578,0.29909102928429704,-0.027673399596698327,0.0,-20.0,-20.0,110.0,-9.450098858106347
4,0.04,-1.8594118917671092,-1.9711356410998433,10.963659546004575,0.11730818112428743,0.29904735751345757,-0.03533345445128279,0.0,-20.0,-20.0,110.0,-9.444201693692074
5,0.05,-1.8687175771000681,-1.9751268443041905,10.954574434195289,0.11718526552333002,0.2989892969152689,-0.043039929637166637,0.0,-20.0,-20.0,110.0,-9.438513954119513
6,0.06,-1.8780232507606023,-1.9791180648985855,10.945489322289163,0.1170691953552093,0.29893832672655324,-0.05131723494651865,0.0,-20.0,-20.0,110.0,-9.432845916403027
7,0.07,-1.8873289059684961,-1.9831093089573109,10.936404210238507,0.11696604457765895,0.2989005236285714,-0.060094864692167564,0.0,-20.0,-20.0,110.0,-9.427154181557492
8,0.08,-1.8966345432071912,-1.9871005751124133,10.92731909804879,0.11687708954676389,0.2988759780307104,-0.06919007114501557,0.0,-20.0,-20.0,110.0,-9.42144376158209
9,0.09,-1.9059401653338963,-1.9910918601272085,10.91823398574162,0.11680086244340504,0.2988626266898478,-0.07845572680528598,0.0,-20.0,-20.0,110.0,-9.415726379739079
10,0.1,-1.9152457757609171,-1.995083159671434,10.909148873343701,0.11673463418814455,0.2988578479335757,-0.08780268218265672,0.0,-20.0,-20.0,110.0,-9.410011923104745
11,0.11,-1.924551377600461,-1.9990744695586828,10.900063760879844,0.11667574523345463,0.2988593538893472,-0.09718524503771488,0.0,-20.0,-20.0,110.0,-9.404306617818758
12,0.12,-1.933856973253433,-2.0030657863457675,10.890978648369622,0.1166218740965844,0.29886543880516686,-0.10658227574764614,0.0,-20.0,-20.0,110.0,-9.398613588809845
13,0.13,-1.9431625643598314,-2.0070571070157857,10.881893535827755,0.11657076289557891,0.2988748678093612,-0.11598487385740144,0.0,-20.0,-20.0,110.0,-9.392934288738616
14,0.14,-1.952468152160034,-2.0110484295797613,10.87280842326478,0.11652091321031342,0.2988867395292764,-0.1253897782229554,0.0,-20.0,-20.0,110.0,-9.387269332886545
15,0.15,-1.961773737544729,-2.015039752838614,10.863723310687796,0.1164716437065852,0.2989003812018254,-0.1347957998332734,0.0,-20.0,-20.0,110.0,-9.3816189692644
16,0.16,-1.971079321182806,-2.0190310763925834,10.854638198101103,0.11642261619238947,0.29891530130169375,-0.14420246220541919,0.0,-20.0,-20.0,110.0,-9.375983282621496
17,0.17,-1.980384903552421,-2.023022400015703,10.845553085507659,0.11637364638041242,0.298931147231554,-0.15360955186238115,0.0,-20.0,-20.0,110.0,-9.370362320403787
18,0.18,-1.989690484986017,-2.0270137235723262,10.83646797290947,0.11632462688366693,0.2989476738173961,-0.16301696037349211,0.0,-20.0,-20.0,110.0,-9.364756116536933
19,0.19,-1.9989960657059394,-2.0310050469857535,10.827382860307855,0.11627549848760502,0.29896471801359364,-0.17242462608692197,0.0,-20.0,-20.0,110.0,-9.359164699773716
20,0.2,-2.0083016458614296,-2.034996370225252,10.818297747703653,0.11622623690676623,0.2989821715729433,-0.1818325072027948,0.0,-20.0,-20.0,110.0,-9.353588095899678
21,0.21,-2.0176072255613917,-2.0389876933101676,10.809212635097394,0.11617685599279799,0.2989999548035212,-0.19124056627050579,0.0,-20.0,-20.0,110.0,-9.348026329311658
22,0.22,-2.026912804927448,-2.0429790163088386,10.80012752248957,0.11612740327459724,0.2990179880105522,-0.20064875881088104,0.0,-20.0,-20.0,110.0,-9.342479423657357
23,0.23,-2.0362183840490973,-2.0469703392833387,10.791042409880522,0.11607794301531765,0.2990361752676683,-0.21005703247217347,0.0,-20.0,-20.0,110.0,-9.336947401010228
24,0.24,-2.045523963039768,-2.050961662305227,10.781957297270694,0.11602851306971776,0.2990544527718772,-0.21946535299168296,0.0,-20.0,-20.0,110.0,-9.331430289399554
25,0.25,-2.0548295419496134,-2.05495298539511,10.772872184660306,0.11597912863770526,0.2990727830008624,-0.22887370091517362,0.0,-20.0,-20.0,110.0,-9.32592811417199
26,0.26,-2.0641351208077188,-2.058944308555509,10.763787072049505,0.11592979206344381,0.2990911440287493,-0.23828206538570462,0.0,-20.0,-20.0,110.0,-9.32044090009652
27,0.27,-2.0734406996308845,-2.0629356317801144,10.754701959438389,0.11588049904704592,0.29910952324224604,-0.24769044039392807,0.0,-20.0,-20.0,110.0,-9.31496867159712
28,0.28,-2.082746278428712,-2.0669269550589497,10.74561684682703,0.1158312424775958,0.2991279134159434,-0.2570988225807098,0.0,-20.0,-20.0,110.0,-9.30951145289671
29,0.29,-2.0920518572068403,-2.070918278381397,10.73653173421548,0.11578201470297086,0.2991463102786219,-0.26650720999601424,0.0,-20.0,-20.0,110.0,-9.304069268103992
30,0.3,-2.101357435968884,-2.07490960173781,10.727446621603777,0.11573280874520073,0.29916471107914067,-0.2759156014242326,0.0,-20.0,-20.0,110.0,-9.298642141260775
31,0.31,-2.1106630147174825,-2.0789009251202013,10.71836150899195,0.11568361881180135,0.2991831138088725,-0.28532399603255904,0.0,-20.0,-20.0,110.0,-9.293230096365946
32,0.32,-2.119968593454807,-2.082892248522333,10.709276396380023,0.11563444037341473,0.29920151682735024,-0.29473239319669176,0.0,-20.0,-20.0,110.0,-9.287833157387224
33,0.33,-2.1292741721827566,-2.086883571939517,10.700191283768017,0.11558527001549082,0.29921991871154385,-0.3041407924192382,0.0,-20.0,-20.0,110.0,-9.28245134826691
34,0.34,-2.1385797509030104,-2.0908748953682843,10.691106171155948,0.11553610520795711,0.29923831821172,-0.313549193293086,0.0,-20.0,-20.0,110.0,-9.277084692924792
35,0.35000000000000003,-2.14788532961703,-2.094866218806073,10.682021058543826,0.11548694407734457,0.2992567142458815,-0.3229575954841734,0.0,-20.0,-20.0,110.0,-9.271733215259662
36,0.36,-2.1571909083260548,-2.0988575422509657,10.672935945931666,0.11543778521963562,0.29927510589931094,-0.3323659987211142,0.0,-20.0,-20.0,110.0,-9.266396939150175
37,0.37,-2.1664964870311083,-2.1028488657015,10.663850833319474,0.11538862756251311,0.29929349241708053,-0.34177440278646437,0.0,-20.0,-20.0,110.0,-9.261075888455279
38,0.38,-2.175802065733018,-2.1068401891565354,10.654765720707257,0.11533947027074042,0.29931187318846075,-0.35118280750822806,0.0,-20.0,-20.0,110.0,-9.255770087014506
39,0.39,-2.185107644432445,-2.1108315126151687,10.645680608095017,0.11529031268345541,0.2993302477264169,-0.3605912127516089,0.0,-20.0,-20.0,110.0,-9.250479558648047
40,0.4,-2.194413223129911,-2.1148228360766783,10.636595495482762,0.11524115427265705,0.2993486156459109,-0.3699996184115001,0.0,-20.0,-20.0,110.0,-9.245204327156749
41,0.41000000000000003,-2.2037188018258247,-2.1188141595404835,10.627510382870495,0.11519199461475944,0.2993669766437015,-0.3794080244060353,0.0,-20.0,-20.0,110.0,-9.239944416322048
42,0.42,-2.213024380520509,-2.122805483006118,10.618425270258216,0.11514283336993497,0.29938533048102756,-0.38881643067133925,0.0,-20.0,-20.0,110.0,-9.234699849905766
43,0.43,-2.222329959214219,-2.126796806473208,10.60934015764593,0.1150936702661715,0.2994036769695411,-0.3982248371573997,0.0,-20.0,-20.0,110.0,-9.229470651649924
44,0.44,-2.2316355379071537,-2.1307881299414553,10.600255045033638,0.1150445050864222,0.2994220159602504,-0.4076332438249058,0.0,-20.0,-20.0,110.0,-9.224256845276463
45,0.45,-2.240941116599473,-2.134779453410621,10.59116993242134,0.11499533765802732,0.29944034733497343,-0.41704165064284027,0.0,-20.0,-20.0,110.0,-9.21905845448692
46,0.46,-2.2502466952913025,-2.138770776880517,10.582084819809038,0.11494616784397582,0.29945867099976214,-0.42645005758666577,0.0,-20.0,-20.0,110.0,-9.21387550296214
47,0.47000000000000003,-2.2595522739827434,-2.1427621003509922,10.572999707196734,0.11489699553574127,0.29947698687982266,-0.4358584646369221,0.0,-20.0,-20.0,110.0,-9.208708014361903
48,0.48,-2.2688578526738747,-2.1467534238219277,10.563914594584427,0.11484782064746539,0.2994952949155588,-0.4452668717781626,0.0,-20.0,-20.0,110.0,-9.20355601232456
49,0.49,-2.2781634313647605,-2.1507447472932286,10.554829481972117,0.1147986431112861,0.29951359505946196,-0.4546752789981215,0.0,-20.0,-20.0,110.0,-9.198419520466661
50,0.5,-2.287469010055451,-2.1547360707648204,10.545744369359806,0.11474946287360925,0.299531887273649,-0.4640836862870525,0.0,-20.0,-20.0,110.0,-9.193298562382571
51,0.51,-2.296774588745986,-2.1587273942366427,10.536659256747493,0.11470027989214984,0.2995501715279036,-0.4734920936372149,0.0,-20.0,-20.0,110.0,-9.188193161644062
52,0.52,-2.306080167436398,-2.1627187177086484,10.52757414413518,0.11465109413359101,0.29956844779811287,-0.48290050104245885,0.0,-20.0,-20.0,110.0,-9.183103341799935
53,0.53,-2.3153857461267124,-2.1667100411807994,10.518489031522865,0.11460190557173455,0.2995867160650204,-0.49230890849789805,0.0,-20.0,-20.0,110.0,-9.1780291263756
54,0.54,-2.3246913248169485,-2.170701364653066,10.50940391891055,0.11455271418603336,0.2996049763132308,-0.5017173159996512,0.0,-20.0,-20.0,110.0,-9.172970538872658
55,0.55,-2.3339969035071233,-2.1746926881254254,10.500318806298235,0.11450351996043093,0.2996232285304176,-0.511125723544631,0.0,-20.0,-20.0,110.0,-9.167927602768513
56,0.56,-2.343302482197249,-2.1786840115978574,10.491233693685919,0.11445432288243765,0.2996414727066931,-0.5205341311303826,0.0,-20.0,-20.0,110.0,-9.162853724219007
