Step,Time,X,Y,Z,Roll,Pitch,Yaw,Thrust,GimbalYaw,GimbalPitch,Mass,Reward
<<<<<<< HEAD
0,0,-7.159076202256104,-1.6473942528094783,23.222263774210305,2.781079543775175,-4.181362823112151,-0.10154454814364723,0.0,0.0,0.0,200.0,0.0
1,0.01,-7.160334433990195,-1.6751861606354808,23.183334292720247,2.7809632523077576,-4.181751640880889,-0.09739541678983071,0.0,-20.0,20.0,200.0,-49.66419306018283
2,0.02,-7.161592311303515,-1.7029777053301356,23.144242854812173,2.780085194476035,-4.18260576632987,-0.08317443716309998,0.0,-20.0,20.0,200.0,-49.592420819215
3,0.03,-7.162850184967888,-1.730769246612178,23.104989417335688,2.779378801929022,-4.183076819108694,-0.07355933616724919,0.0,-20.0,20.0,200.0,-49.51891586703822
4,0.04,-7.164108017883473,-1.7585607466399507,23.0655739848471,2.7787580300222605,-4.183396368102074,-0.06589749299630072,0.0,-20.0,20.0,200.0,-49.44602478264346
5,0.05,-7.165365844498593,-1.7863522419271582,23.02599655304997,2.7781244830057465,-4.183705874668729,-0.05818558449179083,0.0,-20.0,20.0,200.0,-49.37324166945522
6,0.06,-7.166623677604445,-1.814143746783581,22.9862571203127,2.777457410358795,-4.18404833524365,-0.04989919491776814,0.0,-20.0,20.0,200.0,-49.30037733881943
7,0.07,-7.1678815209061355,-1.8419352644623517,22.9463556862061,2.776766911564252,-4.184425590886953,-0.04111039173707978,0.0,-20.0,20.0,200.0,-49.22738827791264
8,0.08,-7.169139374113382,-1.869726794233131,22.906292250786965,2.7760667322489536,-4.18482905099111,-0.03200342745718501,0.0,-20.0,20.0,200.0,-49.15428028889644
9,0.09,-7.170397235608773,-1.8975183343693647,22.8660668142576,2.775365773369998,-4.185249997392943,-0.022726045272156808,0.0,-20.0,20.0,200.0,-49.0810659160539
10,0.1,-7.171655103498537,-1.9253098825079185,22.825679376871445,2.774667823213309,-4.185681988854846,-0.013367514924461383,0.0,-20.0,20.0,200.0,-49.00775580498717
11,0.11,-7.172912976074111,-1.9531014363678192,22.785129938864372,2.773973684271961,-4.186120924340763,-0.003973463655732442,0.0,-20.0,20.0,200.0,-48.93435691351455
12,0.12,-7.174170852049671,-1.9808929938212543,22.74441850043387,2.7732827651035024,-4.186564361376115,0.005435086855992801,0.0,-20.0,20.0,200.0,-48.86087317830392
13,0.13,-7.1754287304888456,-2.008684553514525,22.703545061714237,2.7725936004468137,-4.18701084406969,0.014849365080055708,0.0,-20.0,20.0,200.0,-48.78730670758163
14,0.14,-7.176686610749043,-2.0364761140882157,22.662509622818547,2.771905235642388,-4.187459427207543,0.02426613690679025,0.0,-20.0,20.0,200.0,-48.71365893291616
15,0.15,-7.17794449231904,-2.0642676750436464,22.621312183808442,2.7712172069616847,-4.1879094701380835,0.03368415817090921,0.0,-20.0,20.0,200.0,-48.63993085147188
16,0.16,-7.179202374835555,-2.092059236166766,22.579952744720913,2.770529269507026,-4.188360527989461,0.043102905840862626,0.0,-20.0,20.0,200.0,-48.566123342320296
17,0.17,-7.180460258040917,-2.119850797333611,22.538431305580836,2.7698412831892214,-4.188812290814491,0.052522136201120534,0.0,-20.0,20.0,200.0,-48.492237258337006
18,0.18,-7.181718141757773,-2.147642358469344,22.49674786640483,2.769153164391161,-4.189264547370095,0.06194172313093538,0.0,-20.0,20.0,200.0,-48.418273449255416
19,0.19,-7.182976025868364,-2.1754339195332677,22.4549024272035,2.7684648685334605,-4.189717158761648,0.0713615943860167,0.0,-20.0,20.0,200.0,-48.344232770085284
20,0.2,-7.184233910292615,-2.2032254805106546,22.41289498798341,2.767776382526549,-4.19017003210818,0.080781700494627,0.0,-20.0,20.0,200.0,-48.270116083710874
21,0.21,-7.185491794969171,-2.231017041416386,22.370725548748336,2.767087723941344,-4.1906230942345255,0.09020199627264293,0.0,-20.0,20.0,200.0,-48.19592426245863
22,0.22,-7.186749679820101,-2.258808602292497,22.328394109501936,2.766398945072866,-4.191076259045868,0.09962242654025577,0.0,-20.0,20.0,200.0,-48.12165818880793
23,0.23,-7.18800756479394,-2.28660016317147,22.285900670246402,2.765710099865356,-4.191529442309477,0.1090429397431039,0.0,-20.0,20.0,200.0,-48.04731876278932
24,0.24,-7.1892654498342585,-2.314391724085274,22.243245230984307,2.7650212151826805,-4.191982593360529,0.11846350554642476,0.0,-20.0,20.0,200.0,-47.97290690056554
25,0.25,-7.190523334916571,-2.3421832850407633,22.200427791717118,2.7643323005759766,-4.192435682182068,0.12788410680875834,0.0,-20.0,20.0,200.0,-47.898423528832986
26,0.26,-7.191781220026286,-2.369974846037049,22.157448352445936,2.7636433560755864,-4.192888691086782,0.13730473395062523,0.0,-20.0,20.0,200.0,-47.823869587157894
27,0.27,-7.1930391051548614,-2.397766407069503,22.11430691317162,2.762954376994215,-4.193341609756132,0.1467253816222065,0.0,-20.0,20.0,200.0,-47.74924602854898
28,0.28,-7.194296990297315,-2.425557968132127,22.071003473894827,2.7622653568228053,-4.193794432145842,0.15614604678459856,0.0,-20.0,20.0,200.0,-47.674553819910685
29,0.29,-7.195554875450631,-2.4533495292189107,22.027538034616057,2.7615762889031936,-4.194247154573737,0.16556672763773633,0.0,-20.0,20.0,200.0,-47.59979394241853
30,0.3,-7.196812760612818,-2.4811410903245332,21.983910595335725,2.7608871672929456,-4.1946997745949055,0.17498742303959397,0.0,-20.0,20.0,200.0,-47.52496739184412
31,0.31,-7.198070645782394,-2.5089326514446286,21.94012115605415,2.7601979871021785,-4.195152290390659,0.18440813220187607,0.0,-20.0,20.0,200.0,-47.450075178849985
32,0.32,-7.199328530958138,-2.536724212575793,21.89616971677159,2.7595087445124795,-4.195604700471769,0.19382885453661158,0.0,-20.0,20.0,200.0,-47.37511832926735
33,0.33,-7.200586416138989,-2.5645157737154505,21.852056277488238,2.758819436635423,-4.196057003555724,0.20324958958144151,0.0,-20.0,20.0,200.0,-47.30009788436483
34,0.34,-7.201844301324019,-2.592307334861682,21.807780838204263,2.7581300613175745,-4.196509198526876,0.21267033696369078,0.0,-20.0,20.0,200.0,-47.22501490111347
35,0.35000000000000003,-7.203102186512429,-2.620098896013052,21.76334339891979,2.7574406169534496,-4.196961284426798,0.22209109638170632,0.0,-20.0,20.0,200.0,-47.149870452451
36,0.36,-7.204360071703542,-2.6478904571684754,21.718743959634924,2.756751102333307,-4.197413260449028,0.2315118675929656,0.0,-20.0,20.0,200.0,-47.07466562754731
37,0.37,-7.205617956896805,-2.67568201832712,21.673982520349742,2.7560615165309406,-4.197865125928922,0.24093265040451278,0.0,-20.0,20.0,200.0,-46.99940153207203
38,0.38,-7.206875842091767,-2.7034735794883327,21.629059081064312,2.755371858825845,-4.198316880327886,0.25035344466427434,0.0,-20.0,20.0,200.0,-46.924079288464796
39,0.39,-7.2081337272880734,-2.7312651406515966,21.583973641778684,2.7546821286507304,-4.198768523214469,0.2597742502531531,0.0,-20.0,20.0,200.0,-46.84870003620844
40,0.4,-7.209391612485443,-2.759056701816499,21.538726202492896,2.7539923255559864,-4.199220054245117,0.2691950670781698,0.0,-20.0,20.0,200.0,-46.773264932104844
41,0.41000000000000003,-7.210649497683653,-2.7868482629827076,21.493316763206984,2.7533024491847917,-4.199671473146613,0.2786158950666708,0.0,-20.0,20.0,200.0,-46.69777515055383
42,0.42,-7.211907382882529,-2.8146398241499564,21.447745323920977,2.7526124992547265,-4.200122779701175,0.2880367341616756,0.0,-20.0,20.0,200.0,-46.62223188383466
43,0.43,-7.2131652680819345,-2.842431385318034,21.402011884634884,2.75192247554348,-4.200573973734389,0.2974575843182456,0.0,-20.0,20.0,200.0,-46.54663634239072
44,0.44,-7.214423153281759,-2.8702229464867686,21.356116445348736,2.7512323778773284,-4.201025055105748,0.3068784455007474,0.0,-20.0,20.0,200.0,-46.470989755116705
45,0.45,-7.215681038481917,-2.898014507656026,21.31005900606253,2.750542206121689,-4.201476023701316,0.3162993176807721,0.0,-20.0,20.0,200.0,-46.39529336964897
46,0.46,-7.216938923682341,-2.9258060688256986,21.26383956677629,2.7498519601733693,-4.201926879428079,0.3257202008355436,0.0,-20.0,20.0,200.0,-46.319548452658665
47,0.47000000000000003,-7.2181968088829755,-2.9535976299957007,21.21745812749002,2.749161639954239,-4.202377622209567,0.3351410949466549,0.0,-20.0,20.0,200.0,-46.24375629014806
48,0.48,-7.219454694083778,-2.981389191165965,21.170914688203723,2.7484712454061055,-4.2028282519824405,0.34456199999919174,0.0,-20.0,20.0,200.0,-46.16791818774962
49,0.49,-7.220712579284713,-3.0091807523364364,21.124209248917406,2.747780776486609,-4.2032787686938,0.35398291598095966,0.0,-20.0,20.0,200.0,-46.09203547102844
50,0.5,-7.2219704644857545,-3.0369723135070736,21.077341809631072,2.7470902331659386,-4.203729172299066,0.3634038428820084,0.0,-20.0,20.0,200.0,-46.01610948578771
51,0.51,-7.223228349686879,-3.0647638746778423,21.030312370344728,2.746399615424239,-4.204179462760282,0.37282478069413694,0.0,-20.0,20.0,200.0,-45.94014159837731
52,0.52,-7.224486234888071,-3.092555435848715,20.983120931058373,2.7457089232495595,-4.204629640044759,0.3822457294104686,0.0,-20.0,20.0,200.0,-45.86413319600564
53,0.53,-7.225744120089316,-3.1203469970196704,20.93576749177201,2.7450181566362133,-4.205079704124004,0.39166668902521945,0.0,-20.0,20.0,200.0,-45.78808568705474
