Step,Time,X,Y,Z,Roll,Pitch,Yaw,Thrust,GimbalYaw,GimbalPitch,Mass,Reward
0,0,1.1475574520261547,-2.4125849458557553,11.0,9.055627914998336,-4.153209066874418,-0.32903654574581576,0.0,0.0,0.0,110.0,0.0
1,0.01,1.1519140827512702,-2.4219115897459464,10.994395389154043,9.05613986631124,-4.152340798935846,-0.3331100956691916,0.0,-20.0,-20.0,110.0,-9.646079677286947
2,0.02,1.1562700626926765,-2.4312375797650816,10.988790834670139,9.057340153369617,-4.149920981296116,-0.347113414771478,0.0,-20.0,-20.0,110.0,-9.64464842867736
3,0.03,1.160626036295677,-2.4405635634192935,10.983186280731879,9.0580192371254,-4.148416819550731,-0.3565426022058793,0.0,-20.0,-20.0,110.0,-9.641581401575989
4,0.04,1.164981934910793,-2.449889472700179,10.977581733136075,9.058491152237815,-4.147289206272235,-0.3640232789306954,0.0,-20.0,-20.0,110.0,-9.639236928522026
5,0.05,1.1693378225509308,-2.459215372823509,10.971977186192838,9.058955218670627,-4.146167737598411,-0.3715535574777698,0.0,-20.0,-20.0,110.0,-9.637104945296704
6,0.06,1.1736937229131548,-2.4685412891193557,10.966372637607048,9.059470004389693,-4.14494740932243,-0.37966258871491043,0.0,-20.0,-20.0,110.0,-9.63499224893352
7,0.07,1.1780496426513989,-2.4778672275939835,10.96076808691077,9.060036252357698,-4.143633020924699,-0.3882810711753833,0.0,-20.0,-20.0,110.0,-9.63285358871769
8,0.08,1.182405581052604,-2.487193187096905,10.955163534235083,9.060640984702145,-4.142253472479784,-0.39722560249477906,0.0,-20.0,-20.0,110.0,-9.630693557243537
9,0.09,1.1867615349266984,-2.496519164392451,10.949558979861223,9.061271287401881,-4.140834263144366,-0.40634832335981586,0.0,-20.0,-20.0,110.0,-9.628523934471998
10,0.1,1.1911175006238761,-2.5058451552920724,10.943954424188448,9.061917527989992,-4.139392407069542,-0.4155588511008604,0.0,-20.0,-20.0,110.0,-9.626354615111186
11,0.11,1.195473474844083,-2.51517115581378,10.938349867608782,9.062573518346577,-4.137937733600316,-0.42481010444931877,0.0,-20.0,-20.0,110.0,-9.624191915257535
12,0.12,1.1998294550988373,-2.524497162986463,10.932745310412797,9.063235462753978,-4.136475571574857,-0.43407959829867404,0.0,-20.0,-20.0,110.0,-9.622039006587304
13,0.13,1.2041854396738332,-2.533823174546243,10.92714075283526,9.063900962974564,-4.135008804288248,-0.44335706629323085,0.0,-20.0,-20.0,110.0,-9.619897387290095
14,0.14,1.2085414274099326,-2.5431491884178254,10.921536195121705,9.06456829885885,-4.133539014887687,-0.4526380654707797,0.0,-20.0,-20.0,110.0,-9.61776776046885
15,0.15,1.212897417430946,-2.5524752035802623,10.915931637370424,9.06523633582435,-4.132067117948339,-0.4619207868601805,0.0,-20.0,-20.0,110.0,-9.615650406636133
16,0.16,1.21725340913775,-2.5618012191483626,10.910327079678446,9.065904546725518,-4.130593701509384,-0.4712044683516003,0.0,-20.0,-20.0,110.0,-9.613545463267696
17,0.17,1.2216094020844073,-2.57112723484868,10.904722522056561,9.066572673914107,-4.129119152344206,-0.4804887466752129,0.0,-20.0,-20.0,110.0,-9.611452983684577
18,0.18,1.2259653959700985,-2.580453250545418,10.899117964504295,9.067240591220312,-4.127643723871452,-0.48977342750909786,0.0,-20.0,-20.0,110.0,-9.609372998001243
19,0.19,1.2303213905846544,-2.5897792661814174,10.893513407015305,9.067908244486226,-4.126167588496755,-0.4990583903855785,0.0,-20.0,-20.0,110.0,-9.607305524354583
20,0.2,1.2346773857720459,-2.5991052817439493,10.887908849580144,9.068575625654832,-4.12469088262814,-0.5083435446412159,0.0,-20.0,-20.0,110.0,-9.605250573725721
21,0.21,1.2390333813357548,-2.6084312973439974,10.882304292166676,9.069242769846825,-4.123213742571909,-0.5176288101054083,0.0,-20.0,-20.0,110.0,-9.603208156518631
22,0.22,1.243389377174593,-2.617757312981244,10.87669973476751,9.069909741296302,-4.1217363046798425,-0.526914119519562,0.0,-20.0,-20.0,110.0,-9.601178281533272
23,0.23,1.2477453731497115,-2.6270833287415734,10.871095177358745,9.070576557644419,-4.120258645769788,-0.5361994369602862,0.0,-20.0,-20.0,110.0,-9.599160964550622
24,0.24,1.252101369212295,-2.636409344616937,10.865490619938079,9.071243218229982,-4.118780808545679,-0.5454847438583488,0.0,-20.0,-20.0,110.0,-9.597156215727102
25,0.25,1.25645736533318,-2.645735360595676,10.859886062505224,9.071909714309976,-4.117302817120555,-0.5547700304370579,0.0,-20.0,-20.0,110.0,-9.595164043765223
26,0.26,1.2608133614955999,-2.6550613766617097,10.85428150506151,9.072576033905735,-4.115824685222978,-0.5640552914132212,0.0,-20.0,-20.0,110.0,-9.593184456623048
27,0.27,1.265169357689692,-2.664387392798356,10.84867694760887,9.073242164604078,-4.114346420892589,-0.573340523811682,0.0,-20.0,-20.0,110.0,-9.59121746184564
28,0.28,1.2695253539092632,-2.673713408990398,10.843072390149276,9.073908095092914,-4.1128680291634145,-0.5826257258628443,0.0,-20.0,-20.0,110.0,-9.5892630667431
29,0.29,1.2738813501499762,-2.683039425225034,10.837467832684446,9.074573815861287,-4.111389513541822,-0.5919108964465077,0.0,-20.0,-20.0,110.0,-9.587321278485016
30,0.3,1.2782373464084138,-2.69236544149209,10.831863275215754,9.075239319350569,-4.109910876764033,-0.6011960348088086,0.0,-20.0,-20.0,110.0,-9.585392104149705
31,0.31,1.2825933426816607,-2.701691457783799,10.82625871774422,9.075904599782623,-4.108432121142033,-0.6104811404157603,0.0,-20.0,-20.0,110.0,-9.583475550749318
32,0.32,1.2869493389671502,-2.7110174740943704,10.820654160270584,9.07656965284123,-4.106953248694737,-0.619766212875419,0.0,-20.0,-20.0,110.0,-9.581571625242216
33,0.33,1.2913053352626316,-2.7203434904195265,10.815049602795353,9.077234475327943,-4.105474261184085,-0.629051251894475,0.0,-20.0,-20.0,110.0,-9.579680334538569
34,0.34,1.2956613315661707,-2.7296695067560894,10.809445045318899,9.07789906485978,-4.103995160121892,-0.6383362572520972,0.0,-20.0,-20.0,110.0,-9.577801685502786
35,0.35000000000000003,1.3000173278761469,-2.7389955231016634,10.803840487841484,9.078563419634238,-4.102515946777662,-0.6476212287824549,0.0,-20.0,-20.0,110.0,-9.575935684954418
36,0.36,1.3043733241912319,-2.7483215394544054,10.7982359303633,9.079227538260978,-4.10103662219651,-0.6569061663619332,0.0,-20.0,-20.0,110.0,-9.574082339668566
37,0.37,1.3087293205103574,-2.7576475558128704,10.7926313728845,9.079891419647495,-4.099557187226006,-0.6661910698992686,0.0,-20.0,-20.0,110.0,-9.572241656376253
