Step,Time,X,Y,Z,Roll,Pitch,Yaw,Thrust,GimbalYaw,GimbalPitch,Mass,Reward
0,0,-1.7806556451801925,-0.1568650681236194,11.0,3.1902726972924613,5.45152983878292,0.1519264378056534,0.0,0.0,0.0,110.0,0.0
1,0.01,-1.7649287848417015,-0.15363803396124096,10.988782643241098,3.190094644893064,5.451978770644233,0.1477734507638002,0.0,-20.0,-20.0,110.0,-8.941945436257564
2,0.02,-1.7492025666016737,-0.15041034017342192,10.977565384623526,3.1889258915968304,5.452961244907004,0.13353023570370964,0.0,-20.0,-20.0,110.0,-8.930021683989771
3,0.03,-1.7334763549001548,-0.14718264023053718,10.966348126971294,3.1880037619443105,5.4535020160174525,0.1238943085994418,0.0,-20.0,-20.0,110.0,-8.916472396085632
4,0.04,-1.717750217126324,-0.1439548653743081,10.955130880563615,3.1872008829284497,5.4538683987518715,0.11620863442558692,0.0,-20.0,-20.0,110.0,-8.903644674557219
5,0.05,-1.7020240907836932,-0.14072708202876918,10.943913635721781,3.18638242797771,5.454223218089376,0.10846950407459516,0.0,-20.0,-20.0,110.0,-8.891033419197498
6,0.06,-1.6862979526794841,-0.1374993162463052,10.932696388776346,3.1855191161174554,5.45461593030811,0.10015453879071826,0.0,-20.0,-20.0,110.0,-8.878448993351395
7,0.07,-1.6705717961286206,-0.13427157391165198,10.921479138760404,3.1846236492783064,5.455048599228045,0.09133806127410019,0.0,-20.0,-20.0,110.0,-8.865848217155742
8,0.08,-1.6548456216733802,-0.1310438536947984,10.910261885800066,3.183713993095482,5.455511303711609,0.08220548805866286,0.0,-20.0,-20.0,110.0,-8.853236469484653
9,0.09,-1.6391194322612181,-0.12781615242845895,10.899044630353702,3.1828019958477998,5.455994027291906,0.0729045961411175,0.0,-20.0,-20.0,110.0,-8.840625842473733
10,0.1,-1.623393231295616,-0.12458846583457064,10.887827372985143,3.1818929277323704,5.456489392717434,0.06352425568765953,0.0,-20.0,-20.0,110.0,-8.828026339837509
11,0.11,-1.6076670218454687,-0.1213607897211706,10.876610114221409,3.180988188649534,5.4569927120705986,0.05410969937678534,0.0,-20.0,-20.0,110.0,-8.815444227382539
12,0.12,-1.591940806221295,-0.11813312011226275,10.865392854504977,3.1800870884993007,5.457501209452942,0.04468156946359437,0.0,-20.0,-20.0,110.0,-8.802882732494897
13,0.13,-1.576214586101634,-0.11490545454576978,10.854175594133528,3.1791879052143197,5.458013219729013,0.03524824749039966,0.0,-20.0,-20.0,110.0,-8.790343228836566
