#{"t_start": 1764911276.609733, "env_id": "None"}
r,l,t,success,semi_success
-83.193231,392,1.007904,False,False
-86.168815,405,1.281973,False,False
-90.262196,398,1.561637,False,False
-83.972018,403,1.835339,False,False
-87.287545,395,2.1151,False,False
-84.843819,378,4.581782,False,False
-83.787074,389,4.824912,False,False
-85.494877,393,5.077461,False,False
-89.530728,390,5.319796,False,False
-77.988763,401,5.584525,False,False
-87.416744,400,7.994804,False,False
-85.985,403,8.281318,False,False
-90.337273,386,8.586421,False,False
-83.682781,390,8.876507,False,False
-87.079747,395,9.152724,False,False
-88.943466,394,11.820411,False,False
-87.187153,399,12.067898,False,False
-87.982828,397,12.340519,False,False
-87.495348,420,12.620644,False,False
-84.948199,396,12.937068,False,False
-90.133883,389,15.592519,False,False
-88.603342,399,15.877201,False,False
-91.795643,383,16.188137,False,False
-79.408585,411,16.647816,False,False
-85.457879,396,16.945687,False,False
-88.91902,392,19.525819,False,False
-37.31872,393,19.771618,False,False
-83.135573,431,20.055462,False,False
-89.878412,376,20.300451,False,False
-73.60889,422,20.579362,False,False
-82.776259,391,23.159264,False,False
-79.695718,412,23.578877,False,False
-85.188105,396,23.95637,False,False
-87.476852,400,24.229004,False,False
-81.856374,401,24.481761,False,False
-88.62341,384,24.718475,False,False
-40.475875,376,27.295718,False,False
-90.542445,397,27.543859,False,False
-89.541696,381,27.790132,False,False
-87.197979,393,28.050024,False,False
-84.676,418,28.332485,False,False
-89.667424,381,31.265755,False,False
-86.733949,392,31.612007,False,False
-86.461602,385,31.905801,False,False
-89.616801,383,32.25395,False,False
-85.475633,412,32.629127,False,False
-90.711239,374,35.480901,False,False
-87.957915,370,35.795777,False,False
-91.569942,382,36.080299,False,False
-82.257941,377,36.409327,False,False
-80.145676,471,36.931266,False,False
-93.317913,368,39.578366,False,False
-83.901712,383,39.827938,False,False
-89.253684,391,40.081056,False,False
-88.41918,386,40.33344,False,False
-92.413893,369,40.570314,False,False
-85.744891,453,43.24891,False,False
-83.377927,417,43.54981,False,False
-81.184401,463,43.854489,False,False
-84.879357,426,44.158375,False,False
-93.212714,369,44.487077,False,False
-90.209759,371,47.181602,False,False
-92.434376,376,47.515899,False,False
-90.032575,384,47.849785,False,False
-81.381936,476,48.196696,False,False
-91.446557,376,48.464196,False,False
-90.583718,394,48.739517,False,False
-83.826907,492,51.567513,False,False
-87.885593,423,51.853946,False,False
-86.982732,423,52.126995,False,False
-91.928057,374,52.362983,False,False
-90.332216,402,55.145736,False,False
-84.232621,520,55.578486,False,False
-87.591419,421,55.887157,False,False
-93.016656,368,56.124017,False,False
-84.624398,474,56.466422,False,False
-84.732883,504,59.330967,False,False
-87.648635,344,59.573369,False,False
-76.69644,526,59.91091,False,False
-84.886421,466,60.222634,False,False
-79.139467,490,63.159823,False,False
-92.910515,371,63.425057,False,False
-83.213974,519,63.803996,False,False
-84.882509,528,64.168928,False,False
-28.488397,544,64.600985,False,False
-90.806016,405,67.44941,False,False
-85.078134,429,67.735777,False,False
-85.132745,499,68.15881,False,False
-86.312777,452,68.535583,False,False
-30.05485,514,71.265278,False,False
-86.830835,445,71.574564,False,False
-90.24585,414,71.871402,False,False
-26.352913,510,72.32892,False,False
-84.240736,452,72.672523,False,False
-30.343937,509,75.360821,False,False
-92.831463,377,75.651923,False,False
-89.951659,464,75.985576,False,False
-91.573956,370,76.361868,False,False
-24.858275,516,79.074189,False,False
-39.949732,407,79.34937,False,False
-84.760405,442,79.682561,False,False
-29.855035,515,80.047334,False,False
-32.297322,507,83.026922,False,False
-26.750083,508,83.422395,False,False
-90.334325,441,83.722941,False,False
-28.771458,510,84.078459,False,False
-88.98836,438,84.396148,False,False
